ticker,expiry,strike,bid,ask,mid,lastPrice,volume,openInterest,spot,time_to_maturity,moneyness,log_moneyness,sqrt_T,moneyness_T_interaction,implied_vol,relative_spread,wide_spread_flag,short_maturity_flag,wing_flag,implied_vol_raw,weight
SPY,2026-03-18,666.0,5.44,5.48,5.460000000000001,5.49,3435.0,482.0,662.2899780273438,0.0054794520547945,0.9944293964374532,-0.0055861772380158,0.0740233210197603,0.0054489281996572,0.3623807281637787,0.007326007326007331,0,1,0,0.3623807281637787,0.9916525390520212
SPY,2026-03-18,667.0,4.97,5.0,4.984999999999999,5.0,1864.0,634.0,662.2899780273438,0.0054794520547945,0.9929384977921196,-0.0070865526132505,0.0740233210197603,0.0054407588920115,0.3586513859925866,0.006018054162487513,0,1,0,0.3586513859925866,0.9914531468053375
SPY,2026-03-18,668.0,4.5,4.54,4.52,4.56,1948.0,361.0,662.2899780273438,0.0054794520547945,0.9914520629151852,-0.0085846802342724,0.0740233210197603,0.0054326140433708,0.3541872082032263,0.008849557522123902,0,1,0,0.3541872082032263,0.9871904237406082
SPY,2026-03-18,669.0,4.07,4.11,4.09,4.09,3597.0,761.0,662.2899780273438,0.0054794520547945,0.9899700717897516,-0.0100805668258552,0.0740233210197603,0.0054244935440534,0.3502939831158519,0.009779951100244507,0,1,0,0.3502939831158519,0.9848065824068235
SPY,2026-03-18,670.0,3.65,3.69,3.67,3.67,8806.0,1322.0,662.2899780273438,0.0054794520547945,0.9884925045184236,-0.0115742190826384,0.0740233210197603,0.0054163972850324,0.3455926087216735,0.010899182561307912,0,1,0,0.3455926087216735,0.9822480065468636
SPY,2026-03-18,671.0,3.26,3.3,3.28,3.28,3181.0,1241.0,662.2899780273438,0.0054794520547945,0.98701934132242,-0.0130656436693085,0.0740233210197603,0.005408325157931,0.3411576670008301,0.012195121951219523,0,1,0,0.3411576670008301,0.9795284264912102
SPY,2026-03-18,672.0,2.89,2.92,2.9050000000000002,2.92,3781.0,751.0,662.2899780273438,0.0054794520547945,0.98555056254069,-0.0145548472207763,0.0740233210197603,0.0054002770550174,0.336106175039947,0.010327022375215078,0,1,0,0.336106175039947,0.979879252558769
SPY,2026-03-18,673.0,2.54,2.58,2.56,2.59,2056.0,855.0,662.2899780273438,0.0054794520547945,0.9840861486290398,-0.0160418363423545,0.0740233210197603,0.0053922528692001,0.3312951877405642,0.015625000000000014,0,1,0,0.3312951877405642,0.9733193496736348
SPY,2026-03-18,674.0,2.22,2.26,2.24,2.25,2169.0,522.0,662.2899780273438,0.0054794520547945,0.9826260801592636,-0.0175266176099338,0.0740233210197603,0.0053842524940233,0.3264301986510157,0.017857142857142672,0,1,0,0.3264301986510157,0.9697439502977514
SPY,2026-03-18,675.0,1.92,1.96,1.94,1.94,4649.0,1669.0,662.2899780273438,0.0054794520547945,0.981170337818287,-0.0190091975701566,0.0740233210197603,0.0053762758236618,0.3211666334347128,0.020618556701030948,0,1,0,0.3211666334347128,0.9656874135552038
SPY,2026-03-18,676.0,1.65,1.69,1.67,1.67,5430.0,1687.0,662.2899780273438,0.0054794520547945,0.9797189024073132,-0.0204895827405909,0.0740233210197603,0.0053683227529167,0.3161872034653424,0.023952095808383256,0,1,0,0.3161872034653424,0.961119677705113
SPY,2026-03-18,677.0,1.41,1.44,1.4249999999999998,1.44,1389.0,772.0,662.2899780273438,0.0054794520547945,0.9782717548409804,-0.0219677796099017,0.0740233210197603,0.0053603931772108,0.3111898921085,0.02105263157894739,0,1,0,0.3111898921085,0.9624252454520847
SPY,2026-03-18,678.0,1.19,1.22,1.205,1.22,1668.0,943.0,662.2899780273438,0.0054794520547945,0.9768288761465248,-0.0234437946380223,0.0740233210197603,0.0053524869925836,0.3062229791103601,0.024896265560165994,0,1,0,0.3062229791103601,0.9574017117005308
SPY,2026-03-18,679.0,0.99,1.02,1.005,1.04,2028.0,838.0,662.2899780273438,0.0054794520547945,0.975390247462951,-0.0249176342563229,0.0740233210197603,0.0053446040956873,0.3009004053153991,0.029850746268656747,0,1,0,0.3009004053153991,0.9513925402301646
SPY,2026-03-18,680.0,0.82,0.85,0.835,0.84,4790.0,2093.0,662.2899780273438,0.0054794520547945,0.9739558500402112,-0.0263893048677791,0.0740233210197603,0.0053367443837819,0.2962417674372791,0.035928143712574884,0,1,0,0.2962417674372791,0.9444201824549494
SPY,2026-03-18,681.0,0.67,0.7,0.685,0.72,2054.0,1371.0,662.2899780273438,0.0054794520547945,0.9725256652383902,-0.0278588128471391,0.0740233210197603,0.0053289077547308,0.2914547411971091,0.043795620437956075,0,1,0,0.2914547411971091,0.935925374608476
SPY,2026-03-18,682.0,0.54,0.57,0.5549999999999999,0.58,1732.0,1086.0,662.2899780273438,0.0054794520547945,0.9710996745268968,-0.0293261645410889,0.0740233210197603,0.0053210941069966,0.2866539462885855,0.05405405405405391,0,1,0,0.2866539462885855,0.9254576431995043
SPY,2026-03-18,683.0,0.44,0.47,0.45499999999999996,0.46,2612.0,908.0,662.2899780273438,0.0054794520547945,0.9696778594836658,-0.0307913662684168,0.0740233210197603,0.0053133033396365,0.2835043186992406,0.06593406593406588,0,1,0,0.2835043186992406,0.9138033766905538
SPY,2026-03-18,684.0,0.35,0.38,0.365,0.38,2166.0,1087.0,662.2899780273438,0.0054794520547945,0.9682602017943622,-0.0322544243201772,0.0740233210197603,0.0053055353522978,0.2796319254282713,0.08219178082191789,0,1,0,0.2796319254282713,0.8987594530317576
SPY,2026-03-18,685.0,0.28,0.3,0.29000000000000004,0.29,3065.0,1018.0,662.2899780273438,0.0054794520547945,0.9668466832515968,-0.033715344959852,0.0740233210197603,0.0052977900452142,0.2759211799000503,0.06896551724137917,0,1,0,0.2759211799000503,0.9085514727989767
SPY,2026-03-18,686.0,0.22,0.24,0.22999999999999998,0.23,1995.0,1077.0,662.2899780273438,0.0054794520547945,0.9654372857541454,-0.0351741344235119,0.0740233210197603,0.0052900673192007,0.2727829963986873,0.0869565217391304,0,1,0,0.2727829963986873,0.892210881818406
SPY,2026-03-18,687.0,0.17,0.19,0.18,0.19,2036.0,1288.0,662.2899780273438,0.0054794520547945,0.9640319913061772,-0.036630798919976,0.0740233210197603,0.0052823670756502,0.2695757907416821,0.11111111111111106,0,1,0,0.2695757907416821,0.8715445200219668
SPY,2026-03-18,688.0,0.13,0.15,0.14,0.13,1832.0,965.0,662.2899780273438,0.0054794520547945,0.962630782016488,-0.0380853446309704,0.0740233210197603,0.0052746892165286,0.26666183983922,0.14285714285714277,0,1,0,0.26666183983922,0.8461033585242325
SPY,2026-03-18,689.0,0.1,0.12,0.11,0.1,1761.0,1236.0,662.2899780273438,0.0054794520547945,0.9612336400977411,-0.0395377777112853,0.0740233210197603,0.0052670336443711,0.2646834431293011,0.18181818181818174,0,1,0,0.2646834431293011,0.8170223087846878
SPY,2026-03-18,690.0,0.08,0.09,0.08499999999999999,0.09,1473.0,1699.0,662.2899780273438,0.0054794520547945,0.9598405478657156,-0.0409881042889318,0.0740233210197603,0.0052594002622778,0.262441832395792,0.11764705882352937,0,1,0,0.262441832395792,0.8626806042322697
SPY,2026-03-18,691.0,0.06,0.07,0.065,0.06,1283.0,1352.0,662.2899780273438,0.0054794520547945,0.9584514877385584,-0.0424363304652966,0.0740233210197603,0.0052517889739098,0.2602288318822384,0.15384615384615397,0,1,0,0.2602288318822384,0.8344068294276876
SPY,2026-03-18,692.0,0.04,0.06,0.05,0.05,1544.0,3087.0,662.2899780273438,0.0054794520547945,0.957066442236046,-0.0438824623152963,0.0740233210197603,0.0052441996834851,0.2586073476662636,0.3999999999999999,1,1,0,0.2586073476662636,0.6867041531964987
SPY,2026-03-18,693.0,0.03,0.04,0.035,0.03,602.0,1188.0,662.2899780273438,0.0054794520547945,0.955685393978851,-0.04532650588753,0.0740233210197603,0.0052366322957745,0.2543358418269157,0.28571428571428575,0,1,0,0.2543358418269157,0.746665525944745
SPY,2026-03-18,694.0,0.02,0.03,0.025,0.04,933.0,1655.0,662.2899780273438,0.0054794520547945,0.9543083256878152,-0.0467684672044312,0.0740233210197603,0.0052290867160975,0.2513045890226364,0.3999999999999999,1,1,0,0.2513045890226364,0.6847251786916098
SPY,2026-03-19,615.0,46.23,49.03,47.629999999999995,57.98,2.0,2.0,662.2899780273438,0.0082191780821917,1.0768942732151932,0.0740812254958554,0.0906596827823244,0.008851185807248,0.3952283005084992,0.05878647910980484,0,1,0,0.3952283005084992,0.8809964670982103
SPY,2026-03-19,650.0,16.39,16.7,16.545,16.89,2014.0,227.0,662.2899780273438,0.0082191780821917,1.018907658503606,0.0187311304126905,0.0906596827823244,0.0083745834945501,0.3773787419060468,0.018736778482925275,0,1,0,0.3773787419060468,0.9677402600447274
SPY,2026-03-19,655.0,12.87,13.18,13.024999999999999,13.0,665.0,1205.0,662.2899780273438,0.0082191780821917,1.0111297374463264,0.0110682576671213,0.0906596827823244,0.008310655376271,0.3686595985607503,0.02380038387715935,0,1,0,0.3686595985607503,0.9703612597892715
SPY,2026-03-19,656.0,12.3,12.43,12.365,13.41,89.0,6.0,662.2899780273438,0.0082191780821917,1.0095883811392434,0.0095427043582841,0.0906596827823244,0.008297986694295,0.3668144628909677,0.010513546300040356,0,1,0,0.3668144628909677,0.9846210978407521
SPY,2026-03-19,660.0,9.81,9.86,9.835,9.87,251.0,277.0,662.2899780273438,0.0082191780821917,1.0034696636777936,0.003463658281902,0.0906596827823244,0.0082476958658447,0.3569923508629202,0.0050838840874426975,0,1,0,0.3569923508629202,0.9959764368585532
SPY,2026-03-19,661.0,9.22,9.27,9.245000000000001,9.15,125.0,19.0,662.2899780273438,0.0082191780821917,1.001951555260732,0.0019496534506869,0.0906596827823244,0.0082352182624168,0.3544935163706242,0.005408328826392529,0,1,0,0.3544935163706242,0.9971636040222205
SPY,2026-03-19,662.0,8.65,8.69,8.67,8.7,317.0,168.0,662.2899780273438,0.0082191780821917,1.000438033273933,0.0004379373653649,0.0906596827823244,0.008222778355676,0.351858336298853,0.004613610149942231,0,1,0,0.351858336298853,0.9994621908474235
SPY,2026-03-19,663.0,8.09,8.13,8.11,8.13,1058.0,198.0,662.2899780273438,0.0082191780821917,0.9989290769643194,-0.0010714968834892,0.0906596827823244,0.0082103759750491,0.349070717398882,0.004932182490752272,0,1,0,0.349070717398882,0.9985125349789464
SPY,2026-03-19,664.0,7.55,7.59,7.57,7.58,1044.0,256.0,662.2899780273438,0.0082191780821917,0.9974246657038308,-0.0025786561740606,0.0906596827823244,0.0081980109509903,0.3463229739929736,0.0052840158520475605,0,1,0,0.3463229739929736,0.9966598138900412
SPY,2026-03-19,665.0,7.01,7.06,7.035,7.05,2514.0,836.0,662.2899780273438,0.0082191780821917,0.9959247789884867,-0.0040835473534808,0.0906596827823244,0.0081856831149737,0.3429700350280701,0.007107320540156336,0,1,0,0.3429700350280701,0.993359400564353
SPY,2026-03-19,666.0,6.5,6.55,6.525,6.43,1023.0,173.0,662.2899780273438,0.0082191780821917,0.9944293964374532,-0.0055861772380158,0.0906596827823244,0.0081733922994858,0.3398311809746772,0.007662835249042118,0,1,0,0.3398311809746772,0.9913210628345632
SPY,2026-03-19,667.0,6.01,6.05,6.029999999999999,6.03,1462.0,367.0,662.2899780273438,0.0082191780821917,0.9929384977921196,-0.0070865526132505,0.0906596827823244,0.0081611383380173,0.3364684519501327,0.00663349917081261,0,1,0,0.3364684519501327,0.9908469829028922
SPY,2026-03-19,668.0,5.53,5.58,5.555,5.79,1342.0,769.0,662.2899780273438,0.0082191780821917,0.9914520629151852,-0.0085846802342724,0.0906596827823244,0.0081489210650562,0.3330756374911665,0.00900090009000897,0,1,0,0.3330756374911665,0.9870423525806051
SPY,2026-03-19,669.0,5.08,5.12,5.1,5.15,1538.0,637.0,662.2899780273438,0.0082191780821917,0.9899700717897516,-0.0100805668258552,0.0906596827823244,0.00813674031608,0.3296373149010837,0.007843137254901968,0,1,0,0.3296373149010837,0.9866991259518291
SPY,2026-03-19,670.0,4.64,4.67,4.654999999999999,4.68,5539.0,988.0,662.2899780273438,0.0082191780821917,0.9884925045184236,-0.0115742190826384,0.0906596827823244,0.0081245959275486,0.3256924126039148,0.006444683136412514,0,1,0,0.3256924126039148,0.9865954120760303
SPY,2026-03-19,671.0,4.21,4.25,4.23,4.21,1368.0,590.0,662.2899780273438,0.0082191780821917,0.98701934132242,-0.0130656436693085,0.0906596827823244,0.0081124877368965,0.3216531859878301,0.009456264775413718,0,1,0,0.3216531859878301,0.9821860834431914
SPY,2026-03-19,672.0,3.81,3.85,3.83,3.85,1658.0,695.0,662.2899780273438,0.0082191780821917,0.98555056254069,-0.0145548472207763,0.0906596827823244,0.0081004155825261,0.3177342117024958,0.010443864229765022,0,1,0,0.3177342117024958,0.9797659450182343
SPY,2026-03-19,673.0,3.42,3.46,3.44,3.47,1558.0,1107.0,662.2899780273438,0.0082191780821917,0.9840861486290398,-0.0160418363423545,0.0906596827823244,0.0080883793038002,0.3132118299969136,0.011627906976744196,0,1,0,0.3132118299969136,0.9771650798627187
SPY,2026-03-19,674.0,3.06,3.1,3.08,3.03,2380.0,943.0,662.2899780273438,0.0082191780821917,0.9826260801592636,-0.0175266176099338,0.0906596827823244,0.0080763787410349,0.3090168564959466,0.012987012987012998,0,1,0,0.3090168564959466,0.9744061808280287
SPY,2026-03-19,675.0,2.71,2.76,2.735,2.75,5615.0,2472.0,662.2899780273438,0.0082191780821917,0.981170337818287,-0.0190091975701566,0.0906596827823244,0.0080644137354926,0.3044006869130731,0.01828153564899445,0,1,0,0.3044006869130731,0.9679037277435256
SPY,2026-03-19,676.0,2.39,2.44,2.415,2.44,1586.0,893.0,662.2899780273438,0.0082191780821917,0.9797189024073132,-0.0204895827405909,0.0906596827823244,0.008052484129375,0.2998507678707837,0.020703933747411935,0,1,0,0.2998507678707837,0.9641782261930306
SPY,2026-03-19,677.0,2.1,2.14,2.12,2.15,1603.0,643.0,662.2899780273438,0.0082191780821917,0.9782717548409804,-0.0219677796099017,0.0906596827823244,0.0080405897658161,0.2953796163403093,0.018867924528301903,0,1,0,0.2953796163403093,0.9644889253156274
SPY,2026-03-19,678.0,1.82,1.86,1.84,1.86,1551.0,825.0,662.2899780273438,0.0082191780821917,0.9768288761465248,-0.0234437946380223,0.0906596827823244,0.0080287304888754,0.290404924938619,0.021739130434782625,0,1,0,0.290404924938619,0.9603600466444273
SPY,2026-03-19,679.0,1.56,1.6,1.58,1.61,1223.0,1141.0,662.2899780273438,0.0082191780821917,0.975390247462951,-0.0249176342563229,0.0906596827823244,0.008016906143531,0.2851691652798354,0.025316455696202552,0,1,0,0.2851691652798354,0.9555999146479875
SPY,2026-03-19,680.0,1.34,1.38,1.3599999999999999,1.36,5816.0,3117.0,662.2899780273438,0.0082191780821917,0.9739558500402112,-0.0263893048677791,0.0906596827823244,0.0080051165756728,0.2810341838338374,0.029411764705882217,0,1,0,0.2810341838338374,0.9503985480239544
SPY,2026-03-19,681.0,1.13,1.17,1.15,1.15,1599.0,1139.0,662.2899780273438,0.0082191780821917,0.9725256652383902,-0.0278588128471391,0.0906596827823244,0.0079933616320962,0.2760484953788519,0.03478260869565221,0,1,0,0.2760484953788519,0.9440773345664225
SPY,2026-03-19,682.0,0.95,0.98,0.965,0.98,1765.0,1178.0,662.2899780273438,0.0082191780821917,0.9710996745268968,-0.0293261645410889,0.0906596827823244,0.0079816411604949,0.2712730920405388,0.03108808290155443,0,1,0,0.2712730920405388,0.946070851604328
SPY,2026-03-19,683.0,0.79,0.82,0.8049999999999999,0.84,1487.0,716.0,662.2899780273438,0.0082191780821917,0.9696778594836658,-0.0307913662684168,0.0906596827823244,0.0079699550094547,0.266849952035427,0.03726708074534151,0,1,0,0.266849952035427,0.9390581913388419
SPY,2026-03-19,684.0,0.65,0.68,0.665,0.66,1455.0,1472.0,662.2899780273438,0.0082191780821917,0.9682602017943622,-0.0322544243201772,0.0906596827823244,0.0079583030284467,0.2624920790945888,0.04511278195488726,0,1,0,0.2624920790945888,0.9306460602153028
SPY,2026-03-19,685.0,0.53,0.56,0.545,0.53,2772.0,2261.0,662.2899780273438,0.0082191780821917,0.9668466832515968,-0.033715344959852,0.0906596827823244,0.0079466850678212,0.25834967687279,0.05504587155963307,0,1,0,0.25834967687279,0.9205383587969241
SPY,2026-03-19,686.0,0.43,0.45,0.44,0.49,1542.0,1081.0,662.2899780273438,0.0082191780821917,0.9654372857541454,-0.0351741344235119,0.0906596827823244,0.0079351009788011,0.2540204141519069,0.0454545454545455,0,1,0,0.2540204141519069,0.9276294612478703
SPY,2026-03-19,687.0,0.34,0.37,0.355,0.34,3161.0,1014.0,662.2899780273438,0.0082191780821917,0.9640319913061772,-0.036630798919976,0.0906596827823244,0.0079235506134753,0.2503488288622498,0.08450704225352106,0,1,0,0.2503488288622498,0.8929244000225058
SPY,2026-03-19,688.0,0.27,0.29,0.28,0.29,3932.0,1090.0,662.2899780273438,0.0082191780821917,0.962630782016488,-0.0380853446309704,0.0906596827823244,0.0079120338247929,0.2461676240296363,0.07142857142857129,0,1,0,0.2461676240296363,0.9025102490925149
SPY,2026-03-19,689.0,0.21,0.23,0.22,0.24,1675.0,1210.0,662.2899780273438,0.0082191780821917,0.9612336400977411,-0.0395377777112853,0.0906596827823244,0.0079005504665567,0.2424726141223908,0.090909090909091,0,1,0,0.2424726141223908,0.8851075011834115
SPY,2026-03-19,690.0,0.17,0.19,0.18,0.18,2248.0,3027.0,662.2899780273438,0.0082191780821917,0.9598405478657156,-0.0409881042889318,0.0906596827823244,0.0078891003934167,0.2410292285256386,0.11111111111111106,0,1,0,0.2410292285256386,0.8677551960218711
SPY,2026-03-19,691.0,0.13,0.15,0.14,0.14,607.0,875.0,662.2899780273438,0.0082191780821917,0.9584514877385584,-0.0424363304652966,0.0906596827823244,0.0078776834608647,0.2378885416300296,0.14285714285714277,0,1,0,0.2378885416300296,0.8424299720183386
SPY,2026-03-19,692.0,0.1,0.12,0.11,0.11,980.0,1479.0,662.2899780273438,0.0082191780821917,0.957066442236046,-0.0438824623152963,0.0906596827823244,0.0078662995252276,0.2355947172451019,0.18181818181818174,0,1,0,0.2355947172451019,0.8134803045558524
SPY,2026-03-19,693.0,0.08,0.1,0.09,0.08,1494.0,2535.0,662.2899780273438,0.0082191780821917,0.955685393978851,-0.04532650588753,0.0906596827823244,0.0078549484436617,0.2350418247444629,0.22222222222222227,0,1,0,0.2350418247444629,0.7854533454743423
SPY,2026-03-19,694.0,0.07,0.08,0.07500000000000001,0.07,1052.0,5301.0,662.2899780273438,0.0082191780821917,0.9543083256878152,-0.0467684672044312,0.0906596827823244,0.0078436300741463,0.2352542556276321,0.13333333333333325,0,1,0,0.2352542556276321,0.8458369854425766
SPY,2026-03-19,695.0,0.05,0.07,0.060000000000000005,0.06,1930.0,3483.0,662.2899780273438,0.0082191780821917,0.9529352201832284,-0.0482083522624189,0.0906596827823244,0.0078323442754785,0.234281508149147,0.33333333333333337,1,1,0,0.234281508149147,0.7179269607375193
SPY,2026-03-19,696.0,0.04,0.06,0.05,0.06,302.0,1369.0,662.2899780273438,0.0082191780821917,0.9515660603841146,-0.0496461670320463,0.0906596827823244,0.0078210909072666,0.2347192445144653,0.3999999999999999,1,1,0,0.2347192445144653,0.6827575776034155
SPY,2026-03-19,698.0,0.03,0.04,0.035,0.05,211.0,1366.0,662.2899780273438,0.0082191780821917,0.9488395100678276,-0.0525156094599992,0.0906596827823244,0.007798680904667,0.2360167179894447,0.28571428571428575,0,1,0,0.2360167179894447,0.7413169190253701
SPY,2026-03-19,700.0,0.02,0.03,0.025,0.04,311.0,4653.0,662.2899780273438,0.0082191780821917,0.9461285400390624,-0.0553768417410313,0.0906596827823244,0.007776398959225,0.2380323079853057,0.3999999999999999,1,1,0,0.2380323079853057,0.678856105731396
SPY,2026-03-20,610.0,52.33,52.85,52.59,53.05,33.0,3194.0,662.2899780273438,0.010958904109589,1.085721275454662,0.0822445361350163,0.1046847845180425,0.0118983153474483,0.3288468681678772,0.009887811370983135,0,1,0,0.3288468681678772,0.9161448447481371
SPY,2026-03-20,611.0,50.18,52.98,51.58,51.82,2.0,3.0,662.2899780273438,0.010958904109589,1.0839443175570274,0.0806065341307778,0.1046847845180425,0.0118788418362413,0.3157247907853125,0.05428460643660328,0,1,0,0.3157247907853125,0.8790038606016091
SPY,2026-03-20,612.0,49.21,52.01,50.61,66.81,,8.0,662.2899780273438,0.010958904109589,1.082173166711346,0.078971210790047,0.1046847845180425,0.0118594319639599,0.3286694848041535,0.055325034578146554,0,1,0,0.3286694848041535,0.8795744778960836
SPY,2026-03-20,613.0,48.24,51.04,49.64,71.57,1.0,3.0,662.2899780273438,0.010958904109589,1.080407794498114,0.0773385573661619,0.1046847845180425,0.0118400854191573,0.3367726143510341,0.05640612409347295,0,1,0,0.3367726143510341,0.8801100941805883
SPY,2026-03-20,615.0,47.46,47.99,47.725,48.43,13.0,1933.0,662.2899780273438,0.010958904109589,1.0768942732151932,0.0740812254958554,0.1046847845180425,0.0118015810763308,0.353102612646103,0.011105290728129935,0,1,0,0.353102612646103,0.9225420498347514
SPY,2026-03-20,616.0,45.33,48.13,46.730000000000004,53.76,32.0,37.0,662.2899780273438,0.010958904109589,1.0751460682262073,0.0724565297688533,0.1046847845180425,0.0117824226654926,0.3478340406413078,0.05991868178900073,0,1,0,0.3478340406413078,0.8814863730859323
SPY,2026-03-20,617.0,44.37,47.17,45.769999999999996,70.64,,3.0,662.2899780273438,0.010958904109589,1.0734035300281095,0.0708344693969853,0.1046847845180425,0.0117633263564723,0.3514725453641414,0.061175442429539095,0,1,0,0.3514725453641414,0.8818717096418891
SPY,2026-03-20,618.0,43.41,46.2,44.805,47.5,1.0,10.0,662.2899780273438,0.010958904109589,1.0716666311122067,0.0692150358446824,0.1046847845180425,0.0117442918478049,0.352718520443201,0.06226983595580864,0,1,0,0.352718520443201,0.8823909867223576
SPY,2026-03-20,620.0,42.62,43.18,42.9,43.39,289.0,8391.0,662.2899780273438,0.010958904109589,1.0682096419795868,0.065984015263236,0.1046847845180425,0.0117064070353926,0.3574753271385431,0.013053613053613107,0,1,0,0.3574753271385431,0.9282537180022976
SPY,2026-03-20,623.0,38.65,41.44,40.045,50.39,1.0,2.0,662.2899780273438,0.010958904109589,1.0630657753247894,0.0611569745149201,0.1046847845180425,0.0116500358939702,0.3585013611516953,0.06967161942814332,0,1,0,0.3585013611516953,0.8833748104536913
SPY,2026-03-20,624.0,37.71,40.51,39.11,64.93,2.0,2.0,662.2899780273438,0.010958904109589,1.0613621442745893,0.0595531249329455,0.1046847845180425,0.0116313659646529,0.3598040202290415,0.07159294298133463,0,1,0,0.3598040202290415,0.8832063493214249
SPY,2026-03-20,625.0,37.89,38.46,38.175,38.55,198.0,3802.0,662.2899780273438,0.010958904109589,1.05966396484375,0.0579518435659717,0.1046847845180425,0.0116127557791095,0.3603245474183559,0.014931237721021619,0,1,0,0.3603245474183559,0.9340085150269379
SPY,2026-03-20,626.0,36.95,37.52,37.235,39.67,4.0,4.0,662.2899780273438,0.010958904109589,1.0579712109063,0.0563531222022747,0.1046847845180425,0.0115942050510279,0.3595939139262437,0.015308177789713986,0,1,0,0.3595939139262437,0.9351556168239894
SPY,2026-03-20,627.0,36.03,36.6,36.315,51.8,2.0,4.0,662.2899780273438,0.010958904109589,1.0562838565029409,0.0547569526694526,0.1046847845180425,0.0115757134959225,0.3605146265671849,0.015695993391160686,0,1,0,0.3605146265671849,0.9362918417757875
SPY,2026-03-20,628.0,35.1,35.68,35.39,35.54,27.0,9.0,662.2899780273438,0.010958904109589,1.054601875839719,0.0531633268341745,0.1046847845180425,0.0115572808311201,0.3602108217940331,0.016388810398417584,0,1,0,0.3602108217940331,0.9371458930487829
SPY,2026-03-20,629.0,34.18,34.76,34.47,40.39,1.0,1.0,662.2899780273438,0.010958904109589,1.052925243286715,0.0515722366019327,0.1046847845180425,0.0115389067757447,0.3598154643170237,0.01682622570351025,0,1,0,0.3598154643170237,0.9382343829838523
