ticker,expiry,strike,bid,ask,mid,lastPrice,volume,openInterest,spot,time_to_maturity
SPY,2026-03-31,672.0,8.17,8.22,8.195,8.17,256.0,509.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,673.0,7.69,7.74,7.715,7.7,232.0,330.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,674.0,7.23,7.28,7.255000000000001,7.26,335.0,765.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,675.0,6.78,6.83,6.805,6.82,1262.0,1668.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,676.0,6.34,6.39,6.365,6.35,605.0,764.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,677.0,5.92,5.97,5.945,6.04,173.0,1497.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,678.0,5.51,5.56,5.535,5.63,314.0,966.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,679.0,5.11,5.16,5.135,5.14,467.0,1275.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,680.0,4.73,4.78,4.755000000000001,4.74,1918.0,8427.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,681.0,4.36,4.41,4.385,4.38,438.0,1089.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,682.0,4.01,4.06,4.035,4.0,355.0,2073.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,683.0,3.68,3.72,3.7,3.71,365.0,1784.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,684.0,3.36,3.4,3.38,3.53,215.0,1944.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,685.0,3.05,3.09,3.07,3.07,1866.0,4148.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,686.0,2.76,2.8,2.78,2.91,152.0,1066.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,687.0,2.49,2.53,2.51,2.47,175.0,1281.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,688.0,2.23,2.27,2.25,2.23,588.0,1439.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,689.0,2.0,2.04,2.02,2.01,465.0,2104.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,690.0,1.77,1.81,1.79,1.81,5855.0,6242.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,691.0,1.57,1.61,1.59,1.65,935.0,1539.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,692.0,1.38,1.42,1.4,1.42,564.0,2476.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,693.0,1.21,1.24,1.225,1.27,488.0,1164.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,694.0,1.05,1.08,1.065,1.06,306.0,1789.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,695.0,0.91,0.94,0.925,0.94,813.0,8167.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,696.0,0.78,0.81,0.795,0.81,65.0,1229.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,697.0,0.67,0.7,0.685,0.7,212.0,1647.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,698.0,0.57,0.6,0.585,0.59,304.0,898.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,699.0,0.48,0.51,0.495,0.51,134.0,1563.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,700.0,0.43,0.44,0.435,0.42,2329.0,8851.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,701.0,0.35,0.37,0.36,0.36,196.0,2874.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,702.0,0.29,0.31,0.3,0.3,150.0,1588.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,703.0,0.24,0.26,0.25,0.28,278.0,1700.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,704.0,0.2,0.22,0.21,0.25,67.0,2298.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,705.0,0.18,0.19,0.185,0.19,5219.0,9218.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,706.0,0.14,0.16,0.15,0.16,117.0,1728.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,707.0,0.12,0.14,0.13,0.13,116.0,1501.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,708.0,0.1,0.12,0.11,0.09,423.0,1702.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,709.0,0.08,0.1,0.09,0.15,74.0,1259.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,710.0,0.07,0.09,0.08,0.09,1107.0,12863.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,711.0,0.06,0.08,0.07,0.13,45.0,2356.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,712.0,0.05,0.07,0.06,0.07,89.0,4071.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,713.0,0.04,0.06,0.05,0.06,165.0,23401.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,714.0,0.04,0.05,0.045,0.05,80.0,2351.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,719.0,0.02,0.03,0.025,0.05,5.0,520.0,662.2899780273438,0.0410958904109589
SPY,2026-03-31,720.0,0.02,0.03,0.025,0.03,200.0,5324.0,662.2899780273438,0.0410958904109589
SPY,2026-04-02,500.0,160.64,163.97,162.305,171.5,2.0,4.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,520.0,140.74,144.08,142.41000000000005,162.99,2.0,9.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,530.0,130.84,134.15,132.495,156.18,,1.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,535.0,125.84,129.2,127.52,132.37,22.0,22.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,540.0,120.89,124.24,122.565,122.88,4.0,2.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,550.0,111.02,114.34,112.68,113.09,1008.0,273.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,560.0,101.16,104.49,102.825,102.95,1232.0,2.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,570.0,91.35,94.69,93.02,92.75,2048.0,2.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,575.0,86.43,89.82,88.125,88.08,2716.0,2.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,580.0,81.61,84.98,83.295,83.24,1055.0,13.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,585.0,76.85,80.13,78.49,78.23,22.0,18.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,590.0,71.84,75.34,73.59,74.61,4.0,5.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,600.0,62.42,65.91,64.16499999999999,66.64,3.0,39.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,605.0,57.79,61.28,59.535,71.55,1.0,10.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,610.0,53.2,56.71,54.955,55.22,2.0,10.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,615.0,49.64,51.24,50.44,56.1,8.0,11.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,620.0,45.31,46.79,46.05,58.55,7.0,11.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,625.0,41.1,42.46,41.78,47.46,3.0,41.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,630.0,37.01,38.23,37.62,37.88,3.0,6.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,635.0,33.06,34.13,33.595,38.7,5.0,1250.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,640.0,29.25,30.16,29.705,35.07,9.0,1353.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,645.0,25.6,26.34,25.97,26.9,4.0,2394.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,650.0,22.07,22.73,22.4,24.15,15.0,184.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,655.0,18.69,19.32,19.005000000000003,19.3,8.0,137.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,656.0,18.04,18.66,18.35,19.1,11.0,24.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,657.0,17.4,18.0,17.7,19.87,2.0,182.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,658.0,16.76,17.36,17.060000000000002,17.02,2.0,20.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,659.0,16.43,16.49,16.46,16.45,39.0,1.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,660.0,15.81,15.87,15.84,15.84,216.0,306.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,661.0,15.19,15.25,15.22,15.2,64.0,160.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,662.0,14.59,14.65,14.62,14.6,176.0,152.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,663.0,13.99,14.05,14.02,13.99,1033.0,274.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,664.0,13.41,13.47,13.44,13.45,1695.0,186.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,665.0,12.83,12.89,12.86,12.86,1054.0,293.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,666.0,12.26,12.32,12.29,12.31,1019.0,450.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,667.0,11.71,11.77,11.74,11.71,388.0,805.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,668.0,11.16,11.22,11.19,11.16,817.0,1417.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,669.0,10.63,10.68,10.655,10.63,4945.0,3708.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,670.0,10.1,10.16,10.13,10.1,3810.0,17391.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,671.0,9.59,9.64,9.615,9.64,749.0,335.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,672.0,9.09,9.14,9.115,9.06,592.0,835.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,673.0,8.59,8.65,8.620000000000001,8.57,216.0,399.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,674.0,8.11,8.17,8.14,8.09,474.0,726.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,675.0,7.65,7.7,7.675000000000001,7.68,1759.0,1411.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,676.0,7.19,7.25,7.220000000000001,7.2,185.0,350.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,677.0,6.75,6.81,6.779999999999999,6.73,231.0,1068.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,678.0,6.32,6.38,6.35,6.31,80.0,333.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,679.0,5.91,5.96,5.9350000000000005,5.92,141.0,468.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,680.0,5.51,5.56,5.535,5.53,1312.0,1679.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,681.0,5.12,5.17,5.145,5.11,55.0,764.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,682.0,4.75,4.8,4.775,4.74,165.0,668.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,683.0,4.39,4.44,4.415,4.38,98.0,1515.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,684.0,4.04,4.09,4.0649999999999995,4.04,138.0,1275.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,685.0,3.72,3.76,3.74,3.74,1383.0,3853.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,686.0,3.4,3.45,3.425,3.43,120.0,814.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,687.0,3.1,3.15,3.125,3.13,68.0,700.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,688.0,2.82,2.87,2.845,2.85,151.0,616.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,689.0,2.56,2.6,2.58,2.58,281.0,745.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,690.0,2.31,2.35,2.33,2.34,1645.0,1639.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,691.0,2.07,2.12,2.095,2.11,229.0,497.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,692.0,1.86,1.9,1.88,1.88,88.0,403.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,693.0,1.65,1.69,1.67,1.69,84.0,420.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,694.0,1.47,1.51,1.49,1.49,236.0,717.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,695.0,1.3,1.33,1.315,1.31,710.0,1158.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,696.0,1.14,1.18,1.16,1.16,152.0,995.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,697.0,1.0,1.03,1.015,1.0,155.0,628.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,698.0,0.87,0.9,0.885,0.88,66.0,1277.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,699.0,0.75,0.79,0.77,0.76,146.0,596.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,700.0,0.67,0.68,0.675,0.65,1381.0,3725.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,701.0,0.56,0.59,0.575,0.62,104.0,669.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,702.0,0.48,0.51,0.495,0.54,205.0,774.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,703.0,0.41,0.44,0.425,0.42,263.0,596.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,704.0,0.35,0.37,0.36,0.37,358.0,851.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,705.0,0.3,0.32,0.31,0.3,335.0,1500.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,706.0,0.25,0.27,0.26,0.31,143.0,760.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,707.0,0.21,0.23,0.22,0.23,253.0,2974.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,710.0,0.13,0.14,0.135,0.14,708.0,4983.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,715.0,0.05,0.07,0.06,0.06,708.0,2248.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,720.0,0.03,0.04,0.035,0.04,575.0,3801.0,662.2899780273438,0.04657534246575343
SPY,2026-04-02,735.0,0.02,0.03,0.025,0.02,88.0,5727.0,662.2899780273438,0.04657534246575343
QQQ,2026-03-17,545.0,46.3,50.12,48.209999999999994,58.95,,1.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,550.0,41.33,45.15,43.239999999999995,54.3,,1.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,560.0,31.49,35.32,33.405,36.79,2.0,23.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,565.0,26.66,30.48,28.57,29.05,2.0,19.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,570.0,22.25,25.3,23.775,24.28,10.0,57.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,575.0,17.82,20.89,19.355,20.75,37.0,27.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,580.0,14.29,16.66,15.475,15.0,12.0,3.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,585.0,10.68,12.04,11.36,11.69,36.0,90.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,588.0,8.98,9.05,9.015,9.25,29.0,14.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,590.0,7.65,7.73,7.69,8.06,588.0,337.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,592.0,6.43,6.49,6.46,6.5,621.0,50.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,594.0,5.28,5.34,5.3100000000000005,5.3,3321.0,50.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,595.0,4.74,4.8,4.77,4.87,3086.0,274.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,596.0,4.23,4.29,4.26,4.33,1846.0,45.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,597.0,3.74,3.8,3.77,3.96,2054.0,76.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,598.0,3.28,3.34,3.3099999999999996,3.39,2064.0,137.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,599.0,2.86,2.91,2.885,3.0,3513.0,180.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,600.0,2.46,2.51,2.485,2.5,10927.0,1567.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,601.0,2.1,2.14,2.12,2.16,2234.0,219.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,602.0,1.76,1.81,1.785,1.84,3167.0,418.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,603.0,1.48,1.51,1.495,1.49,3647.0,433.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,604.0,1.21,1.25,1.23,1.26,7465.0,4297.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,605.0,0.98,1.02,1.0,1.02,5185.0,1374.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,606.0,0.8,0.82,0.81,0.82,824.0,278.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,607.0,0.63,0.65,0.64,0.67,3813.0,317.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,608.0,0.49,0.51,0.5,0.52,2587.0,498.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,609.0,0.38,0.4,0.39,0.4,3018.0,748.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,610.0,0.28,0.3,0.29,0.3,5343.0,2696.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,611.0,0.21,0.23,0.22,0.24,2242.0,417.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,612.0,0.15,0.17,0.16,0.18,2940.0,457.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,613.0,0.11,0.13,0.12,0.12,2230.0,380.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,614.0,0.08,0.1,0.09,0.1,1335.0,714.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,615.0,0.05,0.08,0.065,0.07,3036.0,939.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,616.0,0.04,0.06,0.05,0.06,846.0,788.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-17,619.0,0.02,0.03,0.025,0.04,251.0,458.0,593.719970703125,0.0027397260273972603
QQQ,2026-03-18,535.0,56.4,60.22,58.31,73.5,1.0,0.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,550.0,41.58,45.4,43.489999999999995,51.4,1.0,2.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,565.0,27.53,30.54,29.035,29.37,27.0,55.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,570.0,23.51,26.14,24.825000000000003,25.04,7.0,22.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,575.0,18.57,21.88,20.225,20.55,30.0,73.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,580.0,14.37,18.15,16.259999999999998,16.58,3.0,41.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,584.0,13.18,13.28,13.23,13.55,16.0,52.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,585.0,12.47,12.57,12.52,12.91,53.0,39.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,590.0,9.15,9.23,9.19,9.57,216.0,83.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,593.0,7.35,7.43,7.39,7.44,391.0,29.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,594.0,6.79,6.86,6.825,6.9,772.0,27.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,595.0,6.24,6.32,6.28,6.27,994.0,450.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,596.0,5.72,5.79,5.755,5.75,589.0,59.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,597.0,5.21,5.28,5.245,5.47,1694.0,71.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,598.0,4.72,4.79,4.755,4.76,1017.0,170.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,599.0,4.26,4.33,4.295,4.32,500.0,309.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,600.0,3.82,3.88,3.85,3.87,2858.0,853.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,601.0,3.4,3.46,3.4299999999999997,3.45,1226.0,248.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,602.0,3.01,3.06,3.035,3.26,984.0,210.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,603.0,2.64,2.69,2.665,2.75,792.0,433.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,604.0,2.3,2.35,2.325,2.35,538.0,92.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,605.0,2.0,2.03,2.0149999999999997,2.01,2982.0,470.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,606.0,1.69,1.74,1.715,1.76,313.0,371.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,607.0,1.43,1.47,1.45,1.48,733.0,722.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,608.0,1.19,1.24,1.215,1.22,577.0,363.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,609.0,0.98,1.02,1.0,1.1,613.0,189.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,610.0,0.81,0.84,0.825,0.89,1867.0,1140.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,611.0,0.65,0.68,0.665,0.68,754.0,638.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,612.0,0.51,0.54,0.525,0.52,398.0,482.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,613.0,0.39,0.43,0.41,0.4,690.0,400.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,614.0,0.3,0.33,0.315,0.33,389.0,249.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,615.0,0.23,0.26,0.245,0.25,1224.0,2878.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,616.0,0.17,0.19,0.18,0.21,726.0,269.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,617.0,0.12,0.15,0.135,0.14,819.0,714.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,618.0,0.1,0.11,0.105,0.11,625.0,596.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,619.0,0.06,0.09,0.075,0.08,504.0,593.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,620.0,0.06,0.07,0.065,0.07,764.0,1469.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,622.0,0.03,0.04,0.035,0.04,383.0,866.0,593.719970703125,0.005479452054794521
QQQ,2026-03-18,624.0,0.02,0.03,0.025,0.03,379.0,411.0,593.719970703125,0.005479452054794521
QQQ,2026-03-19,570.0,23.75,26.91,25.33,38.16,2.0,35.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,575.0,20.27,22.74,21.505,21.7,18.0,53.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,580.0,15.32,19.12,17.22,18.7,4.0,23.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,588.0,11.49,11.58,11.535,12.97,11.0,26.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,590.0,10.22,10.3,10.260000000000002,10.82,244.0,102.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,593.0,8.42,8.5,8.46,8.79,457.0,34.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,594.0,7.85,7.93,7.89,8.13,332.0,21.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,595.0,7.29,7.37,7.33,7.48,689.0,209.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,596.0,6.76,6.84,6.8,7.01,201.0,25.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,597.0,6.24,6.32,6.28,6.36,193.0,66.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,598.0,5.74,5.82,5.78,5.93,523.0,382.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,599.0,5.26,5.33,5.295,5.33,328.0,676.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,600.0,4.8,4.87,4.835,4.83,951.0,299.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,601.0,4.36,4.42,4.390000000000001,4.5,407.0,159.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,602.0,3.94,4.0,3.97,4.15,172.0,452.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,603.0,3.53,3.6,3.565,3.62,244.0,318.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,604.0,3.16,3.21,3.185,3.24,277.0,241.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,605.0,2.8,2.86,2.83,2.87,1397.0,529.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,606.0,2.46,2.52,2.49,2.53,173.0,160.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,607.0,2.15,2.21,2.1799999999999997,2.25,327.0,191.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,608.0,1.87,1.92,1.895,1.89,379.0,182.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,609.0,1.6,1.65,1.625,1.83,113.0,320.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,610.0,1.36,1.41,1.385,1.5,1543.0,1382.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,611.0,1.14,1.19,1.165,1.34,176.0,197.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,612.0,0.95,1.0,0.975,1.05,194.0,333.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,613.0,0.78,0.82,0.8,0.86,284.0,552.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,614.0,0.63,0.67,0.65,0.8,201.0,438.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,615.0,0.5,0.54,0.52,0.57,919.0,2710.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,616.0,0.4,0.43,0.415,0.4,418.0,355.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,617.0,0.31,0.34,0.325,0.38,271.0,313.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,618.0,0.23,0.27,0.25,0.24,714.0,1533.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,619.0,0.18,0.21,0.195,0.27,449.0,899.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,620.0,0.13,0.16,0.145,0.16,1528.0,1231.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,621.0,0.1,0.13,0.115,0.12,316.0,619.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,622.0,0.07,0.1,0.085,0.08,223.0,326.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,623.0,0.05,0.08,0.065,0.11,172.0,456.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,624.0,0.04,0.06,0.05,0.08,482.0,639.0,593.719970703125,0.00821917808219178
QQQ,2026-03-19,626.0,0.03,0.04,0.035,0.04,4828.0,341.0,593.719970703125,0.00821917808219178
QQQ,2026-03-20,205.0,386.18,389.99,388.085,402.02,1.0,44.0,593.719970703125,0.010958904109589041
QQQ,2026-03-20,210.0,381.16,385.0,383.08,399.2,1.0,3.0,593.719970703125,0.010958904109589041
QQQ,2026-03-20,215.0,376.16,380.0,378.08,391.95,1.0,1.0,593.719970703125,0.010958904109589041
QQQ,2026-03-20,230.0,361.19,365.01,363.1,380.52,1.0,0.0,593.719970703125,0.010958904109589041
QQQ,2026-03-20,235.0,388.98,392.75,390.865,361.37,1.0,3.0,593.719970703125,0.010958904109589041
QQQ,2026-03-20,240.0,295.1,298.49,296.795,289.09,1.0,1.0,593.719970703125,0.010958904109589041
QQQ,2026-03-20,245.0,354.42,358.25,356.33500000000004,316.4,2.0,8.0,593.719970703125,0.010958904109589041
