ticker,expiry,strike,bid,ask,mid,lastPrice,volume,openInterest,spot,time_to_maturity
QQQ,2026-04-02,596.0,13.57,13.7,13.635,14.1,35.0,82.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,597.0,13.0,13.12,13.06,13.15,53.0,49.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,598.0,12.44,12.56,12.5,12.75,91.0,128.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,599.0,11.89,12.01,11.95,11.95,156.0,121.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,600.0,11.4,11.46,11.43,11.61,816.0,1016.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,601.0,10.81,10.93,10.87,11.34,353.0,259.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,602.0,10.28,10.4,10.34,10.35,134.0,405.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,603.0,9.77,9.89,9.83,9.88,123.0,170.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,604.0,9.27,9.39,9.33,10.7,14.0,247.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,605.0,8.79,8.9,8.844999999999999,8.93,843.0,1881.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,606.0,8.3,8.42,8.36,8.62,51.0,210.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,607.0,7.85,7.96,7.904999999999999,8.15,112.0,384.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,608.0,7.4,7.5,7.45,7.7,67.0,258.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,609.0,6.96,7.06,7.01,7.1,120.0,266.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,610.0,6.54,6.63,6.585,6.68,377.0,2181.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,611.0,6.12,6.22,6.17,6.56,80.0,220.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,612.0,5.72,5.81,5.765,5.9,177.0,364.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,613.0,5.33,5.43,5.38,5.75,182.0,102.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,614.0,5.0,5.05,5.025,5.02,34.0,337.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,615.0,4.61,4.69,4.65,4.64,969.0,1317.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,616.0,4.26,4.35,4.305,4.39,60.0,127.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,617.0,3.93,4.02,3.975,4.02,56.0,111.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,618.0,3.62,3.7,3.66,3.79,95.0,162.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,619.0,3.33,3.4,3.365,3.65,60.0,167.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,620.0,3.04,3.12,3.08,3.08,551.0,1650.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,621.0,2.78,2.85,2.815,2.87,95.0,123.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,622.0,2.53,2.6,2.565,2.84,52.0,173.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,623.0,2.3,2.36,2.33,2.62,195.0,321.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,624.0,2.08,2.14,2.1100000000000003,2.17,31.0,198.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,625.0,1.87,1.93,1.9,1.92,988.0,1501.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,626.0,1.68,1.74,1.71,2.05,68.0,438.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,627.0,1.51,1.57,1.54,1.56,63.0,586.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,628.0,1.35,1.4,1.375,1.55,279.0,643.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,629.0,1.2,1.26,1.23,1.23,203.0,380.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,630.0,1.07,1.12,1.0950000000000002,1.11,804.0,2944.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,635.0,0.59,0.62,0.605,0.6,847.0,5179.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,640.0,0.3,0.34,0.32,0.32,782.0,2277.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,645.0,0.16,0.2,0.18,0.17,393.0,4384.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,650.0,0.09,0.13,0.11,0.13,452.0,1221.0,593.719970703125,0.04657534246575343
QQQ,2026-04-02,655.0,0.07,0.1,0.085,0.09,17.0,4329.0,593.719970703125,0.04657534246575343
AAPL,2026-03-18,220.0,28.9,31.85,30.375,37.53,153.0,23.0,250.1199951171875,0.005479452054794521
AAPL,2026-03-18,222.5,26.25,29.55,27.9,34.22,152.0,23.0,250.1199951171875,0.005479452054794521
AAPL,2026-03-18,225.0,23.95,27.05,25.5,30.9,1.0,57.0,250.1199951171875,0.005479452054794521
AAPL,2026-03-18,227.5,21.45,24.45,22.95,28.22,2.0,34.0,250.1199951171875,0.005479452054794521
AAPL,2026-03-18,230.0,19.1,22.15,20.625,21.63,187.0,33.0,250.1199951171875,0.005479452054794521
AAPL,2026-03-18,232.5,17.0,19.2,18.1,19.59,186.0,32.0,250.1199951171875,0.005479452054794521
AAPL,2026-03-18,235.0,14.3,16.65,15.475,20.62,63.0,60.0,250.1199951171875,0.005479452054794521
AAPL,2026-03-18,237.5,12.15,14.1,13.125,14.6,26.0,44.0,250.1199951171875,0.005479452054794521
AAPL,2026-03-18,240.0,10.05,11.8,10.925,11.03,1.0,41.0,250.1199951171875,0.005479452054794521
AAPL,2026-03-18,245.0,6.6,6.9,6.75,6.7,200.0,66.0,250.1199951171875,0.005479452054794521
AAPL,2026-03-18,250.0,3.35,3.5,3.425,3.4,1139.0,302.0,250.1199951171875,0.005479452054794521
AAPL,2026-03-18,252.5,2.18,2.28,2.23,2.19,1790.0,87.0,250.1199951171875,0.005479452054794521
AAPL,2026-03-18,255.0,1.28,1.36,1.32,1.32,2383.0,210.0,250.1199951171875,0.005479452054794521
AAPL,2026-03-18,257.5,0.7,0.75,0.725,0.68,1977.0,378.0,250.1199951171875,0.005479452054794521
AAPL,2026-03-18,260.0,0.35,0.4,0.375,0.36,3233.0,863.0,250.1199951171875,0.005479452054794521
AAPL,2026-03-18,262.5,0.17,0.21,0.19,0.2,2604.0,1229.0,250.1199951171875,0.005479452054794521
AAPL,2026-03-18,265.0,0.1,0.12,0.11,0.11,1251.0,1598.0,250.1199951171875,0.005479452054794521
AAPL,2026-03-18,267.5,0.05,0.07,0.06,0.06,528.0,503.0,250.1199951171875,0.005479452054794521
AAPL,2026-03-20,90.0,158.15,162.1,160.125,175.67,13.0,59.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,95.0,163.1,167.0,165.05,165.52,7.0,1.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,100.0,148.3,152.05,150.175,160.45,10.0,51.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,105.0,153.1,157.0,155.05,143.15,1.0,27.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,110.0,138.25,142.05,140.15,154.77,1.0,355.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,115.0,133.3,136.95,135.125,136.4,2.0,191.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,120.0,128.05,132.15,130.10000000000002,132.0,16.0,58.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,125.0,123.3,127.1,125.2,139.5,3.0,114.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,130.0,118.0,122.15,120.075,125.1,12.0,75.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,135.0,113.3,116.95,115.125,127.26,8.0,277.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,140.0,108.3,111.95,110.125,123.01,18.0,142.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,145.0,103.3,106.95,105.125,110.47,6.0,193.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,150.0,98.35,102.05,100.2,105.88,2.0,530.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,155.0,93.35,96.95,95.15,106.0,1.0,195.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,160.0,88.5,91.95,90.225,99.75,7.0,447.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,165.0,83.35,86.95,85.15,96.55,1.0,254.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,170.0,78.35,82.1,80.225,81.29,11.0,737.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,175.0,73.35,76.95,75.15,86.4,1.0,361.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,180.0,69.35,71.8,70.57499999999999,72.62,38.0,522.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,185.0,64.25,66.85,65.55,66.36,1.0,869.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,190.0,59.15,61.95,60.55,60.6,7.0,614.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,195.0,54.3,56.9,55.599999999999994,56.01,23.0,1530.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,200.0,49.1,51.8,50.45,51.63,63.0,6383.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,205.0,44.0,46.9,45.45,46.57,40.0,121.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,210.0,39.85,41.4,40.625,40.82,28.0,4409.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,215.0,34.15,36.95,35.55,36.33,142.0,1412.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,220.0,30.0,30.9,30.45,30.54,152.0,5964.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,225.0,25.05,25.95,25.5,25.6,41.0,1979.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,230.0,20.65,21.1,20.875,20.9,214.0,6322.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,235.0,15.6,16.4,16.0,16.54,3628.0,1084.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,237.5,13.4,14.5,13.95,14.0,17.0,130.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,240.0,11.25,11.85,11.55,11.6,288.0,9596.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,242.5,9.1,9.85,9.475,9.6,38.0,232.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,245.0,7.5,8.7,8.1,7.6,626.0,2642.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,247.5,5.55,6.6,6.074999999999999,6.05,442.0,79.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,250.0,4.3,4.45,4.375,4.3,4360.0,13329.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,252.5,2.95,3.15,3.05,2.98,4659.0,441.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,255.0,1.93,2.02,1.975,1.96,8374.0,7407.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,257.5,1.19,1.29,1.24,1.2,5884.0,2232.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,260.0,0.7,0.76,0.73,0.75,15044.0,30741.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,262.5,0.4,0.44,0.42,0.42,3225.0,3110.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,265.0,0.23,0.25,0.24,0.24,11776.0,11904.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,267.5,0.15,0.16,0.155,0.15,2075.0,4452.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,270.0,0.1,0.11,0.105,0.1,5765.0,31712.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,272.5,0.06,0.08,0.07,0.06,520.0,3194.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,275.0,0.04,0.05,0.045,0.05,4116.0,25832.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-20,280.0,0.02,0.03,0.025,0.03,2799.0,60788.0,250.1199951171875,0.010958904109589041
AAPL,2026-03-27,175.0,73.5,77.15,75.325,84.75,,2.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,180.0,69.35,72.15,70.75,83.05,,2.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,185.0,64.05,67.2,65.625,76.18,1.0,5.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,190.0,59.1,62.1,60.6,61.97,1.0,18.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,195.0,54.25,57.3,55.775,64.01,1.0,8.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,200.0,49.35,52.35,50.85,57.77,58.0,18.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,205.0,44.65,47.25,45.95,48.3,8.0,28.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,210.0,39.65,41.95,40.8,41.74,4.0,29.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,215.0,35.2,37.15,36.175,37.71,1.0,27.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,220.0,29.75,32.15,30.95,31.37,455.0,480.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,225.0,25.3,27.2,26.25,26.65,9.0,16.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,230.0,21.15,22.55,21.85,22.0,9.0,15.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,235.0,16.25,18.2,17.225,17.72,25.0,62.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,240.0,12.2,14.2,13.2,13.8,69.0,337.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,245.0,9.25,9.5,9.375,9.45,172.0,65.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,250.0,6.05,6.2,6.125,6.1,832.0,439.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,255.0,3.35,3.85,3.6,3.65,1791.0,532.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,260.0,1.76,1.91,1.835,1.87,2483.0,4365.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,265.0,0.84,0.89,0.865,0.87,2950.0,2913.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,270.0,0.36,0.4,0.38,0.38,1252.0,3499.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,275.0,0.16,0.19,0.175,0.18,1873.0,3868.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,280.0,0.08,0.11,0.095,0.09,459.0,5492.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,285.0,0.05,0.06,0.055,0.06,191.0,6801.0,250.1199951171875,0.030136986301369864
AAPL,2026-03-27,290.0,0.02,0.03,0.025,0.02,55.0,3140.0,250.1199951171875,0.030136986301369864
AAPL,2026-04-02,110.0,138.4,142.15,140.275,146.9,,0.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,165.0,83.6,87.25,85.425,92.03,1.0,5.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,175.0,74.2,77.3,75.75,77.45,1.0,2.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,185.0,64.15,67.25,65.7,80.27,2.0,2.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,190.0,59.05,62.5,60.775,73.8,1.0,1.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,195.0,54.15,57.55,55.849999999999994,67.32,2.0,3.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,205.0,44.8,47.75,46.275,70.42,1.0,3.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,210.0,40.1,42.55,41.325,47.0,16.0,21.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,215.0,35.95,37.8,36.875,42.92,2.0,3.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,220.0,30.4,32.65,31.525,32.6,5.0,3.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,225.0,25.8,28.1,26.950000000000003,27.0,2.0,8.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,230.0,21.35,23.55,22.450000000000003,23.45,1.0,12.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,235.0,18.05,19.25,18.65,18.2,9.0,50.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,240.0,14.05,14.9,14.475,14.78,26.0,60.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,245.0,10.4,11.55,10.975,10.5,47.0,51.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,250.0,7.25,8.3,7.775,7.45,94.0,272.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,255.0,4.6,4.9,4.75,4.75,424.0,516.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,260.0,2.76,3.05,2.905,2.8,704.0,2247.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,265.0,1.49,1.76,1.625,1.54,466.0,1029.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,270.0,0.77,0.82,0.7949999999999999,0.79,891.0,1598.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,275.0,0.4,0.43,0.415,0.4,2056.0,3291.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,280.0,0.22,0.24,0.2299999999999999,0.23,457.0,3121.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,285.0,0.14,0.15,0.145,0.13,304.0,4227.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-02,290.0,0.07,0.1,0.085,0.09,167.0,1859.0,250.1199951171875,0.04657534246575343
AAPL,2026-04-10,170.0,79.35,82.35,80.85,92.92,,1.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,180.0,69.45,72.6,71.025,83.64,,5.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,195.0,54.85,57.9,56.375,67.52,2.0,3.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,200.0,49.95,52.6,51.275000000000006,61.67,10.0,6.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,205.0,45.45,47.05,46.25,47.61,40.0,2.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,210.0,40.3,42.9,41.599999999999994,48.6,17.0,16.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,215.0,35.65,38.15,36.9,37.29,1.0,3.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,220.0,31.65,32.65,32.15,32.64,1.0,23.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,225.0,26.6,28.8,27.700000000000003,31.08,11.0,23.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,230.0,22.25,24.2,23.225,26.57,13.0,28.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,235.0,18.95,20.3,19.625,19.54,12.0,12.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,240.0,15.1,16.3,15.7,16.01,42.0,63.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,245.0,11.55,12.15,11.85,11.66,20.0,25.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,250.0,8.45,8.9,8.675,8.65,104.0,109.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,255.0,5.8,6.15,5.975,6.01,419.0,244.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,260.0,3.75,3.9,3.825,3.88,198.0,816.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,265.0,2.26,2.37,2.315,2.38,913.0,587.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,270.0,1.29,1.37,1.33,1.3,1070.0,1668.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,275.0,0.71,0.77,0.74,0.76,917.0,3880.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,280.0,0.4,0.45,0.425,0.44,1016.0,2604.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,285.0,0.23,0.28,0.255,0.26,330.0,3299.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,290.0,0.16,0.19,0.175,0.19,145.0,1031.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-10,295.0,0.09,0.12,0.105,0.1,106.0,667.0,250.1199951171875,0.0684931506849315
AAPL,2026-04-17,120.0,128.7,132.35,130.52499999999998,151.0,1.0,14.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,125.0,133.9,136.6,135.25,123.33,1.0,6.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,130.0,118.75,122.4,120.575,147.95,3.0,145.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,135.0,113.85,117.3,115.575,129.1,1.0,1288.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,140.0,108.8,112.6,110.7,123.36,18.0,43.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,145.0,103.8,107.65,105.725,117.65,4.0,76.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,150.0,98.85,102.5,100.675,111.5,9.0,25.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,155.0,93.9,97.55,95.725,101.52,1.0,354.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,160.0,88.95,92.6,90.775,98.27,1.0,52.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,165.0,84.0,87.65,85.825,106.78,2.0,20.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,170.0,79.1,82.8,80.94999999999999,92.71,3.0,559.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,175.0,74.1,77.75,75.925,90.99,1.0,103.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,180.0,69.45,72.5,70.975,71.54,54.0,128.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,185.0,65.25,67.8,66.525,76.18,2.0,121.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,190.0,59.85,63.1,61.475,66.75,10.0,124.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,195.0,55.45,58.25,56.85,57.62,1.0,218.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,200.0,51.0,52.15,51.575,52.66,4.0,570.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,205.0,46.2,47.35,46.775000000000006,50.65,4.0,659.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,210.0,41.5,42.6,42.05,42.54,6.0,967.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,215.0,37.0,37.75,37.375,38.45,102.0,3674.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,220.0,32.55,33.2,32.875,33.04,55.0,3984.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,225.0,28.05,28.7,28.375,28.5,17.0,1167.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,230.0,23.8,24.4,24.1,24.24,24.0,1360.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,235.0,19.7,20.25,19.975,20.05,46.0,1534.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,240.0,16.05,16.9,16.475,16.05,75.0,3570.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,245.0,12.35,12.75,12.55,12.6,170.0,3928.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,250.0,9.45,9.95,9.7,9.5,945.0,4508.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,255.0,6.8,7.0,6.9,6.8,1410.0,4163.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,260.0,4.65,4.8,4.725,4.7,2264.0,12995.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,265.0,3.0,3.1,3.05,3.09,3272.0,6416.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,270.0,1.87,1.95,1.91,1.9,4241.0,18230.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,275.0,1.07,1.17,1.12,1.17,3433.0,17489.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,280.0,0.67,0.72,0.6950000000000001,0.68,3174.0,20517.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,285.0,0.4,0.45,0.425,0.44,1061.0,13970.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,290.0,0.27,0.3,0.285,0.29,845.0,16905.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,295.0,0.19,0.2,0.195,0.19,789.0,9298.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,300.0,0.14,0.16,0.15,0.15,1198.0,28733.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,305.0,0.1,0.11,0.105,0.1,198.0,9289.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,310.0,0.06,0.09,0.075,0.07,202.0,5143.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-17,320.0,0.04,0.05,0.045,0.04,1470.0,10154.0,250.1199951171875,0.08767123287671233
AAPL,2026-04-24,195.0,55.8,58.45,57.125,66.23,,1.0,250.1199951171875,0.10684931506849316
AAPL,2026-04-24,205.0,46.3,48.7,47.5,52.0,2.0,43.0,250.1199951171875,0.10684931506849316
AAPL,2026-04-24,215.0,37.05,39.55,38.3,41.91,1.0,4.0,250.1199951171875,0.10684931506849316
AAPL,2026-04-24,220.0,32.3,35.45,33.875,38.16,1.0,30.0,250.1199951171875,0.10684931506849316
AAPL,2026-04-24,230.0,24.05,26.45,25.25,25.9,1.0,4.0,250.1199951171875,0.10684931506849316
AAPL,2026-04-24,235.0,19.9,22.85,21.375,21.81,25.0,28.0,250.1199951171875,0.10684931506849316
AAPL,2026-04-24,240.0,16.6,17.9,17.25,17.5,17.0,17.0,250.1199951171875,0.10684931506849316
AAPL,2026-04-24,245.0,13.4,13.85,13.625,13.65,26.0,58.0,250.1199951171875,0.10684931506849316
AAPL,2026-04-24,250.0,10.25,10.75,10.5,10.66,59.0,29.0,250.1199951171875,0.10684931506849316
AAPL,2026-04-24,255.0,7.6,8.1,7.85,7.8,162.0,151.0,250.1199951171875,0.10684931506849316
AAPL,2026-04-24,260.0,5.35,5.85,5.6,5.7,88.0,408.0,250.1199951171875,0.10684931506849316
AAPL,2026-04-24,265.0,3.6,3.95,3.775,3.9,636.0,274.0,250.1199951171875,0.10684931506849316
AAPL,2026-04-24,270.0,2.31,2.74,2.5250000000000004,2.57,163.0,330.0,250.1199951171875,0.10684931506849316
AAPL,2026-04-24,275.0,1.42,1.82,1.62,1.72,327.0,347.0,250.1199951171875,0.10684931506849316
AAPL,2026-04-24,280.0,1.02,1.1,1.06,1.1,243.0,629.0,250.1199951171875,0.10684931506849316
AAPL,2026-04-24,285.0,0.61,0.82,0.715,0.74,276.0,237.0,250.1199951171875,0.10684931506849316
AAPL,2026-05-15,5.0,243.3,247.1,245.2,258.75,3.0,16.0,250.1199951171875,0.1643835616438356
AAPL,2026-05-15,10.0,238.3,242.1,240.2,256.5,1.0,9.0,250.1199951171875,0.1643835616438356
AAPL,2026-05-15,15.0,233.35,237.1,235.225,246.63,1.0,3.0,250.1199951171875,0.1643835616438356
AAPL,2026-05-15,20.0,228.2,232.1,230.15,242.21,14.0,14.0,250.1199951171875,0.1643835616438356
AAPL,2026-05-15,30.0,226.25,230.1,228.175,243.47,2.0,3.0,250.1199951171875,0.1643835616438356
AAPL,2026-05-15,35.0,213.2,217.2,215.2,242.1,1.0,3.0,250.1199951171875,0.1643835616438356
AAPL,2026-05-15,40.0,234.5,237.95,236.225,223.13,,1.0,250.1199951171875,0.1643835616438356
AAPL,2026-05-15,45.0,203.35,207.25,205.3,232.19,1.0,1.0,250.1199951171875,0.1643835616438356
AAPL,2026-05-15,50.0,198.55,202.35,200.45,225.41,1.0,2.0,250.1199951171875,0.1643835616438356
AAPL,2026-05-15,60.0,188.6,192.3,190.45,201.92,4.0,20.0,250.1199951171875,0.1643835616438356
