ticker,expiry,strike,bid,ask,mid,lastPrice,volume,openInterest,spot,time_to_maturity,moneyness,log_moneyness,sqrt_T,moneyness_T_interaction
SPY,2026-03-31,634.0,32.82,34.0,33.41,61.4,1.0,3.0,662.2899780273438,0.0410958904109589,1.0446214164469145,0.04365453886514741,0.2027212135198458,0.04292964725124306
SPY,2026-03-31,635.0,32.03,33.18,32.605000000000004,35.22,446.0,1450.0,662.2899780273438,0.0410958904109589,1.0429763433501476,0.042078494409681505,0.2027212135198458,0.042862041507540305
SPY,2026-03-31,636.0,31.25,32.36,31.805,43.92,2.0,57.0,662.2899780273438,0.0410958904109589,1.0413364434392198,0.040504929962251184,0.2027212135198458,0.04279464836051588
SPY,2026-03-31,637.0,30.48,31.56,31.02,61.38,7.0,7.0,662.2899780273438,0.0410958904109589,1.0397016923506182,0.03893383773020991,0.2027212135198458,0.04272746680892951
SPY,2026-03-31,638.0,29.71,30.75,30.23,51.36,1.0,12.0,662.2899780273438,0.0410958904109589,1.0380720658735796,0.0373652099575834,0.2027212135198458,0.04266049585781834
SPY,2026-03-31,639.0,28.95,29.96,29.455,34.81,31.0,32.0,662.2899780273438,0.0410958904109589,1.0364475399488948,0.035799038924838496,0.2027212135198458,0.04259373451844773
SPY,2026-03-31,640.0,28.2,29.17,28.685,28.65,438.0,3663.0,662.2899780273438,0.0410958904109589,1.0348280906677245,0.034235316948655614,0.2027212135198458,0.04252718180826265
SPY,2026-03-31,641.0,27.45,28.39,27.92,43.41,2.0,49.0,662.2899780273438,0.0410958904109589,1.033213694270427,0.032674036381703214,0.2027212135198458,0.04246083675083947
SPY,2026-03-31,642.0,26.71,27.61,27.16,32.72,1.0,9.0,662.2899780273438,0.0410958904109589,1.0316043271453952,0.031115189612412,0.2027212135198458,0.042394698375838154
SPY,2026-03-31,643.0,25.98,26.84,26.41,39.85,6.0,6.0,662.2899780273438,0.0410958904109589,1.0299999658279062,0.02955876906475376,0.2027212135198458,0.042328765718955046
SPY,2026-03-31,644.0,25.25,26.08,25.665,25.5,1.0,38.0,662.2899780273438,0.0410958904109589,1.028400586998981,0.028004767198019604,0.2027212135198458,0.042263037821875925
SPY,2026-03-31,645.0,24.53,25.33,24.93,25.42,44.0,625.0,662.2899780273438,0.0410958904109589,1.026806167484254,0.026453176506600777,0.2027212135198458,0.04219751373222961
SPY,2026-03-31,646.0,23.82,24.58,24.2,30.45,1.0,60.0,662.2899780273438,0.0410958904109589,1.025216684252854,0.02490398951977135,0.2027212135198458,0.04213219250354194
SPY,2026-03-31,648.0,22.41,23.1,22.755000000000003,22.67,6.0,2.0,662.2899780273438,0.0410958904109589,1.0220524352273823,0.02181279695009853,0.2027212135198458,0.04200215487235817
SPY,2026-03-31,649.0,21.7,22.39,22.045,21.95,3.0,52.0,662.2899780273438,0.0410958904109589,1.020477624079112,0.02027077659828317,0.2027212135198458,0.041937436605990905
SPY,2026-03-31,650.0,21.0,21.79,21.395,21.6,353.0,1892.0,662.2899780273438,0.0410958904109589,1.0189076585036059,0.018731130412690547,0.2027212135198458,0.041872917472750924
SPY,2026-03-31,651.0,20.32,20.98,20.65,32.45,1.0,55.0,662.2899780273438,0.0410958904109589,1.017342516171035,0.017193851093804044,0.2027212135198458,0.041808596554974035
SPY,2026-03-31,652.0,19.63,20.29,19.96,21.3,2.0,34.0,662.2899780273438,0.0410958904109589,1.015782174888564,0.01565893137572029,0.2027212135198458,0.041744472940625915
SPY,2026-03-31,653.0,18.96,19.61,19.285,22.13,5.0,50.0,662.2899780273438,0.0410958904109589,1.0142266125993014,0.014126364025942233,0.2027212135198458,0.04168054572325896
SPY,2026-03-31,654.0,18.3,18.94,18.62,21.0,5.0,12.0,662.2899780273438,0.0410958904109589,1.0126758073812596,0.012596141845174599,0.2027212135198458,0.04161681400196957
SPY,2026-03-31,655.0,17.64,18.27,17.955,18.42,5.0,838.0,662.2899780273438,0.0410958904109589,1.0111297374463264,0.011068257667121377,0.2027212135198458,0.04155327688135588
SPY,2026-03-31,656.0,16.99,17.6,17.295,22.45,1.0,19.0,662.2899780273438,0.0410958904109589,1.0095883811392434,0.009542704358284106,0.2027212135198458,0.041489933471475754
SPY,2026-03-31,657.0,16.35,16.96,16.655,19.24,3.0,22.0,662.2899780273438,0.0410958904109589,1.0080517169365963,0.008019474817762797,0.2027212135198458,0.041426782887805325
SPY,2026-03-31,658.0,16.01,16.07,16.04,16.5,2.0,4.0,662.2899780273438,0.0410958904109589,1.0065197234458112,0.006498561977056065,0.2027212135198458,0.041363824251197716
SPY,2026-03-31,659.0,15.38,15.44,15.41,16.39,3.0,21.0,662.2899780273438,0.0410958904109589,1.0049923794041635,0.004979958799866041,0.2027212135198458,0.041301056687842334
SPY,2026-03-31,660.0,14.76,14.82,14.79,14.82,349.0,1660.0,662.2899780273438,0.0410958904109589,1.0034696636777936,0.003463658281902004,0.2027212135198458,0.04123847932922439
SPY,2026-03-31,661.0,14.16,14.22,14.19,14.2,741.0,160.0,662.2899780273438,0.0410958904109589,1.0019515552607319,0.001949653450686981,0.2027212135198458,0.04117609131208487
SPY,2026-03-31,662.0,13.56,13.62,13.59,13.61,428.0,101.0,662.2899780273438,0.0410958904109589,1.000438033273933,0.0004379373653649738,0.2027212135198458,0.04111389177838081
SPY,2026-03-31,663.0,12.97,13.03,13.0,12.92,443.0,278.0,662.2899780273438,0.0410958904109589,0.9989290769643194,-0.001071496883489222,0.2027212135198458,0.041051879875246
SPY,2026-03-31,664.0,12.4,12.45,12.425,12.43,566.0,264.0,662.2899780273438,0.0410958904109589,0.9974246657038309,-0.002578656174060636,0.2027212135198458,0.04099005475495195
SPY,2026-03-31,665.0,11.83,11.88,11.855,11.85,1206.0,1035.0,662.2899780273438,0.0410958904109589,0.9959247789884869,-0.004083547353480885,0.2027212135198458,0.04092841557486932
SPY,2026-03-31,666.0,11.27,11.32,11.295,11.29,358.0,300.0,662.2899780273438,0.0410958904109589,0.9944293964374531,-0.005586177238015882,0.2027212135198458,0.04086696149742958
SPY,2026-03-31,667.0,10.72,10.78,10.75,11.01,835.0,238.0,662.2899780273438,0.0410958904109589,0.9929384977921195,-0.007086552613250533,0.2027212135198458,0.040805691690087104
SPY,2026-03-31,668.0,10.19,10.24,10.215,10.21,763.0,825.0,662.2899780273438,0.0410958904109589,0.9914520629151853,-0.008584680234272458,0.2027212135198458,0.04074460532528158
SPY,2026-03-31,669.0,9.66,9.72,9.69,9.92,588.0,513.0,662.2899780273438,0.0410958904109589,0.9899700717897515,-0.010080566825855213,0.2027212135198458,0.040683701580400744
SPY,2026-03-31,670.0,9.16,9.21,9.185,9.19,2437.0,2671.0,662.2899780273438,0.0410958904109589,0.9884925045184235,-0.011574219082638492,0.2027212135198458,0.04062297963774343
SPY,2026-03-31,671.0,8.65,8.71,8.68,8.7,396.0,966.0,662.2899780273438,0.0410958904109589,0.9870193413224199,-0.013065643669308588,0.2027212135198458,0.040562438684483004
SPY,2026-03-31,672.0,8.17,8.22,8.195,8.17,256.0,509.0,662.2899780273438,0.0410958904109589,0.9855505625406901,-0.014554847220776343,0.2027212135198458,0.04050207791263109
SPY,2026-03-31,673.0,7.69,7.74,7.715,7.7,232.0,330.0,662.2899780273438,0.0410958904109589,0.9840861486290398,-0.016041836342354555,0.2027212135198458,0.04044189651900163
SPY,2026-03-31,674.0,7.23,7.28,7.255000000000001,7.26,335.0,765.0,662.2899780273438,0.0410958904109589,0.9826260801592637,-0.01752661760993385,0.2027212135198458,0.04038189370517522
SPY,2026-03-31,675.0,6.78,6.83,6.805,6.82,1262.0,1668.0,662.2899780273438,0.0410958904109589,0.981170337818287,-0.019009197570156625,0.2027212135198458,0.040322068677463845
SPY,2026-03-31,676.0,6.34,6.39,6.365,6.35,605.0,764.0,662.2899780273438,0.0410958904109589,0.9797189024073132,-0.020489582740590907,0.2027212135198458,0.04026242064687588
SPY,2026-03-31,677.0,5.92,5.97,5.945,6.04,173.0,1497.0,662.2899780273438,0.0410958904109589,0.9782717548409804,-0.021967779609901796,0.2027212135198458,0.04020294882908138
SPY,2026-03-31,678.0,5.51,5.56,5.535,5.63,314.0,966.0,662.2899780273438,0.0410958904109589,0.9768288761465247,-0.023443794638022344,0.2027212135198458,0.040143652444377724
SPY,2026-03-31,679.0,5.11,5.16,5.135,5.14,467.0,1275.0,662.2899780273438,0.0410958904109589,0.975390247462951,-0.024917634256322922,0.2027212135198458,0.04008453071765552
SPY,2026-03-31,680.0,4.73,4.78,4.755000000000001,4.74,1918.0,8427.0,662.2899780273438,0.0410958904109589,0.9739558500402113,-0.026389304867779198,0.2027212135198458,0.04002558287836485
SPY,2026-03-31,681.0,4.36,4.41,4.385,4.38,438.0,1089.0,662.2899780273438,0.0410958904109589,0.9725256652383902,-0.027858812847139126,0.2027212135198458,0.03996680816048179
SPY,2026-03-31,682.0,4.01,4.06,4.035,4.0,355.0,2073.0,662.2899780273438,0.0410958904109589,0.9710996745268969,-0.02932616454108892,0.2027212135198458,0.03990820580247521
SPY,2026-03-31,683.0,3.68,3.72,3.7,3.71,365.0,1784.0,662.2899780273438,0.0410958904109589,0.9696778594836658,-0.030791366268416834,0.2027212135198458,0.03984977504727393
SPY,2026-03-31,684.0,3.36,3.4,3.38,3.53,215.0,1944.0,662.2899780273438,0.0410958904109589,0.9682602017943622,-0.0322544243201772,0.2027212135198458,0.039791515142234064
SPY,2026-03-31,685.0,3.05,3.09,3.07,3.07,1866.0,4148.0,662.2899780273438,0.0410958904109589,0.9668466832515967,-0.03371534495985204,0.2027212135198458,0.03973342533910671
SPY,2026-03-31,686.0,2.76,2.8,2.78,2.91,152.0,1066.0,662.2899780273438,0.0410958904109589,0.9654372857541454,-0.035174134423511944,0.2027212135198458,0.039675504894005974
SPY,2026-03-31,687.0,2.49,2.53,2.51,2.47,175.0,1281.0,662.2899780273438,0.0410958904109589,0.9640319913061772,-0.036630798919976094,0.2027212135198458,0.039617753067377144
SPY,2026-03-31,688.0,2.23,2.27,2.25,2.23,588.0,1439.0,662.2899780273438,0.0410958904109589,0.962630782016488,-0.038085344630970436,0.2027212135198458,0.03956016912396526
SPY,2026-03-31,689.0,2.0,2.04,2.02,2.01,465.0,2104.0,662.2899780273438,0.0410958904109589,0.9612336400977413,-0.03953777771128537,0.2027212135198458,0.039502752332783886
SPY,2026-03-31,690.0,1.77,1.81,1.79,1.81,5855.0,6242.0,662.2899780273438,0.0410958904109589,0.9598405478657156,-0.040988104288931806,0.2027212135198458,0.0394455019670842
SPY,2026-03-31,691.0,1.57,1.61,1.59,1.65,935.0,1539.0,662.2899780273438,0.0410958904109589,0.9584514877385583,-0.04243633046529664,0.2027212135198458,0.03938841730432431
SPY,2026-03-31,692.0,1.38,1.42,1.4,1.42,564.0,2476.0,662.2899780273438,0.0410958904109589,0.9570664422360459,-0.04388246231529634,0.2027212135198458,0.03933149762613887
SPY,2026-03-31,693.0,1.21,1.24,1.225,1.27,488.0,1164.0,662.2899780273438,0.0410958904109589,0.955685393978851,-0.04532650588753001,0.2027212135198458,0.03927474221830894
SPY,2026-03-31,694.0,1.05,1.08,1.065,1.06,306.0,1789.0,662.2899780273438,0.0410958904109589,0.9543083256878152,-0.04676846720443126,0.2027212135198458,0.03921815037073213
SPY,2026-03-31,695.0,0.91,0.94,0.925,0.94,813.0,8167.0,662.2899780273438,0.0410958904109589,0.9529352201832284,-0.04820835226241891,0.2027212135198458,0.03916172137739295
SPY,2026-03-31,696.0,0.78,0.81,0.795,0.81,65.0,1229.0,662.2899780273438,0.0410958904109589,0.9515660603841146,-0.04964616703204637,0.2027212135198458,0.039105454536333475
SPY,2026-03-31,697.0,0.67,0.7,0.685,0.7,212.0,1647.0,662.2899780273438,0.0410958904109589,0.9502008293075234,-0.05108191745815059,0.2027212135198458,0.03904934914962425
SPY,2026-03-31,698.0,0.57,0.6,0.585,0.59,304.0,898.0,662.2899780273438,0.0410958904109589,0.9488395100678277,-0.05251560945999922,0.2027212135198458,0.038993404523335384
SPY,2026-03-31,699.0,0.48,0.51,0.495,0.51,134.0,1563.0,662.2899780273438,0.0410958904109589,0.9474820858760282,-0.05394724893143705,0.2027212135198458,0.038937619967508004
SPY,2026-03-31,700.0,0.43,0.44,0.435,0.42,2329.0,8851.0,662.2899780273438,0.0410958904109589,0.9461285400390625,-0.055376841741031385,0.2027212135198458,0.038881994796125856
SPY,2026-03-31,701.0,0.35,0.37,0.36,0.36,196.0,2874.0,662.2899780273438,0.0410958904109589,0.9447788559591209,-0.05680439373221683,0.2027212135198458,0.03882652832708716
SPY,2026-03-31,702.0,0.29,0.31,0.3,0.3,150.0,1588.0,662.2899780273438,0.0410958904109589,0.9434330171329683,-0.05822991072343784,0.2027212135198458,0.03877121988217678
SPY,2026-03-31,703.0,0.24,0.26,0.25,0.28,278.0,1700.0,662.2899780273438,0.0410958904109589,0.9420910071512714,-0.059653398508291634,0.2027212135198458,0.038716068787038545
SPY,2026-03-31,704.0,0.2,0.22,0.21,0.25,67.0,2298.0,662.2899780273438,0.0410958904109589,0.9407528096979315,-0.061074862855669106,0.2027212135198458,0.038661074371147866
SPY,2026-03-31,705.0,0.18,0.19,0.185,0.19,5219.0,9218.0,662.2899780273438,0.0410958904109589,0.9394184085494237,-0.062494309509895464,0.2027212135198458,0.038606235967784536
SPY,2026-03-31,706.0,0.14,0.16,0.15,0.16,117.0,1728.0,662.2899780273438,0.0410958904109589,0.9380877875741412,-0.0639117441908689,0.2027212135198458,0.038551552914005804
SPY,2026-03-31,707.0,0.12,0.14,0.13,0.13,116.0,1501.0,662.2899780273438,0.0410958904109589,0.936760930731745,-0.06532717259419953,0.2027212135198458,0.03849702455061966
SPY,2026-03-31,708.0,0.1,0.12,0.11,0.09,423.0,1702.0,662.2899780273438,0.0410958904109589,0.9354378220725195,-0.06674060039134648,0.2027212135198458,0.038442650222158335
SPY,2026-03-31,709.0,0.08,0.1,0.09,0.15,74.0,1259.0,662.2899780273438,0.0410958904109589,0.9341184457367331,-0.06815203322975426,0.2027212135198458,0.03838842927685204
SPY,2026-03-31,710.0,0.07,0.09,0.08,0.09,1107.0,12863.0,662.2899780273438,0.0410958904109589,0.9328027859540052,-0.06956147673298792,0.2027212135198458,0.03833436106660295
SPY,2026-03-31,711.0,0.06,0.08,0.07,0.13,45.0,2356.0,662.2899780273438,0.0410958904109589,0.9314908270426776,-0.0709689365008676,0.2027212135198458,0.038280444946959355
SPY,2026-03-31,712.0,0.05,0.07,0.06,0.07,89.0,4071.0,662.2899780273438,0.0410958904109589,0.9301825534091906,-0.07237441810960255,0.2027212135198458,0.038226680277090024
SPY,2026-03-31,713.0,0.04,0.06,0.05,0.06,165.0,23401.0,662.2899780273438,0.0410958904109589,0.9288779495474667,-0.07377792711192267,0.2027212135198458,0.03817306641975891
SPY,2026-03-31,714.0,0.04,0.05,0.045,0.05,80.0,2351.0,662.2899780273438,0.0410958904109589,0.9275770000382966,-0.07517946903721115,0.2027212135198458,0.03811960274129986
SPY,2026-03-31,719.0,0.02,0.03,0.025,0.05,5.0,520.0,662.2899780273438,0.0410958904109589,0.9211265341131346,-0.0821578644186734,0.2027212135198458,0.037854515100539776
SPY,2026-03-31,720.0,0.02,0.03,0.025,0.03,200.0,5324.0,662.2899780273438,0.0410958904109589,0.9198471917046441,-0.08354771870772772,0.2027212135198458,0.03780193938512236
SPY,2026-04-02,500.0,160.64,163.97,162.305,171.5,2.0,4.0,662.2899780273438,0.0465753424657534,1.3245799560546876,0.28109539488018154,0.21581321198145725,0.06169276507651966
SPY,2026-04-02,520.0,140.74,144.08,142.41000000000005,162.99,2.0,9.0,662.2899780273438,0.0465753424657534,1.2736345731295071,0.24187468172690013,0.21581321198145725,0.05931996641973044
SPY,2026-04-02,530.0,130.84,134.15,132.495,156.18,,1.0,662.2899780273438,0.0465753424657534,1.2496037321270637,0.2228264867562057,0.21581321198145725,0.05820072177030156
SPY,2026-04-02,535.0,125.84,129.2,127.52,132.37,22.0,22.0,662.2899780273438,0.0465753424657534,1.2379251925744743,0.2134367464063667,0.21581321198145725,0.05765678979113987
SPY,2026-04-02,540.0,120.89,124.24,122.565,122.88,4.0,2.0,662.2899780273438,0.0465753424657534,1.2264629222728587,0.2041343537440531,0.21581321198145725,0.05712293062640709
SPY,2026-04-02,550.0,111.02,114.34,112.68,113.09,1008.0,273.0,662.2899780273438,0.0465753424657534,1.2041635964133524,0.1857852150758567,0.21581321198145725,0.05608433188774515
SPY,2026-04-02,560.0,101.16,104.49,102.825,102.95,1232.0,2.0,662.2899780273438,0.0465753424657534,1.1826606750488282,0.1677667095731784,0.21581321198145725,0.05508282596117827
SPY,2026-04-02,570.0,91.35,94.69,93.02,92.75,2048.0,2.0,662.2899780273438,0.0465753424657534,1.1619122421532346,0.1500671324737774,0.21581321198145725,0.0541164605934383
SPY,2026-04-02,575.0,86.43,89.82,88.125,88.08,2716.0,2.0,662.2899780273438,0.0465753424657534,1.1518086574388586,0.14133345250502274,0.21581321198145725,0.053645882675234485
SPY,2026-04-02,580.0,81.61,84.98,83.295,83.24,1055.0,13.0,662.2899780273438,0.0465753424657534,1.1418792724609375,0.13267538976190818,0.21581321198145725,0.0531834181694135
SPY,2026-04-02,585.0,76.85,80.13,78.49,78.23,22.0,18.0,662.2899780273438,0.0465753424657534,1.132119620559562,0.12409164607051683,0.21581321198145725,0.0527288590397604
SPY,2026-04-02,590.0,71.84,75.34,73.59,74.61,4.0,5.0,662.2899780273438,0.0465753424657534,1.1225253864870233,0.11558095640260807,0.21581321198145725,0.0522820043021353
SPY,2026-04-02,600.0,62.42,65.91,64.16499999999999,66.64,3.0,39.0,662.2899780273438,0.0465753424657534,1.103816630045573,0.0987738380862269,0.21581321198145725,0.05141063756376638
SPY,2026-04-02,605.0,57.79,61.28,59.535,71.55,1.0,10.0,662.2899780273438,0.0465753424657534,1.094694178557593,0.09047503527153179,0.21581321198145725,0.050985756261586496
SPY,2026-04-02,610.0,53.2,56.71,54.955,55.22,2.0,10.0,662.2899780273438,0.0465753424657534,1.085721275454662,0.08224453613501632,0.21581321198145725,0.05056784022665546
SPY,2026-04-02,615.0,49.64,51.24,50.44,56.1,8.0,11.0,662.2899780273438,0.0465753424657534,1.0768942732151932,0.07408122549585543,0.21581321198145725,0.050156719574406226
SPY,2026-04-02,620.0,45.31,46.79,46.05,58.55,7.0,11.0,662.2899780273438,0.0465753424657534,1.0682096419795868,0.06598401526323609,0.21581321198145725,0.04975222990041908
SPY,2026-04-02,625.0,41.1,42.46,41.78,47.46,3.0,41.0,662.2899780273438,0.0465753424657534,1.05966396484375,0.057951843565971765,0.21581321198145725,0.04935421206121573
SPY,2026-04-02,630.0,37.01,38.23,37.62,37.88,3.0,6.0,662.2899780273438,0.0465753424657534,1.0512539333767361,0.04998367391679487,0.21581321198145725,0.04896251196549179
SPY,2026-04-02,635.0,33.06,34.13,33.595,38.7,5.0,1250.0,662.2899780273438,0.0465753424657534,1.0429763433501476,0.042078494409681505,0.21581321198145725,0.048576980375212325
SPY,2026-04-02,640.0,29.25,30.16,29.705,35.07,9.0,1353.0,662.2899780273438,0.0465753424657534,1.0348280906677245,0.034235316948655614,0.21581321198145725,0.04819747271603098
SPY,2026-04-02,645.0,25.6,26.34,25.97,26.9,4.0,2394.0,662.2899780273438,0.0465753424657534,1.026806167484254,0.026453176506600777,0.21581321198145725,0.04782384889652687
SPY,2026-04-02,650.0,22.07,22.73,22.4,24.15,15.0,184.0,662.2899780273438,0.0465753424657534,1.0189076585036059,0.018731130412690547,0.21581321198145725,0.047455973135784354
SPY,2026-04-02,655.0,18.69,19.32,19.005000000000003,19.3,8.0,137.0,662.2899780273438,0.0465753424657534,1.0111297374463264,0.011068257667121377,0.21581321198145725,0.04709371379886997
SPY,2026-04-02,656.0,18.04,18.66,18.35,19.1,11.0,24.0,662.2899780273438,0.0465753424657534,1.0095883811392434,0.009542704358284106,0.21581321198145725,0.047021924601005835
SPY,2026-04-02,657.0,17.4,18.0,17.7,19.87,2.0,182.0,662.2899780273438,0.0465753424657534,1.0080517169365963,0.008019474817762797,0.21581321198145725,0.04695035393951268
SPY,2026-04-02,658.0,16.76,17.36,17.060000000000002,17.02,2.0,20.0,662.2899780273438,0.0465753424657534,1.0065197234458112,0.006498561977056065,0.21581321198145725,0.046879000818024055
SPY,2026-04-02,659.0,16.43,16.49,16.46,16.45,39.0,1.0,662.2899780273438,0.0465753424657534,1.0049923794041635,0.004979958799866041,0.21581321198145725,0.04680786424622129
SPY,2026-04-02,660.0,15.81,15.87,15.84,15.84,216.0,306.0,662.2899780273438,0.0465753424657534,1.0034696636777936,0.003463658281902004,0.21581321198145725,0.04673694323978762
SPY,2026-04-02,661.0,15.19,15.25,15.22,15.2,64.0,160.0,662.2899780273438,0.0465753424657534,1.0019515552607319,0.001949653450686981,0.21581321198145725,0.046666236820362826
SPY,2026-04-02,662.0,14.59,14.65,14.62,14.6,176.0,152.0,662.2899780273438,0.0465753424657534,1.000438033273933,0.0004379373653649738,0.21581321198145725,0.04659574401549823
SPY,2026-04-02,663.0,13.99,14.05,14.02,13.99,1033.0,274.0,662.2899780273438,0.0465753424657534,0.9989290769643194,-0.001071496883489222,0.21581321198145725,0.046525463858612115
SPY,2026-04-02,664.0,13.41,13.47,13.44,13.45,1695.0,186.0,662.2899780273438,0.0465753424657534,0.9974246657038309,-0.002578656174060636,0.21581321198145725,0.046455395388945525
SPY,2026-04-02,665.0,12.83,12.89,12.86,12.86,1054.0,293.0,662.2899780273438,0.0465753424657534,0.9959247789884869,-0.004083547353480885,0.21581321198145725,0.04638553765151854
SPY,2026-04-02,666.0,12.26,12.32,12.29,12.31,1019.0,450.0,662.2899780273438,0.0465753424657534,0.9944293964374531,-0.005586177238015882,0.21581321198145725,0.04631588969708683
SPY,2026-04-02,667.0,11.71,11.77,11.74,11.71,388.0,805.0,662.2899780273438,0.0465753424657534,0.9929384977921195,-0.007086552613250533,0.21581321198145725,0.04624645058209869
SPY,2026-04-02,668.0,11.16,11.22,11.19,11.16,817.0,1417.0,662.2899780273438,0.0465753424657534,0.9914520629151853,-0.008584680234272458,0.21581321198145725,0.04617721936865244
SPY,2026-04-02,669.0,10.63,10.68,10.655,10.63,4945.0,3708.0,662.2899780273438,0.0465753424657534,0.9899700717897515,-0.010080566825855213,0.21581321198145725,0.04610819512445415
SPY,2026-04-02,670.0,10.1,10.16,10.13,10.1,3810.0,17391.0,662.2899780273438,0.0465753424657534,0.9884925045184235,-0.011574219082638492,0.21581321198145725,0.04603937692277586
SPY,2026-04-02,671.0,9.59,9.64,9.615,9.64,749.0,335.0,662.2899780273438,0.0465753424657534,0.9870193413224199,-0.013065643669308588,0.21581321198145725,0.04597076384241405
SPY,2026-04-02,672.0,9.09,9.14,9.115,9.06,592.0,835.0,662.2899780273438,0.0465753424657534,0.9855505625406901,-0.014554847220776343,0.21581321198145725,0.04590235496764855
SPY,2026-04-02,673.0,8.59,8.65,8.620000000000001,8.57,216.0,399.0,662.2899780273438,0.0465753424657534,0.9840861486290398,-0.016041836342354555,0.21581321198145725,0.04583414938820183
SPY,2026-04-02,674.0,8.11,8.17,8.14,8.09,474.0,726.0,662.2899780273438,0.0465753424657534,0.9826260801592637,-0.01752661760993385,0.21581321198145725,0.04576614619919856
SPY,2026-04-02,675.0,7.65,7.7,7.675000000000001,7.68,1759.0,1411.0,662.2899780273438,0.0465753424657534,0.981170337818287,-0.019009197570156625,0.21581321198145725,0.04569834450112567
SPY,2026-04-02,676.0,7.19,7.25,7.220000000000001,7.2,185.0,350.0,662.2899780273438,0.0465753424657534,0.9797189024073132,-0.020489582740590907,0.21581321198145725,0.045630743399792645
SPY,2026-04-02,677.0,6.75,6.81,6.779999999999999,6.73,231.0,1068.0,662.2899780273438,0.0465753424657534,0.9782717548409804,-0.021967779609901796,0.21581321198145725,0.045563342006292216
SPY,2026-04-02,678.0,6.32,6.38,6.35,6.31,80.0,333.0,662.2899780273438,0.0465753424657534,0.9768288761465247,-0.023443794638022344,0.21581321198145725,0.0454961394369614
SPY,2026-04-02,679.0,5.91,5.96,5.9350000000000005,5.92,141.0,468.0,662.2899780273438,0.0465753424657534,0.975390247462951,-0.024917634256322922,0.21581321198145725,0.045429134813342896
SPY,2026-04-02,680.0,5.51,5.56,5.535,5.53,1312.0,1679.0,662.2899780273438,0.0465753424657534,0.9739558500402113,-0.026389304867779198,0.21581321198145725,0.045362327262146805
SPY,2026-04-02,681.0,5.12,5.17,5.145,5.11,55.0,764.0,662.2899780273438,0.0465753424657534,0.9725256652383902,-0.027858812847139126,0.21581321198145725,0.04529571591521267
SPY,2026-04-02,682.0,4.75,4.8,4.775,4.74,165.0,668.0,662.2899780273438,0.0465753424657534,0.9710996745268969,-0.02932616454108892,0.21581321198145725,0.04522929990947189
SPY,2026-04-02,683.0,4.39,4.44,4.415,4.38,98.0,1515.0,662.2899780273438,0.0465753424657534,0.9696778594836658,-0.030791366268416834,0.21581321198145725,0.04516307838691044
SPY,2026-04-02,684.0,4.04,4.09,4.0649999999999995,4.04,138.0,1275.0,662.2899780273438,0.0465753424657534,0.9682602017943622,-0.0322544243201772,0.21581321198145725,0.045097050494531915
SPY,2026-04-02,685.0,3.72,3.76,3.74,3.74,1383.0,3853.0,662.2899780273438,0.0465753424657534,0.9668466832515967,-0.03371534495985204,0.21581321198145725,0.04503121538432092
SPY,2026-04-02,686.0,3.4,3.45,3.425,3.43,120.0,814.0,662.2899780273438,0.0465753424657534,0.9654372857541454,-0.035174134423511944,0.21581321198145725,0.04496557221320675
SPY,2026-04-02,687.0,3.1,3.15,3.125,3.13,68.0,700.0,662.2899780273438,0.0465753424657534,0.9640319913061772,-0.036630798919976094,0.21581321198145725,0.04490012014302741
SPY,2026-04-02,688.0,2.82,2.87,2.845,2.85,151.0,616.0,662.2899780273438,0.0465753424657534,0.962630782016488,-0.038085344630970436,0.21581321198145725,0.04483485834049394
SPY,2026-04-02,689.0,2.56,2.6,2.58,2.58,281.0,745.0,662.2899780273438,0.0465753424657534,0.9612336400977413,-0.03953777771128537,0.21581321198145725,0.04476978597715505
SPY,2026-04-02,690.0,2.31,2.35,2.33,2.34,1645.0,1639.0,662.2899780273438,0.0465753424657534,0.9598405478657156,-0.040988104288931806,0.21581321198145725,0.044704902229362076
SPY,2026-04-02,691.0,2.07,2.12,2.095,2.11,229.0,497.0,662.2899780273438,0.0465753424657534,0.9584514877385583,-0.04243633046529664,0.21581321198145725,0.044640206278234194
SPY,2026-04-02,692.0,1.86,1.9,1.88,1.88,88.0,403.0,662.2899780273438,0.0465753424657534,0.9570664422360459,-0.04388246231529634,0.21581321198145725,0.04457569730962403
SPY,2026-04-02,693.0,1.65,1.69,1.67,1.69,84.0,420.0,662.2899780273438,0.0465753424657534,0.955685393978851,-0.04532650588753001,0.21581321198145725,0.04451137451408345
SPY,2026-04-02,694.0,1.47,1.51,1.49,1.49,236.0,717.0,662.2899780273438,0.0465753424657534,0.9543083256878152,-0.04676846720443126,0.21581321198145725,0.044447237086829725
SPY,2026-04-02,695.0,1.3,1.33,1.315,1.31,710.0,1158.0,662.2899780273438,0.0465753424657534,0.9529352201832284,-0.04820835226241891,0.21581321198145725,0.04438328422771198
SPY,2026-04-02,696.0,1.14,1.18,1.16,1.16,152.0,995.0,662.2899780273438,0.0465753424657534,0.9515660603841146,-0.04964616703204637,0.21581321198145725,0.04431951514117792
SPY,2026-04-02,697.0,1.0,1.03,1.015,1.0,155.0,628.0,662.2899780273438,0.0465753424657534,0.9502008293075234,-0.05108191745815059,0.21581321198145725,0.04425592903624079
SPY,2026-04-02,698.0,0.87,0.9,0.885,0.88,66.0,1277.0,662.2899780273438,0.0465753424657534,0.9488395100678277,-0.05251560945999922,0.21581321198145725,0.044192525126446745
