contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiry,dte,spot
SPY260116C00676000,2026-01-02 20:50:00+00:00,676.0,11.0,11.6,11.91,-0.5,-4.347826,36.0,1076,0.15253533020019533,True,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00677000,2026-01-02 21:12:04+00:00,677.0,10.94,10.86,11.17,0.0899992,0.8294857,211.0,1166,0.15024653472900396,True,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00678000,2026-01-02 20:41:36+00:00,678.0,10.0,10.12,10.44,-0.5,-4.7619047,171.0,2531,0.14783567016601565,True,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00679000,2026-01-02 20:59:04+00:00,679.0,9.3,9.42,9.72,-0.34999943,-3.6269372,204.0,3467,0.14527221923828126,True,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00680000,2026-01-02 21:01:04+00:00,680.0,8.93,8.73,8.93,-0.029999733,-0.33481845,3958.0,25340,0.14096928375244144,True,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00681000,2026-01-02 21:02:53+00:00,681.0,8.3,8.06,8.3,0.14000034,1.7156905,1349.0,1635,0.1394739373779297,True,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00682000,2026-01-02 21:14:01+00:00,682.0,7.52,7.49,7.57,-0.09000015,-1.1826564,3709.0,2571,0.13559824371337892,True,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00683000,2026-01-02 21:14:56+00:00,683.0,6.9,6.9,6.93,-0.19999981,-2.8168988,4718.0,2797,0.13306531005859373,True,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00684000,2026-01-02 21:14:08+00:00,684.0,6.27,6.3,6.33,-0.23000002,-3.5384617,3940.0,2312,0.13086806640624998,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00685000,2026-01-02 21:14:24+00:00,685.0,5.7,5.72,5.75,-0.26000023,-4.36242,14678.0,22476,0.12860978820800778,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00686000,2026-01-02 21:06:35+00:00,686.0,5.14,5.17,5.2,-0.16000032,-3.018874,1879.0,3877,0.12641254455566403,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00687000,2026-01-02 21:03:04+00:00,687.0,4.7,4.65,4.68,-0.11000013,-2.286905,1208.0,4591,0.1243373699951172,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00688000,2026-01-02 21:12:29+00:00,688.0,4.11,4.16,4.19,-0.27999973,-6.378126,2307.0,5488,0.12229271270751954,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00689000,2026-01-02 21:14:56+00:00,689.0,3.72,3.71,3.74,-0.07999992,-2.105261,17326.0,3592,0.12049219360351562,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00690000,2026-01-02 21:14:39+00:00,690.0,3.27,3.28,3.31,-0.24000001,-6.8376074,15601.0,29416,0.11853908813476563,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00691000,2026-01-02 21:11:47+00:00,691.0,2.89,2.89,2.92,-0.19999981,-6.4724865,1770.0,2245,0.11686063812255859,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00692000,2026-01-02 21:09:57+00:00,692.0,2.54,2.53,2.55,-0.18000007,-6.6176496,1267.0,2485,0.11496856719970702,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00693000,2026-01-02 21:12:15+00:00,693.0,2.15,2.2,2.22,-0.15999985,-6.9264,3216.0,4417,0.11335115173339844,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00694000,2026-01-02 21:03:40+00:00,694.0,1.9,1.9,1.92,-0.16999996,-8.212559,2897.0,2931,0.11176425354003905,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00695000,2026-01-02 21:14:53+00:00,695.0,1.63,1.63,1.65,-0.19000006,-10.439564,13097.0,24801,0.11029942443847655,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00696000,2026-01-02 21:02:15+00:00,696.0,1.41,1.39,1.41,-0.14999998,-9.615383,1138.0,2849,0.1088956298828125,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00697000,2026-01-02 21:09:00+00:00,697.0,1.16,1.17,1.19,-0.19000006,-14.074079,2138.0,3017,0.10736976623535156,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00698000,2026-01-02 21:11:17+00:00,698.0,0.98,0.98,1.0,-0.16999996,-14.782604,2029.0,3261,0.10602700622558593,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00699000,2026-01-02 21:10:13+00:00,699.0,0.82,0.81,0.82,-0.13,-13.68421,658.0,2818,0.10425700439453123,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00700000,2026-01-02 21:14:56+00:00,700.0,0.68,0.67,0.68,-0.13999999,-17.07317,13878.0,48808,0.10309734802246093,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00701000,2026-01-02 21:10:57+00:00,701.0,0.55,0.55,0.56,-0.13999999,-20.289854,15728.0,3637,0.10205976074218749,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00702000,2026-01-02 21:11:56+00:00,702.0,0.45,0.44,0.46,-0.17000002,-27.41936,1050.0,3224,0.10120527709960936,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00703000,2026-01-02 21:13:29+00:00,703.0,0.36,0.35,0.37,-0.089999974,-19.999994,843.0,5188,0.09998458618164063,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00704000,2026-01-02 21:13:09+00:00,704.0,0.28,0.29,0.3,-0.109999985,-28.205126,523.0,4576,0.09925217163085936,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00705000,2026-01-02 21:14:59+00:00,705.0,0.24,0.23,0.24,-0.10000001,-29.411766,4119.0,24495,0.09839768798828125,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00706000,2026-01-02 21:03:52+00:00,706.0,0.18,0.18,0.19,-0.07999998,-30.769226,325.0,2899,0.0976652734375,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00707000,2026-01-02 21:14:07+00:00,707.0,0.15,0.14,0.16,-0.06999999,-31.818178,750.0,2874,0.09790941162109376,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00708000,2026-01-02 20:47:29+00:00,708.0,0.11,0.12,0.13,-0.08,-42.105263,213.0,3660,0.09790941162109376,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00709000,2026-01-02 19:25:12+00:00,709.0,0.11,0.1,0.11,-0.07000001,-38.888893,33.0,1361,0.09839768798828125,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00710000,2026-01-02 21:12:37+00:00,710.0,0.08,0.08,0.09,-0.049999997,-38.461536,3757.0,27470,0.09839768798828125,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00711000,2026-01-02 20:12:56+00:00,711.0,0.07,0.07,0.08,-0.04,-36.363636,237.0,1906,0.09961837890625,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00712000,2026-01-02 20:42:57+00:00,712.0,0.07,0.06,0.07,-0.04,-36.363636,385.0,1193,0.100594931640625,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00713000,2026-01-02 21:00:12+00:00,713.0,0.06,0.05,0.06,-0.040000003,-40.000004,41.0,5213,0.10157148437499999,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00714000,2026-01-02 20:45:47+00:00,714.0,0.05,0.05,0.06,-0.05,-50.0,513.0,1220,0.10450114257812498,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00715000,2026-01-02 21:12:21+00:00,715.0,0.04,0.04,0.05,-0.030000001,-42.857143,2080.0,17984,0.10450114257812498,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00716000,2026-01-02 19:02:43+00:00,716.0,0.04,0.04,0.05,-0.060000002,-60.000004,67.0,779,0.10743080078125,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00717000,2026-01-02 16:36:00+00:00,717.0,0.05,0.04,0.05,-0.02,-28.571426,8.0,804,0.11036045898437499,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00718000,2026-01-02 20:26:00+00:00,718.0,0.05,0.03,0.05,-0.02,-28.571426,31.0,1368,0.1132901171875,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00719000,2026-01-02 20:58:52+00:00,719.0,0.04,0.03,0.04,-0.030000001,-42.857143,629.0,688,0.11231356445312499,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00720000,2026-01-02 20:59:14+00:00,720.0,0.04,0.03,0.04,0.0,0.0,1075.0,18543,0.11524322265625,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00725000,2026-01-02 21:09:18+00:00,725.0,0.03,0.03,0.04,-0.01,-25.0,238.0,19327,0.1289149609375,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00730000,2026-01-02 20:48:41+00:00,730.0,0.02,0.02,0.03,-0.02,-50.0,757.0,19148,0.13672738281250002,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00735000,2026-01-02 19:44:04+00:00,735.0,0.02,0.02,0.03,0.0,0.0,780.0,20739,0.149422568359375,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00740000,2026-01-02 20:52:12+00:00,740.0,0.02,0.02,0.03,-0.01,-33.333336,130.0,20603,0.16211775390625,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00745000,2026-01-02 21:08:14+00:00,745.0,0.02,0.01,0.02,0.0,0.0,329.0,10354,0.16602396484375004,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00750000,2026-01-02 20:22:21+00:00,750.0,0.01,0.01,0.02,-0.02,-66.66667,425.0,21815,0.17774259765625,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00755000,2025-12-31 18:52:21+00:00,755.0,0.02,0.01,0.02,-0.01,-33.333336,6.0,5261,0.18946123046875002,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00760000,2026-01-02 14:57:11+00:00,760.0,0.02,0.01,0.02,0.0,0.0,36.0,4689,0.20117986328124998,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00765000,2026-01-02 14:57:47+00:00,765.0,0.01,0.01,0.02,0.0,0.0,4.0,5747,0.21094539062499998,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00770000,2025-12-31 17:15:20+00:00,770.0,0.02,0.01,0.02,0.0,0.0,72.0,13121,0.22266402343749997,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00775000,2026-01-02 16:50:30+00:00,775.0,0.01,0.01,0.02,0.0,0.0,263.0,3243,0.23438265625,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00780000,2026-01-02 15:41:34+00:00,780.0,0.02,0.01,0.02,0.0,0.0,7.0,4190,0.24414818359375,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00785000,2026-01-02 17:00:15+00:00,785.0,0.02,0.01,0.02,0.01,100.0,4.0,1274,0.25391371093750004,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00790000,2025-12-29 20:47:17+00:00,790.0,0.01,0.01,0.02,0.0,0.0,2.0,5442,0.26563234375,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00795000,2026-01-02 16:40:32+00:00,795.0,0.01,0.01,0.02,0.0,0.0,2.0,3966,0.27539787109374997,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00800000,2026-01-02 21:13:47+00:00,800.0,0.01,0.0,0.01,0.0,0.0,186.0,19397,0.2695385546875,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00805000,2025-12-31 20:51:58+00:00,805.0,0.01,0.01,0.02,0.0,0.0,13.0,3384,0.29688203124999996,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00810000,2026-01-02 21:13:52+00:00,810.0,0.01,0.01,0.02,0.0,0.0,152.0,6938,0.30664755859375,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00815000,2025-12-31 18:17:44+00:00,815.0,0.01,0.0,0.01,0.0,0.0,8.0,5188,0.29688203124999996,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00820000,2025-12-31 14:33:35+00:00,820.0,0.01,0.0,0.01,0.0,0.0,3.0,3711,0.3086006640625,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00825000,2025-12-30 14:40:02+00:00,825.0,0.01,0.0,0.01,0.0,0.0,13.0,11267,0.31641308593749995,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00830000,2025-12-29 21:10:12+00:00,830.0,0.01,0.0,0.01,0.0,0.0,7.0,6961,0.32813171874999997,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00835000,2025-12-29 20:03:22+00:00,835.0,0.01,0.0,0.01,0.0,0.0,1.0,9844,0.335944140625,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00840000,2025-12-31 20:00:21+00:00,840.0,0.02,0.0,0.01,0.0,0.0,28.0,50138,0.3437565625,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00850000,2025-12-29 15:45:53+00:00,850.0,0.01,0.0,0.01,0.0,0.0,1251.0,3031,0.3632876171875,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00860000,2025-12-26 15:42:39+00:00,860.0,0.01,0.0,0.01,0.0,0.0,2397.0,2560,0.38281867187499996,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00865000,2025-12-26 15:46:08+00:00,865.0,0.01,0.0,0.01,0.0,0.0,9228.0,9258,0.39063109375,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00870000,2025-12-26 20:55:25+00:00,870.0,0.01,0.0,0.01,0.0,0.0,3293.0,16295,0.398443515625,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00875000,2025-12-26 17:08:19+00:00,875.0,0.01,0.0,0.01,0.0,0.0,19264.0,19355,0.4062559375,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00880000,2025-12-26 14:54:03+00:00,880.0,0.01,0.0,0.01,0.0,0.0,404.0,501,0.414068359375,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00885000,2025-12-26 14:56:08+00:00,885.0,0.01,0.0,0.01,0.0,0.0,384.0,528,0.42188078125,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00890000,2025-12-24 14:50:08+00:00,890.0,0.01,0.0,0.01,0.0,0.0,10.0,9498,0.42969320312500003,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00895000,2025-12-23 19:41:54+00:00,895.0,0.01,0.0,0.01,0.0,0.0,,505,0.437505625,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00900000,2025-12-22 16:22:36+00:00,900.0,0.01,0.0,0.01,0.0,0.0,,4,0.445318046875,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00905000,2025-12-22 14:55:40+00:00,905.0,0.01,0.0,0.01,0.0,0.0,,5,0.45703667968750006,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00930000,2025-12-19 15:20:31+00:00,930.0,0.01,0.0,0.01,0.0,0.0,2.0,3,0.500005,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00935000,2025-12-22 14:32:08+00:00,935.0,0.01,0.0,0.01,0.0,0.0,31.0,33,0.507817421875,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00940000,2025-12-23 14:43:47+00:00,940.0,0.01,0.0,0.01,0.0,0.0,128.0,130,0.51562984375,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00945000,2025-12-19 15:02:43+00:00,945.0,0.01,0.0,0.01,0.0,0.0,1.0,1,0.500005,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00950000,2025-12-23 14:34:07+00:00,950.0,0.01,0.0,0.01,0.0,0.0,,1,0.500005,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00955000,2025-12-18 14:56:09+00:00,955.0,0.01,0.0,0.01,0.0,0.0,,8,0.51562984375,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00970000,2025-12-18 14:41:55+00:00,970.0,0.01,0.0,0.01,0.0,0.0,,736,0.5312546875,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00975000,2025-12-16 17:05:34+00:00,975.0,0.01,0.0,0.01,0.0,0.0,,485,0.5390671093750001,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00980000,2025-12-16 16:37:21+00:00,980.0,0.01,0.0,0.01,0.0,0.0,,230,0.5468795312500001,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00985000,2025-12-18 14:39:25+00:00,985.0,0.01,0.0,0.01,0.0,0.0,,92,0.5468795312500001,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C00995000,2025-12-17 16:14:57+00:00,995.0,0.01,0.0,0.01,0.0,0.0,142.0,142,0.5625043750000001,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260116C01000000,2025-12-17 15:27:34+00:00,1000.0,0.01,0.0,0.01,0.0,0.0,20.0,2964,0.57812921875,False,REGULAR,USD,2026-01-16,12,683.1699829101562
SPY260123C00500000,2025-12-31 18:47:39+00:00,500.0,187.17,183.2,185.96,0.0,0.0,7.0,8,0.7375514526367187,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00505000,2025-12-19 16:46:15+00:00,505.0,177.0,178.22,181.0,0.0,0.0,3.0,3,0.7202176416015625,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00510000,2025-12-29 14:56:34+00:00,510.0,179.46,173.22,176.01,0.0,0.0,2.0,3,0.7008086560058593,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00515000,2026-01-02 19:14:52+00:00,515.0,168.55,168.24,171.04,4.26001,2.5929818,2.0,1,0.6831086376953126,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00520000,2025-12-17 14:55:33+00:00,520.0,159.27,163.26,166.04,0.0,0.0,2.0,4,0.664309997558594,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00525000,2025-12-30 18:36:01+00:00,525.0,164.39,158.28,161.07,0.0,0.0,30.0,31,0.6467320483398438,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00530000,2025-12-18 14:30:04+00:00,530.0,148.25,153.3,156.09,0.0,0.0,1.0,1,0.6289099609375001,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00535000,2025-12-24 14:44:06+00:00,535.0,155.47,148.32,151.11,0.0,0.0,2.0,4,0.6109658044433595,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00540000,2025-12-23 20:25:02+00:00,540.0,151.66,143.32,146.11,0.0,0.0,1.0,3,0.5915568188476563,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00545000,2025-12-11 18:53:40+00:00,545.0,144.81,138.35,141.13,0.0,0.0,,3,0.5742230078125,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00550000,2025-12-31 19:59:30+00:00,550.0,136.04,133.37,136.15,0.0,0.0,1.0,3,0.5564009204101563,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00555000,2025-12-29 20:01:35+00:00,555.0,135.09,128.39,131.17,0.0,0.0,20.0,4,0.5385788330078126,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00565000,2025-12-12 19:24:11+00:00,565.0,118.0,118.43,121.22,0.0,0.0,,2,0.5033008654785156,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00570000,2025-12-11 14:50:10+00:00,570.0,115.72,113.44,116.23,0.0,0.0,,1,0.5572554040527344,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00580000,2025-12-31 16:43:42+00:00,580.0,106.62,103.49,106.29,0.0,0.0,1.0,4,0.5180712255859375,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00585000,2025-12-29 18:25:47+00:00,585.0,104.43,98.52,101.3,0.0,0.0,20.0,10,0.4975636181640626,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00590000,2025-12-22 15:47:57+00:00,590.0,96.8,93.54,96.34,0.0,0.0,2.0,3,0.47827670166015623,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00595000,2025-12-30 20:11:16+00:00,595.0,94.31,88.58,91.37,0.0,0.0,1.0,5,0.45856254333496105,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00600000,2025-12-18 20:35:23+00:00,600.0,79.82,83.6,86.37,0.0,0.0,3.0,2,0.4376276940917969,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00605000,2025-12-29 20:01:32+00:00,605.0,85.42,78.65,81.43,0.0,0.0,2.0,1,0.4188290539550781,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00610000,2025-12-31 16:02:09+00:00,610.0,76.5,73.68,76.48,0.0,0.0,1.0,15,0.39954213745117195,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00615000,2025-12-29 20:32:04+00:00,615.0,75.67,69.71,70.35,0.0,0.0,2.0,212,0.33728690063476563,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00620000,2025-12-31 18:58:30+00:00,620.0,67.91,63.77,66.58,0.0,0.0,1.0,8,0.3604189935302734,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00625000,2025-12-22 15:42:50+00:00,625.0,62.22,58.83,61.63,0.0,0.0,8.0,9,0.34052173156738286,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00630000,2025-12-31 17:45:08+00:00,630.0,57.33,53.91,56.71,0.0,0.0,1.0,55,0.3212348150634765,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00635000,2026-01-02 18:31:21+00:00,635.0,48.16,49.02,51.8,-6.709999,-12.228903,2.0,32,0.30188686401367193,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00640000,2026-01-02 21:00:02+00:00,640.0,45.5,44.14,46.93,-1.8600006,-3.927366,8.0,27,0.28314925842285155,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00645000,2026-01-02 18:29:48+00:00,645.0,38.54,39.32,42.11,-9.43,-19.65812,16.0,8,0.2650525155639648,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00650000,2025-12-31 20:09:43+00:00,650.0,36.4,34.57,37.36,0.0,0.0,11.0,79,0.2477492218017578,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00651000,2025-12-29 14:50:33+00:00,651.0,40.51,33.62,36.42,0.0,0.0,2.0,5,0.24439232177734377,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00652000,2025-12-24 14:43:17+00:00,652.0,32.91,33.81,34.28,-7.75,-19.060501,3.0,5,0.2125933233642578,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00653000,2025-12-23 15:35:56+00:00,653.0,32.3,32.86,33.35,-4.9000015,-13.172047,3.0,2,0.2098162515258789,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00654000,2026-01-02 16:58:52+00:00,654.0,29.92,31.95,32.42,-1.9300003,-6.0596557,1.0,2,0.2069781451416015,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00655000,2026-01-02 20:52:23+00:00,655.0,30.69,31.08,31.47,-2.4400005,-7.3649273,8.0,62,0.20356021057128904,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00656000,2025-12-17 16:22:21+00:00,656.0,26.19,30.1,30.57,0.0,0.0,2.0,5,0.20124089782714843,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00657000,2026-01-02 15:04:37+00:00,657.0,28.95,29.18,29.64,-8.049999,-21.756754,2.0,3,0.19818917053222657,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00658000,2025-12-15 19:46:28+00:00,658.0,29.48,28.25,28.73,0.0,0.0,1.0,1,0.1955036505126953,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00659000,2025-12-29 20:32:02+00:00,659.0,33.0,27.35,27.81,0.0,0.0,2.0,1,0.19248244049072266,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00660000,2026-01-02 19:50:24+00:00,660.0,26.87,26.51,26.88,-1.8299999,-6.376306,17.0,101,0.18918657501220704,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00661000,2025-12-29 20:32:03+00:00,661.0,31.16,25.56,26.01,0.0,0.0,2.0,19,0.18708088317871097,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00662000,2025-12-31 20:44:55+00:00,662.0,27.81,24.68,25.13,2.2600002,8.845403,1.0,9,0.1846395013427734,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00663000,2026-01-02 19:26:12+00:00,663.0,23.54,23.8,24.24,-7.3199997,-23.720024,46.0,61,0.18189294677734374,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00664000,2025-12-29 14:59:03+00:00,664.0,28.06,22.93,23.33,0.0,0.0,1.0,5,0.17865811584472657,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00665000,2026-01-02 16:00:54+00:00,665.0,20.82,22.06,22.46,-1.5599995,-6.9705067,6.0,460,0.17609466491699222,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00666000,2025-12-30 18:30:57+00:00,666.0,20.82,21.31,21.51,-5.1100006,-19.706905,1.0,580,0.1718527639770508,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00667000,2026-01-02 18:24:49+00:00,667.0,18.9,20.38,20.76,-6.17,-24.61109,4.0,139,0.17133397033691405,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00668000,2026-01-02 20:54:40+00:00,668.0,19.12,19.54,19.95,-5.0999985,-21.056973,3.0,8,0.1695334512329102,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00669000,2026-01-02 17:24:24+00:00,669.0,18.17,18.71,19.12,-1.9500008,-9.691853,12.0,21,0.16718362121582034,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00670000,2026-01-02 21:04:19+00:00,670.0,18.05,17.95,18.16,0.0,0.0,102.0,1223,0.16233137481689452,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00671000,2026-01-02 21:04:19+00:00,671.0,17.25,17.11,17.34,-3.58,-17.186749,28.0,80,0.15988999298095702,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00672000,2025-12-31 20:52:33+00:00,672.0,18.7,16.29,16.61,2.0300007,12.177568,2.0,49,0.1588524057006836,True,REGULAR,USD,2026-01-23,19,683.1699829101562
SPY260123C00673000,2026-01-02 18:49:08+00:00,673.0,13.83,15.52,15.79,-6.0200005,-30.327457,20.0,89,0.15604481658935548,True,REGULAR,USD,2026-01-23,19,683.1699829101562
