contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiry,dte,spot,mid,moneyness,T,bs_price,error,abs_error,rel_error,implied_vol
SPY260116C00713000,2026-01-02 21:00:12+00:00,713.0,0.06,0.05,0.06,-0.040000003,-40.000004,41.0,5213,0.1015714843749999,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.055,0.9581626688781996,0.0328767123287671,0.1137938412646164,0.0587938412646164,0.0587938412646164,1.0689789320839354,0.10196853917670251
SPY260116C00714000,2026-01-02 20:45:47+00:00,714.0,0.05,0.05,0.06,-0.05,-50.0,513.0,1220,0.1045011425781249,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.055,0.9568207043559612,0.0328767123287671,0.0945219673094346,0.0395219673094346,0.0395219673094346,0.7185812238079023,0.10493327321958543
SPY260116C00715000,2026-01-02 21:12:21+00:00,715.0,0.04,0.04,0.05,-0.030000001,-42.857143,2080.0,17984,0.1045011425781249,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.045,0.955482493580638,0.0328767123287671,0.0782325923004894,0.0332325923004894,0.0332325923004894,0.7385020511219867,0.10511637862730025
SPY260116C00716000,2026-01-02 19:02:43+00:00,716.0,0.04,0.04,0.05,-0.060000002,-60.000004,67.0,779,0.10743080078125,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.045,0.9541480208242406,0.0328767123287671,0.0645179440360763,0.0195179440360763,0.0195179440360763,0.4337320896905858,0.10799385149931906
SPY260116C00717000,2026-01-02 16:36:00+00:00,717.0,0.05,0.04,0.05,-0.02,-28.571426,8.0,804,0.1103604589843749,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.045,0.952817270446522,0.0328767123287671,0.0530161736549601,0.0080161736549601,0.0080161736549601,0.1781371923324476,0.11085773451685904
SPY260116C00718000,2026-01-02 20:26:00+00:00,718.0,0.05,0.03,0.05,-0.02,-28.571426,31.0,1368,0.1132901171875,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.04,0.951490226894368,0.0328767123287671,0.0434079123003829,0.0034079123003829,0.0034079123003829,0.0851978075095747,0.11206508579897878
SPY260116C00719000,2026-01-02 20:58:52+00:00,719.0,0.04,0.03,0.04,-0.030000001,-42.857143,629.0,688,0.1123135644531249,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.035,0.9501668747011908,0.0328767123287671,0.0354127798230807,0.0004127798230807,0.0004127798230807,0.0117937092308792,0.11304212481045722
SPY260116C00720000,2026-01-02 20:59:14+00:00,720.0,0.04,0.03,0.04,0.0,0.0,1075.0,18543,0.11524322265625,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.035,0.948847198486328,0.0328767123287671,0.028785913522622,-0.0062140864773779,0.0062140864773779,-0.1775453279250843,0.11580158052515982
SPY260116C00725000,2026-01-02 21:09:18+00:00,725.0,0.03,0.03,0.04,-0.01,-25.0,238.0,19327,0.1289149609375,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.035,0.9423034247036638,0.0328767123287671,0.0096755193665603,-0.0253244806334397,0.0253244806334397,-0.7235565895268485,0.1294350655894279
SPY260116C00730000,2026-01-02 20:48:41+00:00,730.0,0.02,0.02,0.03,-0.02,-50.0,757.0,19148,0.1367273828125,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.025,0.9358492916577484,0.0328767123287671,0.0029702913354454,-0.0220297086645545,0.0220297086645545,-0.8811883465821815,0.13761758849668504
SPY260116C00735000,2026-01-02 19:44:04+00:00,735.0,0.02,0.02,0.03,0.0,0.0,780.0,20739,0.149422568359375,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.025,0.9294829699457908,0.0328767123287671,0.0008329807480718,-0.0241670192519281,0.0241670192519281,-0.9666807700771254,0.1503863296627998
SPY260116C00740000,2026-01-02 20:52:12+00:00,740.0,0.02,0.02,0.03,-0.01,-33.333336,130.0,20603,0.16211775390625,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.025,0.9232026796083193,0.0328767123287671,0.0002134925886295,-0.0247865074113704,0.0247865074113704,-0.9914602964548184,0.1629576603112221
SPY260116C00745000,2026-01-02 21:08:14+00:00,745.0,0.02,0.01,0.02,0.0,0.0,329.0,10354,0.16602396484375,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.015,0.9170066884700084,0.0328767123287671,5.004233070527754e-05,-0.0149499576692947,0.0149499576692947,-0.9966638446196482,0.16674136190032957
SPY260116C00750000,2026-01-02 20:22:21+00:00,750.0,0.01,0.01,0.02,-0.02,-66.66667,425.0,21815,0.17774259765625,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.015,0.910893310546875,0.0328767123287671,1.073661809660332e-05,-0.0149892633819033,0.0149892633819033,-0.9992842254602264,0.17846583003807065
SPY260116C00755000,2025-12-31 18:52:21+00:00,755.0,0.02,0.01,0.02,-0.01,-33.333336,6.0,5261,0.18946123046875,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.015,0.9048609045167632,0.0328767123287671,2.110560912147179e-06,-0.0149978894390878,0.0149978894390878,-0.99985929593919,0.19003866401004788
SPY260116C00760000,2026-01-02 14:57:11+00:00,760.0,0.02,0.01,0.02,0.0,0.0,36.0,4689,0.2011798632812499,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.015,0.8989078722502056,0.0328767123287671,3.8053743702459123e-07,-0.0149996194625629,0.0149996194625629,-0.9999746308375316,0.2014684468822479
SPY260116C00765000,2026-01-02 14:57:47+00:00,765.0,0.01,0.01,0.02,0.0,0.0,4.0,5747,0.2109453906249999,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.015,0.893032657398897,0.0328767123287671,6.300393759365517e-08,-0.0149999369960624,0.0149999369960624,-0.9999957997374938,0.21276376172065736
SPY260116C00770000,2025-12-31 17:15:20+00:00,770.0,0.02,0.01,0.02,0.0,0.0,72.0,13121,0.2226640234374999,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.015,0.887233744039164,0.0328767123287671,9.590363275184238e-09,-0.0149999904096367,0.0149999904096367,-0.9999993606424484,0.22393033056926726
SPY260116C00775000,2026-01-02 16:50:30+00:00,775.0,0.01,0.01,0.02,0.0,0.0,263.0,3243,0.23438265625,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.015,0.8815096553679436,0.0328767123287671,1.3438276494611323e-09,-0.0149999986561723,0.0149999986561723,-0.99999991041149,0.23497387547206877
SPY260116C00780000,2026-01-02 15:41:34+00:00,780.0,0.02,0.01,0.02,0.0,0.0,7.0,4190,0.24414818359375,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.015,0.8758589524489183,0.0328767123287671,1.7356004951836415e-10,-0.0149999998264399,0.0149999998264399,-0.99999998842933,0.24589439642906188
SPY260116C00785000,2026-01-02 17:00:15+00:00,785.0,0.02,0.01,0.02,0.01,100.0,4.0,1274,0.2539137109375,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.015,0.8702802330065684,0.0328767123287671,2.0687989591485065e-11,-0.014999999979312,0.014999999979312,-0.9999999986208008,0.2567033375282288
SPY260116C00790000,2025-12-29 20:47:17+00:00,790.0,0.01,0.01,0.02,0.0,0.0,2.0,5442,0.26563234375,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.015,0.8647721302660206,0.0328767123287671,2.2788642191218836e-12,-0.0149999999977211,0.0149999999977211,-0.9999999998480756,0.2674006987695694
SPY260116C00795000,2026-01-02 16:40:32+00:00,795.0,0.01,0.01,0.02,0.0,0.0,2.0,3966,0.2753978710937499,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.015,0.8593333118366745,0.0328767123287671,2.32285134981933e-13,-0.0149999999997677,0.0149999999997677,-0.9999999999845144,0.2779893411750794
SPY260123C00615000,2025-12-29 20:32:04+00:00,615.0,75.67,69.71,70.35,0.0,0.0,2.0,212,0.3372869006347656,True,REGULAR,USD,2026-01-23,19,683.1699829101562,70.03,1.110845500666921,0.0520547945205479,69.32145974383229,-0.7085402561677085,0.7085402561677085,-0.0101176675163174,0.2731936424619854
SPY260123C00645000,2026-01-02 18:29:48+00:00,645.0,38.54,39.32,42.11,-9.43,-19.65812,16.0,8,0.2650525155639648,True,REGULAR,USD,2026-01-23,19,683.1699829101562,40.715,1.0591782680777615,0.0520547945205479,39.44052608865195,-1.2744739113480534,1.2744739113480534,-0.031302318834534,0.1985593239544034
SPY260123C00650000,2025-12-31 20:09:43+00:00,650.0,36.4,34.57,37.36,0.0,0.0,11.0,79,0.2477492218017578,True,REGULAR,USD,2026-01-23,19,683.1699829101562,35.965,1.051030742938702,0.0520547945205479,34.533045458725155,-1.4319545412748482,1.4319545412748482,-0.0398152242812414,0.18764130639165638
SPY260123C00660000,2026-01-02 19:50:24+00:00,660.0,26.87,26.51,26.88,-1.8299999,-6.376306,17.0,101,0.189186575012207,True,REGULAR,USD,2026-01-23,19,683.1699829101562,26.695,1.035106034712358,0.0520547945205479,25.029118897583544,-1.6658811024164564,1.6658811024164564,-0.0624042368389757,0.16622499213360245
SPY260123C00663000,2026-01-02 19:26:12+00:00,663.0,23.54,23.8,24.24,-7.3199997,-23.720024,46.0,61,0.1818929467773437,True,REGULAR,USD,2026-01-23,19,683.1699829101562,24.02,1.0304222969987271,0.0520547945205479,22.321498345986583,-1.698501654013416,1.698501654013416,-0.0707119756042221,0.16038640619966388
SPY260123C00665000,2026-01-02 16:00:54+00:00,665.0,20.82,22.06,22.46,-1.5599995,-6.9705067,6.0,460,0.1760946649169922,True,REGULAR,USD,2026-01-23,19,683.1699829101562,22.26,1.0273232825716636,0.0520547945205479,20.570423976935217,-1.6895760230647845,1.6895760230647845,-0.0759018878286066,0.15633394735684986
SPY260123C00666000,2025-12-30 18:30:57+00:00,666.0,20.82,21.31,21.51,-5.1100006,-19.706905,1.0,580,0.1718527639770508,True,REGULAR,USD,2026-01-23,19,683.1699829101562,21.41,1.0257807551203548,0.0520547945205479,19.713414018529537,-1.6965859814704665,1.6965859814704665,-0.0792426894661591,0.154748002398476
SPY260123C00667000,2026-01-02 18:24:49+00:00,667.0,18.9,20.38,20.76,-6.17,-24.61109,4.0,139,0.171333970336914,True,REGULAR,USD,2026-01-23,19,683.1699829101562,20.57,1.024242852938765,0.0520547945205479,18.869810916800706,-1.700189083199298,1.700189083199298,-0.0826538202819299,0.15319824489799883
SPY260123C00669000,2026-01-02 17:24:24+00:00,669.0,18.17,18.71,19.12,-1.9500008,-9.691853,12.0,21,0.1671836212158203,True,REGULAR,USD,2026-01-23,19,683.1699829101562,18.915,1.0211808414202634,0.0520547945205479,17.225994315216212,-1.6890056847837869,1.6890056847837869,-0.0892945114873797,0.15005601573272045
SPY260123C00670000,2026-01-02 21:04:19+00:00,670.0,18.05,17.95,18.16,0.0,0.0,102.0,1223,0.1623313748168945,True,REGULAR,USD,2026-01-23,19,683.1699829101562,18.055,1.019656690910681,0.0520547945205479,16.427347570015968,-1.6276524299840318,1.6276524299840318,-0.0901496776507356,0.14755253207968175
SPY260123C00671000,2026-01-02 21:04:19+00:00,671.0,17.25,17.11,17.34,-3.58,-17.186749,28.0,80,0.159889992980957,True,REGULAR,USD,2026-01-23,19,683.1699829101562,17.225,1.0181370833236307,0.0520547945205479,15.64522980963102,-1.5797701903689827,1.5797701903689827,-0.091713799150594,0.14547301612360777
SPY260123C00673000,2026-01-02 18:49:08+00:00,673.0,13.83,15.52,15.79,-6.0200005,-30.327457,20.0,89,0.1560448165893554,True,REGULAR,USD,2026-01-23,19,683.1699829101562,15.655,1.0151114159140509,0.0520547945205479,14.1335125230529,-1.5214874769470992,1.5214874769470992,-0.0971885964194889,0.14243161563193799
SPY260123C00675000,2026-01-02 19:24:11+00:00,675.0,14.3,13.98,14.18,0.32000065,2.288989,94.0,1063,0.1504601556396484,True,REGULAR,USD,2026-01-23,19,683.1699829101562,14.08,1.0121036783854167,0.0520547945205479,12.69639089321089,-1.3836091067891108,1.3836091067891108,-0.0982676922435448,0.13842546958267685
SPY260123C00676000,2026-01-02 19:47:26+00:00,676.0,13.57,13.15,13.51,-2.0900002,-13.346106,32.0,268,0.1496361892700195,True,REGULAR,USD,2026-01-23,19,683.1699829101562,13.33,1.0106064835949058,0.0520547945205479,12.007370242203194,-1.3226297577968058,1.3226297577968058,-0.0992220373440964,0.1367551244754344
SPY260123C00677000,2025-12-31 21:12:16+00:00,677.0,12.69,12.41,12.76,0.0,0.0,18.0,175,0.1472253247070312,True,REGULAR,USD,2026-01-23,19,683.1699829101562,12.585,1.0091137118318407,0.0520547945205479,11.338785041243227,-1.2462149587567737,1.2462149587567737,-0.0990238346250912,0.13492985949748004
SPY260123C00678000,2026-01-02 18:17:02+00:00,678.0,10.43,11.76,11.97,-1.5999994,-13.300079,34.0,201,0.143990493774414,True,REGULAR,USD,2026-01-23,19,683.1699829101562,11.865,1.0076253435253042,0.0520547945205479,10.69112469368872,-1.1738753063112792,1.1738753063112792,-0.098935971876214,0.13328367661505935
SPY260123C00679000,2026-01-02 20:07:29+00:00,679.0,11.1,11.05,11.27,-0.029999733,-0.2695394,43.0,551,0.1419763537597656,True,REGULAR,USD,2026-01-23,19,683.1699829101562,11.16,1.0061413592196704,0.0520547945205479,10.064819700409656,-1.0951802995903428,1.0951802995903428,-0.0981344354471633,0.1316286871493086
SPY260123C00680000,2026-01-02 21:04:23+00:00,680.0,10.49,10.41,10.54,-0.06000042,-0.56872433,245.0,672,0.1392603164672852,True,REGULAR,USD,2026-01-23,19,683.1699829101562,10.475,1.0046617395737591,0.0520547945205479,9.460237896341027,-1.0147621036589722,1.0147621036589722,-0.0968746638337921,0.13003516495299333
SPY260123C00681000,2026-01-02 21:10:17+00:00,681.0,9.88,9.7,9.96,-1.0599995,-9.68921,60.0,267,0.1386499710083008,True,REGULAR,USD,2026-01-23,19,683.1699829101562,9.83,1.0031864653599945,0.0520547945205479,8.877681254319157,-0.9523187456808432,0.9523187456808432,-0.0968788144131071,0.1288157437343299
SPY260123C00682000,2026-01-02 21:09:13+00:00,682.0,9.2,9.09,9.18,-0.05000019,-0.5405426,399.0,227,0.1346216909790039,True,REGULAR,USD,2026-01-23,19,683.1699829101562,9.135,1.001715517463572,0.0520547945205479,8.317383302456903,-0.8176166975430963,0.8176166975430963,-0.0895037435734095,0.12648772119586163
SPY260123C00683000,2026-01-02 21:01:21+00:00,683.0,8.56,8.49,8.53,-0.049999237,-0.58071125,679.0,579,0.1323634127807617,True,REGULAR,USD,2026-01-23,19,683.1699829101562,8.51,1.0002488768816344,0.0520547945205479,7.779507191580478,-0.7304928084195215,0.7304928084195215,-0.0858393429400142,0.12499712873618302
SPY260123C00684000,2026-01-02 21:14:10+00:00,684.0,7.88,7.88,7.92,-0.01999998,-0.2531643,440.0,854,0.1304408245849609,False,REGULAR,USD,2026-01-23,19,683.1699829101562,7.9,0.9987865247224508,0.0520547945205479,7.2641444388023615,-0.6358555611976389,0.6358555611976389,-0.0804880457212201,0.12343297671879082
SPY260123C00685000,2026-01-02 21:06:07+00:00,685.0,7.28,7.28,7.32,-0.099999905,-1.3550122,3828.0,1325,0.128365650024414,False,REGULAR,USD,2026-01-23,19,683.1699829101562,7.300000000000001,0.9973284422046076,0.0520547945205479,6.771314362384885,-0.5286856376151157,0.5286856376151157,-0.0724226900842624,0.12170328775687517
SPY260123C00686000,2026-01-02 21:13:49+00:00,686.0,6.7,6.71,6.75,-0.10000038,-1.4705938,575.0,483,0.1264735791015624,False,REGULAR,USD,2026-01-23,19,683.1699829101562,6.73,0.9958746106562044,0.0520547945205479,6.3009642118955185,-0.4290357881044819,0.4290357881044819,-0.0637497456321667,0.12011734279850125
SPY260123C00687000,2026-01-02 20:59:53+00:00,687.0,6.14,6.17,6.2,-0.03999996,-0.6472486,641.0,802,0.1245509909057617,False,REGULAR,USD,2026-01-23,19,683.1699829101562,6.1850000000000005,0.9944250115140556,0.0520547945205479,5.852969986530638,-0.3320300134693621,0.3320300134693621,-0.0536831064623059,0.11858307504992188
SPY260123C00688000,2026-01-02 21:13:59+00:00,688.0,5.62,5.64,5.68,-0.03000021,-0.5309772,729.0,793,0.1227504718017578,False,REGULAR,USD,2026-01-23,19,683.1699829101562,5.66,0.9929796263229016,0.0520547945205479,5.42713792362963,-0.2328620763703703,0.2328620763703703,-0.0411417096060725,0.1170086188829988
SPY260123C00689000,2026-01-02 20:52:08+00:00,689.0,4.88,5.14,5.18,-0.38999987,-7.4003773,269.0,798,0.1209194354248047,False,REGULAR,USD,2026-01-23,19,683.1699829101562,5.16,0.9915384367346244,0.0520547945205479,5.0232066290520265,-0.1367933709479736,0.1367933709479736,-0.0265103432069716,0.11546462812998144
SPY260123C00690000,2026-01-02 21:11:33+00:00,690.0,4.67,4.67,4.7,-0.1500001,-3.112035,2281.0,2187,0.1190273645019531,False,REGULAR,USD,2026-01-23,19,683.1699829101562,4.6850000000000005,0.9901014245074728,0.0520547945205479,4.640849811472947,-0.0441501885270536,0.0441501885270536,-0.0094237328766389,0.11394238561447707
SPY260123C00691000,2026-01-02 21:02:22+00:00,691.0,4.29,4.23,4.26,-0.119999886,-2.721086,264.0,1207,0.1174404663085937,False,REGULAR,USD,2026-01-23,19,683.1699829101562,4.245,0.9886685715052912,0.0520547945205479,4.279679573953388,0.0346795739533876,0.0346795739533876,0.008169510943083,0.11260564014226197
SPY260123C00692000,2026-01-02 21:02:22+00:00,692.0,3.86,3.81,3.84,-0.00999999,-0.2583977,486.0,1047,0.1157925335693359,False,REGULAR,USD,2026-01-23,19,683.1699829101562,3.825,0.9872398596967576,0.0520547945205479,3.939250208535924,0.1142502085359238,0.1142502085359238,0.0298693355649474,0.11119685503026838
SPY260123C00693000,2026-01-02 20:51:40+00:00,693.0,3.22,3.42,3.45,-0.26,-7.4712644,689.0,403,0.1142361526489257,False,REGULAR,USD,2026-01-23,19,683.1699829101562,3.435,0.9858152711546266,0.0520547945205479,3.6190624332358254,0.1840624332358253,0.1840624332358253,0.0535844055999491,0.10988637284590302
SPY260123C00694000,2026-01-02 21:10:17+00:00,694.0,3.08,3.05,3.08,-0.11000013,-3.4482799,507.0,420,0.1126187371826171,False,REGULAR,USD,2026-01-23,19,683.1699829101562,3.065,0.9843947880549802,0.0520547945205479,3.3185680057449076,0.2535680057449077,0.2535680057449077,0.0827301813197088,0.10849408331385255
SPY260123C00695000,2026-01-02 21:14:28+00:00,695.0,2.71,2.71,2.74,-0.13999987,-4.9122763,3104.0,843,0.1111233908081054,False,REGULAR,USD,2026-01-23,19,683.1699829101562,2.725,0.9829783926764838,0.0520547945205479,3.0371746445009364,0.3121746445009363,0.3121746445009363,0.1145595025691509,0.10720429883548616
SPY260123C00696000,2026-01-02 21:01:45+00:00,696.0,2.4,2.4,2.43,-0.099999905,-3.9999962,308.0,644,0.1097501135253906,False,REGULAR,USD,2026-01-23,19,683.1699829101562,2.415,0.9815660673996498,0.0520547945205479,2.7742511855335295,0.3592511855335294,0.3592511855335294,0.1487582548793082,0.10603177155546845
SPY260123C00697000,2026-01-02 20:30:31+00:00,697.0,2.01,2.12,2.14,-0.22000003,-9.865472,418.0,576,0.1083463189697265,False,REGULAR,USD,2026-01-23,19,683.1699829101562,2.13,0.9801577947061064,0.0520547945205479,2.5291329026621554,0.3991329026621555,0.3991329026621555,0.1873863392780073,0.10489259306308626
SPY260123C00698000,2026-01-02 20:44:54+00:00,698.0,1.68,1.86,1.88,-0.34000003,-16.831686,708.0,1952,0.1070645935058593,False,REGULAR,USD,2026-01-23,19,683.1699829101562,1.87,0.9787535571778744,0.0520547945205479,2.3011269191541146,0.4311269191541145,0.4311269191541145,0.2305491546278687,0.1038014707995355
SPY260123C00699000,2026-01-02 20:16:56+00:00,699.0,1.6,1.62,1.65,-0.18999994,-10.614522,193.0,1289,0.1059659716796874,False,REGULAR,USD,2026-01-23,19,683.1699829101562,1.635,0.977353337496647,0.0520547945205479,2.0895176407787517,0.4545176407787517,0.4545176407787517,0.2779924408432732,0.10277990713325144
SPY260123C00700000,2026-01-02 21:09:17+00:00,700.0,1.4,1.41,1.43,-0.18000007,-11.392408,1634.0,2942,0.1046842462158203,False,REGULAR,USD,2026-01-23,19,683.1699829101562,1.42,0.9759571184430804,0.0520547945205479,1.8935721432071944,0.4735721432071944,0.4735721432071944,0.3335015093008411,0.10173170019963385
SPY260123C00701000,2026-01-02 20:49:54+00:00,701.0,1.14,1.22,1.24,-0.24000001,-17.391304,240.0,1605,0.1035856243896484,False,REGULAR,USD,2026-01-23,19,683.1699829101562,1.23,0.974564882896086,0.0520547945205479,1.712545450790799,0.4825454507907989,0.4825454507907989,0.3923133746266657,0.10080843946097792
SPY260123C00702000,2026-01-02 21:13:30+00:00,702.0,1.03,1.05,1.07,-0.20000005,-16.260166,360.0,2538,0.1025480371093749,False,REGULAR,USD,2026-01-23,19,683.1699829101562,1.06,0.9731766138321314,0.0520547945205479,1.5456856487535475,0.4856856487535474,0.4856856487535474,0.4581940082580636,0.09991834869608282
SPY260123C00703000,2026-01-02 21:11:19+00:00,703.0,0.89,0.9,0.92,-0.110000014,-11.000002,165.0,1079,0.1016325189208984,False,REGULAR,USD,2026-01-23,19,683.1699829101562,0.91,0.9717922943245466,0.0520547945205479,1.392238776595903,0.482238776595903,0.482238776595903,0.5299327215339593,0.09910031992270052
SPY260123C00704000,2026-01-02 21:13:30+00:00,704.0,0.77,0.77,0.79,-0.16000003,-17.204304,240.0,1361,0.1008390698242187,False,REGULAR,USD,2026-01-23,19,683.1699829101562,0.78,0.9704119075428356,0.0520547945205479,1.2514534568705784,0.4714534568705784,0.4714534568705784,0.6044275088084338,0.09840951722118257
SPY260123C00705000,2026-01-02 20:58:55+00:00,705.0,0.6,0.65,0.67,-0.14999998,-19.999998,3678.0,2264,0.0998625170898437,False,REGULAR,USD,2026-01-23,19,683.1699829101562,0.66,0.9690354367519948,0.0520547945205479,1.1225852202725832,0.4625852202725832,0.4625852202725832,0.7008866973827018,0.09754075001084805
SPY260123C00706000,2026-01-02 21:11:46+00:00,706.0,0.54,0.55,0.57,-0.120000005,-18.181818,1091.0,617,0.0991301025390625,False,REGULAR,USD,2026-01-23,19,683.1699829101562,0.56,0.967662865311836,0.0520547945205479,1.0049004950273144,0.4449004950273143,0.4449004950273143,0.7944651696916326,0.09690524550008775
SPY260123C00707000,2026-01-02 20:58:29+00:00,707.0,0.43,0.47,0.48,-0.15999997,-27.118639,82.0,950,0.0982756188964843,False,REGULAR,USD,2026-01-23,19,683.1699829101562,0.475,0.9662941766763172,0.0520547945205479,0.8976802356910412,0.4226802356910412,0.4226802356910412,0.8898531277706131,0.0963978611305654
SPY260123C00708000,2026-01-02 20:59:40+00:00,708.0,0.4,0.4,0.41,-0.099999994,-19.999998,240.0,1525,0.0979094116210937,False,REGULAR,USD,2026-01-23,19,683.1699829101562,0.405,0.964929354392876,0.0520547945205479,0.80022317354873,0.3952231735487299,0.3952231735487299,0.9758596877746416,0.09611613987094166
SPY260123C00709000,2026-01-02 20:42:41+00:00,709.0,0.31,0.33,0.35,-0.13999999,-31.111109,90.0,1726,0.0976652734375,False,REGULAR,USD,2026-01-23,19,683.1699829101562,0.3399999999999999,0.963568382101772,0.0520547945205479,0.7118486776574997,0.3718486776574998,0.3718486776574998,1.093672581345588,0.09561474576622249
SPY260123C00710000,2026-01-02 21:06:52+00:00,710.0,0.28,0.28,0.3,-0.099999994,-26.315788,1099.0,4560,0.0975432043457031,False,REGULAR,USD,2026-01-23,19,683.1699829101562,0.29,0.9622112435354312,0.0520547945205479,0.6318992221220725,0.3418992221220725,0.3418992221220725,1.1789628349036985,0.09552033204036951
SPY260123C00711000,2026-01-02 19:40:13+00:00,711.0,0.27,0.24,0.25,-0.07999998,-22.857138,30.0,290,0.0969328588867187,False,REGULAR,USD,2026-01-23,19,683.1699829101562,0.245,0.9608579225178008,0.0520547945205479,0.5597424612857651,0.3147424612857651,0.3147424612857651,1.2846631072888373,0.0953191664313078
SPY260123C00712000,2026-01-02 20:13:55+00:00,712.0,0.21,0.2,0.22,-0.13000001,-38.2353,26.0,115,0.0974211352539062,False,REGULAR,USD,2026-01-23,19,683.1699829101562,0.21,0.9595084029637024,0.0520547945205479,0.4947729200972119,0.284772920097212,0.284772920097212,1.356061524272438,0.09543664714699983
SPY260123C00714000,2026-01-02 18:48:56+00:00,714.0,0.17,0.15,0.16,-0.17,-50.0,34.0,109,0.0974211352539062,False,REGULAR,USD,2026-01-23,19,683.1699829101562,0.155,0.9568207043559612,0.0520547945205479,0.3841155001346266,0.2291155001346266,0.2291155001346266,1.478164516997591,0.09586293942433595
SPY260123C00715000,2026-01-02 21:07:31+00:00,715.0,0.14,0.13,0.14,-0.060000002,-30.000002,520.0,5362,0.0979094116210937,False,REGULAR,USD,2026-01-23,19,683.1699829101562,0.135,0.955482493580638,0.0520547945205479,0.3373611244434755,0.2023611244434755,0.2023611244434755,1.498971292173893,0.09633018007898331
SPY260123C00716000,2026-01-02 20:42:20+00:00,716.0,0.12,0.11,0.12,-0.15,-55.555557,11.0,50,0.0979094116210937,False,REGULAR,USD,2026-01-23,19,683.1699829101562,0.1149999999999999,0.9541480208242406,0.0520547945205479,0.2956619139634853,0.1806619139634854,0.1806619139634854,1.5709731648998746,0.09648145661699772
SPY260123C00717000,2025-12-31 15:22:01+00:00,717.0,0.26,0.1,0.11,0.0,0.0,1.0,384,0.0991301025390625,False,REGULAR,USD,2026-01-23,19,683.1699829101562,0.105,0.952817270446522,0.0520547945205479,0.2585597137443969,0.1535597137443969,0.1535597137443969,1.4624734642323516,0.0976584095404148
SPY260123C00719000,2026-01-02 14:57:56+00:00,719.0,0.15,0.08,0.09,-0.08,-34.782608,1.0,327,0.1010832080078125,False,REGULAR,USD,2026-01-23,19,683.1699829101562,0.0849999999999999,0.9501668747011908,0.0520547945205479,0.1964626707323269,0.111462670732327,0.111462670732327,1.3113255380273785,0.09953953150248529
SPY260123C00720000,2026-01-02 20:46:54+00:00,720.0,0.08,0.08,0.09,-0.049999997,-38.461536,368.0,3682,0.1032804516601562,False,REGULAR,USD,2026-01-23,19,683.1699829101562,0.0849999999999999,0.948847198486328,0.0520547945205479,0.1706988654270027,0.0856988654270028,0.0856988654270028,1.0082219462000348,0.10194028658449653
SPY260123C00725000,2026-01-02 17:32:05+00:00,725.0,0.07,0.05,0.06,-0.049999997,-41.666664,156.0,844,0.1088956298828125,False,REGULAR,USD,2026-01-23,19,683.1699829101562,0.055,0.9423034247036638,0.0520547945205479,0.0818175226182127,0.0268175226182127,0.0268175226182127,0.4875913203311406,0.10749102688360213
SPY260123C00730000,2026-01-02 20:01:32+00:00,730.0,0.04,0.04,0.05,-0.030000001,-42.857143,29.0,436,0.117196328125,False,REGULAR,USD,2026-01-23,19,683.1699829101562,0.045,0.9358492916577484,0.0520547945205479,0.0371395940837206,-0.0078604059162793,0.0078604059162793,-0.1746756870284289,0.11576367198371885
SPY260123C00735000,2026-01-02 15:42:38+00:00,735.0,0.04,0.03,0.04,-0.010000002,-20.000004,3.0,134,0.1245204736328125,False,REGULAR,USD,2026-01-23,19,683.1699829101562,0.035,0.9294829699457908,0.0520547945205479,0.0159655786262122,-0.0190344213737877,0.0190344213737877,-0.5438406106796491,0.12289977609610556
SPY260123C00745000,2025-12-31 15:22:58+00:00,745.0,0.05,0.02,0.03,0.0,0.0,10.0,46,0.139657041015625,False,REGULAR,USD,2026-01-23,19,683.1699829101562,0.025,0.9170066884700084,0.0520547945205479,0.0025073902811298,-0.0224926097188701,0.0224926097188701,-0.8997043887548064,0.13834500333905214
