contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiry,dte,spot,mid,moneyness,T,bs_price,error,abs_error,rel_error,implied_vol
SPY260116C00648000,2026-01-02 20:56:43+00:00,648.0,35.92,35.56,38.35,-4.710003,-11.592426,32.0,51,0.2881540911865233,True,REGULAR,USD,2026-01-16,12,683.1699829101562,36.955,1.054274664984809,0.0328767123287671,35.95447368383168,-1.0005263161683189,1.0005263161683189,-0.027074179844901,0.21708479900330307
SPY260116C00649000,2025-12-26 19:45:25+00:00,649.0,43.61,34.59,37.37,0.0,0.0,42.0,51,0.2832102929687499,True,REGULAR,USD,2026-01-16,12,683.1699829101562,35.980000000000004,1.0526502047922284,0.0328767123287671,34.960530596363924,-1.01946940363608,1.01946940363608,-0.0283343358431372,0.2136347641044259
SPY260116C00650000,2026-01-02 20:28:53+00:00,650.0,35.01,34.79,35.16,-0.11000061,-0.3132136,126.0,29571,0.236763003540039,True,REGULAR,USD,2026-01-16,12,683.1699829101562,34.974999999999994,1.051030742938702,0.0328767123287671,33.96775688236744,-1.0072431176325551,1.0072431176325551,-0.0287989454648336,0.20858970944303268
SPY260116C00651000,2026-01-02 20:57:58+00:00,651.0,33.15,32.66,35.43,-9.199997,-21.723724,32.0,17,0.2739330419921875,True,REGULAR,USD,2026-01-16,12,683.1699829101562,34.045,1.049416256390409,0.0328767123287671,32.976392351482446,-1.0686076485175562,1.0686076485175562,-0.0313880936559716,0.20729098427093026
SPY260116C00654000,2026-01-02 17:17:48+00:00,654.0,30.1,29.78,32.56,-5.789999,-16.132624,14.0,37,0.2608716491699219,True,REGULAR,USD,2026-01-16,12,683.1699829101562,31.17,1.0446024203519209,0.0328767123287671,30.013765212713334,-1.1562347872866638,1.1562347872866638,-0.0370944750492994,0.19842011735293263
SPY260116C00655000,2026-01-02 20:27:53+00:00,655.0,30.07,29.94,30.39,-1.5300007,-4.8417745,26.0,7898,0.2188798815917968,True,REGULAR,USD,2026-01-16,12,683.1699829101562,30.165,1.043007607496422,0.0328767123287671,29.031282612991617,-1.1337173870083816,1.1337173870083816,-0.0375838682913436,0.19320617298686502
SPY260116C00658000,2026-01-02 20:01:35+00:00,658.0,27.37,27.17,27.52,-4.8500004,-15.052763,11.0,21,0.2069781451416015,True,REGULAR,USD,2026-01-16,12,683.1699829101562,27.345,1.0382522536628511,0.0328767123287671,26.105724390387877,-1.2392756096121218,1.2392756096121218,-0.0453200076654643,0.18552826283407214
SPY260116C00659000,2025-12-26 17:16:18+00:00,659.0,33.47,26.17,26.59,0.0,0.0,46.0,13,0.2036822796630859,True,REGULAR,USD,2026-01-16,12,683.1699829101562,26.380000000000003,1.0366767570715574,0.0328767123287671,25.139834927462516,-1.2401650725374864,1.2401650725374864,-0.0470115645389494,0.18171013957408072
SPY260116C00660000,2026-01-02 20:36:39+00:00,660.0,25.37,25.27,25.71,0.41000175,1.6426352,456.0,11640,0.2017291741943359,True,REGULAR,USD,2026-01-16,12,683.1699829101562,25.49,1.035106034712358,0.0328767123287671,24.1797568142498,-1.310243185750199,1.310243185750199,-0.0514022434582267,0.18063341182744505
SPY260116C00663000,2026-01-02 17:20:48+00:00,663.0,21.82,22.53,22.95,-5.710001,-20.741013,40.0,585,0.1915364050292969,True,REGULAR,USD,2026-01-16,12,683.1699829101562,22.74,1.0304222969987271,0.0328767123287671,21.342714082633503,-1.3972859173664922,1.3972859173664922,-0.0614461705086408,0.17316507153582578
SPY260116C00665000,2026-01-02 20:36:48+00:00,665.0,20.91,20.75,21.13,-0.07999992,-0.38113353,183.0,12460,0.1847005358886718,True,REGULAR,USD,2026-01-16,12,683.1699829101562,20.94,1.0273232825716636,0.0328767123287671,19.496818648680343,-1.4431813513196552,1.4431813513196552,-0.0689198353065737,0.16834751282654703
SPY260116C00670000,2026-01-02 21:00:10+00:00,670.0,16.76,16.44,16.75,0.44000053,2.6960819,707.0,26333,0.1690146575927734,True,REGULAR,USD,2026-01-16,12,683.1699829101562,16.595,1.019656690910681,0.0328767123287671,15.105474121400334,-1.4895258785996646,1.4895258785996646,-0.0897575100090186,0.15696752961845697
SPY260116C00671000,2026-01-02 19:13:13+00:00,671.0,14.99,15.56,15.93,-0.57000065,-3.663243,11.0,92,0.166573275756836,True,REGULAR,USD,2026-01-16,12,683.1699829101562,15.745,1.0181370833236307,0.0328767123287671,14.275177050495929,-1.4698229495040724,1.4698229495040724,-0.0933517275010525,0.15445814510755237
SPY260116C00672000,2026-01-02 19:22:20+00:00,672.0,14.15,14.76,15.09,-1.4400005,-9.236693,24.0,162,0.163521548461914,True,REGULAR,USD,2026-01-16,12,683.1699829101562,14.925,1.0166219983782088,0.0328767123287671,13.463772916150106,-1.461227083849895,1.461227083849895,-0.0979046622344988,0.15243835298563538
SPY260116C00673000,2026-01-02 20:45:08+00:00,673.0,13.5,13.94,14.26,-4.6499996,-25.619831,35.0,233,0.1604087866210937,True,REGULAR,USD,2026-01-16,12,683.1699829101562,14.1,1.0151114159140509,0.0328767123287671,12.672486271023558,-1.4275137289764412,1.4275137289764412,-0.1012421084380454,0.14999477198062833
SPY260116C00674000,2026-01-02 20:42:29+00:00,674.0,12.9,13.15,13.46,-0.97000027,-6.9935126,40.0,509,0.1577232666015625,True,REGULAR,USD,2026-01-16,12,683.1699829101562,13.305,1.0136053158904397,0.0328767123287671,11.90250693346195,-1.4024930665380495,1.4024930665380495,-0.1054109783192821,0.1479707777326554
SPY260116C00675000,2026-01-02 21:12:15+00:00,675.0,12.4,12.45,12.68,-0.20000076,-1.5873077,3079.0,18395,0.1551598156738281,True,REGULAR,USD,2026-01-16,12,683.1699829101562,12.565,1.0121036783854167,0.0328767123287671,11.154975412727822,-1.4100245872721775,1.4100245872721775,-0.112218431139847,0.14688855145937207
SPY260116C00676000,2026-01-02 20:50:00+00:00,676.0,11.0,11.6,11.91,-0.5,-4.347826,36.0,1076,0.1525353302001953,True,REGULAR,USD,2026-01-16,12,683.1699829101562,11.755,1.0106064835949058,0.0328767123287671,10.430968401551697,-1.3240315984483058,1.3240315984483058,-0.1126356102465594,0.14384607808445396
SPY260116C00677000,2026-01-02 21:12:04+00:00,677.0,10.94,10.86,11.17,0.0899992,0.8294857,211.0,1166,0.1502465347290039,True,REGULAR,USD,2026-01-16,12,683.1699829101562,11.015,1.0091137118318407,0.0328767123287671,9.73148464568368,-1.2835153543163216,1.2835153543163216,-0.1165243172325303,0.14203674989308418
SPY260116C00678000,2026-01-02 20:41:36+00:00,678.0,10.0,10.12,10.44,-0.5,-4.7619047,171.0,2531,0.1478356701660156,True,REGULAR,USD,2026-01-16,12,683.1699829101562,10.28,1.0076253435253042,0.0328767123287671,9.057431502316888,-1.2225684976831117,1.2225684976831117,-0.1189268966617812,0.13995745745435356
SPY260116C00679000,2026-01-02 20:59:04+00:00,679.0,9.3,9.42,9.72,-0.34999943,-3.6269372,204.0,3467,0.1452722192382812,True,REGULAR,USD,2026-01-16,12,683.1699829101562,9.57,1.0061413592196704,0.0328767123287671,8.409612491705786,-1.160387508294214,1.160387508294214,-0.1212526131968875,0.13802515002064406
SPY260116C00680000,2026-01-02 21:01:04+00:00,680.0,8.93,8.73,8.93,-0.029999733,-0.33481845,3958.0,25340,0.1409692837524414,True,REGULAR,USD,2026-01-16,12,683.1699829101562,8.83,1.0046617395737591,0.0328767123287671,7.788716129009174,-1.041283870990826,1.041283870990826,-0.117925693203944,0.1350617123783529
SPY260116C00681000,2026-01-02 21:02:53+00:00,681.0,8.3,8.06,8.3,0.14000034,1.7156905,1349.0,1635,0.1394739373779297,True,REGULAR,USD,2026-01-16,12,683.1699829101562,8.18,1.0031864653599945,0.0328767123287671,7.195306296763931,-0.9846937032360684,0.9846937032360684,-0.1203782033295927,0.13355712773297726
SPY260116C00682000,2026-01-02 21:14:01+00:00,682.0,7.52,7.49,7.57,-0.09000015,-1.1826564,3709.0,2571,0.1355982437133789,True,REGULAR,USD,2026-01-16,12,683.1699829101562,7.53,1.001715517463572,0.0328767123287671,6.629814383209066,-0.9001856167909343,0.9001856167909343,-0.1195465626548385,0.13160041220536822
SPY260116C00683000,2026-01-02 21:14:56+00:00,683.0,6.9,6.9,6.93,-0.19999981,-2.8168988,4718.0,2797,0.1330653100585937,True,REGULAR,USD,2026-01-16,12,683.1699829101562,6.915,1.0002488768816344,0.0328767123287671,6.09253336910615,-0.8224666308938504,0.8224666308938504,-0.118939498321598,0.12989144330118593
SPY260116C00684000,2026-01-02 21:14:08+00:00,684.0,6.27,6.3,6.33,-0.23000002,-3.5384617,3940.0,2312,0.1308680664062499,False,REGULAR,USD,2026-01-16,12,683.1699829101562,6.3149999999999995,0.9987865247224508,0.0328767123287671,5.583613997192913,-0.7313860028070867,0.7313860028070867,-0.1158172609354056,0.12800075479681786
SPY260116C00685000,2026-01-02 21:14:24+00:00,685.0,5.7,5.72,5.75,-0.26000023,-4.36242,14678.0,22476,0.1286097882080077,False,REGULAR,USD,2026-01-16,12,683.1699829101562,5.734999999999999,0.9973284422046076,0.0328767123287671,5.103063105687625,-0.6319368943123749,0.6319368943123749,-0.1101895194964908,0.12600921526710682
SPY260116C00686000,2026-01-02 21:06:35+00:00,686.0,5.14,5.17,5.2,-0.16000032,-3.018874,1879.0,3877,0.126412544555664,False,REGULAR,USD,2026-01-16,12,683.1699829101562,5.1850000000000005,0.9958746106562044,0.0328767123287671,4.650744152202378,-0.5342558477976223,0.5342558477976223,-0.1030387363158384,0.12409791846367713
SPY260116C00687000,2026-01-02 21:03:04+00:00,687.0,4.7,4.65,4.68,-0.11000013,-2.286905,1208.0,4591,0.1243373699951172,False,REGULAR,USD,2026-01-16,12,683.1699829101562,4.665,0.9944250115140556,0.0328767123287671,4.226379898998914,-0.4386201010010859,0.4386201010010859,-0.0940236015007686,0.12224779835713655
SPY260116C00688000,2026-01-02 21:12:29+00:00,688.0,4.11,4.16,4.19,-0.27999973,-6.378126,2307.0,5488,0.1222927127075195,False,REGULAR,USD,2026-01-16,12,683.1699829101562,4.175000000000001,0.9929796263229016,0.0328767123287671,3.8295571766721537,-0.345442823327847,0.345442823327847,-0.0827407960066699,0.12044251582968232
SPY260116C00689000,2026-01-02 21:14:56+00:00,689.0,3.72,3.71,3.74,-0.07999992,-2.105261,17326.0,3592,0.1204921936035156,False,REGULAR,USD,2026-01-16,12,683.1699829101562,3.725,0.9915384367346244,0.0328767123287671,3.459733592940381,-0.2652664070596189,0.2652664070596189,-0.0712124582710386,0.11888182833111285
SPY260116C00690000,2026-01-02 21:14:39+00:00,690.0,3.27,3.28,3.31,-0.24000001,-6.8376074,15601.0,29416,0.1185390881347656,False,REGULAR,USD,2026-01-16,12,683.1699829101562,3.295,0.9901014245074728,0.0328767123287671,3.116246007937576,-0.1787539920624237,0.1787539920624237,-0.054250073463558,0.1171332968571484
SPY260116C00691000,2026-01-02 21:11:47+00:00,691.0,2.89,2.89,2.92,-0.19999981,-6.4724865,1770.0,2245,0.1168606381225585,False,REGULAR,USD,2026-01-16,12,683.1699829101562,2.905,0.9886685715052912,0.0328767123287671,2.798320558659185,-0.1066794413408147,0.1066794413408147,-0.0367226992567348,0.11562455478918551
SPY260116C00692000,2026-01-02 21:09:57+00:00,692.0,2.54,2.53,2.55,-0.18000007,-6.6176496,1267.0,2485,0.114968567199707,False,REGULAR,USD,2026-01-16,12,683.1699829101562,2.54,0.9872398596967576,0.0328767123287671,2.505083984161587,-0.0349160158384131,0.0349160158384131,-0.0137464629285091,0.11402448353470862
SPY260116C00693000,2026-01-02 21:12:15+00:00,693.0,2.15,2.2,2.22,-0.15999985,-6.9264,3216.0,4417,0.1133511517333984,False,REGULAR,USD,2026-01-16,12,683.1699829101562,2.21,0.9858152711546266,0.0328767123287671,2.2355759805129765,0.0255759805129764,0.0255759805129764,0.0115728418610753,0.11256889389100669
SPY260116C00694000,2026-01-02 21:03:40+00:00,694.0,1.9,1.9,1.92,-0.16999996,-8.212559,2897.0,2931,0.111764253540039,False,REGULAR,USD,2026-01-16,12,683.1699829101562,1.91,0.9843947880549802,0.0328767123287671,1.988762300787016,0.0787623007870161,0.0787623007870161,0.0412368066947728,0.11115666661192475
SPY260116C00695000,2026-01-02 21:14:53+00:00,695.0,1.63,1.63,1.65,-0.19000006,-10.439564,13097.0,24801,0.1102994244384765,False,REGULAR,USD,2026-01-16,12,683.1699829101562,1.64,0.9829783926764838,0.0328767123287671,1.7635483106139134,0.1235483106139134,0.1235483106139134,0.0753343357401911,0.10980952758324145
SPY260116C00696000,2026-01-02 21:02:15+00:00,696.0,1.41,1.39,1.41,-0.14999998,-9.615383,1138.0,2849,0.1088956298828125,False,REGULAR,USD,2026-01-16,12,683.1699829101562,1.4,0.9815660673996498,0.0328767123287671,1.5587927136874384,0.1587927136874385,0.1587927136874385,0.1134233669195989,0.1085622561035901
SPY260116C00697000,2026-01-02 21:09:00+00:00,697.0,1.16,1.17,1.19,-0.19000006,-14.074079,2138.0,3017,0.1073697662353515,False,REGULAR,USD,2026-01-16,12,683.1699829101562,1.18,0.9801577947061064,0.0328767123287671,1.373321173533526,0.193321173533526,0.193321173533526,0.1638315029945136,0.10714743602332472
SPY260116C00698000,2026-01-02 21:11:17+00:00,698.0,0.98,0.98,1.0,-0.16999996,-14.782604,2029.0,3261,0.1060270062255859,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.99,0.9787535571778744,0.0328767123287671,1.205939576919704,0.2159395769197039,0.2159395769197039,0.2181207847673776,0.10590838998191057
SPY260116C00699000,2026-01-02 21:10:13+00:00,699.0,0.82,0.81,0.82,-0.13,-13.68421,658.0,2818,0.1042570043945312,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.815,0.977353337496647,0.0328767123287671,1.0554467094066808,0.2404467094066809,0.2404467094066809,0.2950266373088109,0.10436741671302915
SPY260116C00700000,2026-01-02 21:14:56+00:00,700.0,0.68,0.67,0.68,-0.13999999,-17.07317,13878.0,48808,0.1030973480224609,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.675,0.9759571184430804,0.0328767123287671,0.9206461434691846,0.2456461434691845,0.2456461434691845,0.36392021254694,0.10334191914150118
SPY260116C00701000,2026-01-02 21:10:57+00:00,701.0,0.55,0.55,0.56,-0.13999999,-20.289854,15728.0,3637,0.1020597607421874,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.555,0.974564882896086,0.0328767123287671,0.8003571729954615,0.2453571729954614,0.2453571729954614,0.4420849963882188,0.10237310556825993
SPY260116C00702000,2026-01-02 21:11:56+00:00,702.0,0.45,0.44,0.46,-0.17000002,-27.41936,1050.0,3224,0.1012052770996093,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.45,0.9731766138321314,0.0328767123287671,0.6934246634434373,0.2434246634434373,0.2434246634434373,0.5409436965409719,0.10129575197306276
SPY260116C00703000,2026-01-02 21:13:29+00:00,703.0,0.36,0.35,0.37,-0.089999974,-19.999994,843.0,5188,0.0999845861816406,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.36,0.9717922943245466,0.0328767123287671,0.5987277231515762,0.2387277231515762,0.2387277231515762,0.663132564309934,0.10016001564776897
SPY260116C00704000,2026-01-02 21:13:09+00:00,704.0,0.28,0.29,0.3,-0.109999985,-28.205126,523.0,4576,0.0992521716308593,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.295,0.9704119075428356,0.0328767123287671,0.515187137021698,0.220187137021698,0.220187137021698,0.746397074649824,0.09977234716737271
SPY260116C00705000,2026-01-02 21:14:59+00:00,705.0,0.24,0.23,0.24,-0.10000001,-29.411766,4119.0,24495,0.0983976879882812,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.235,0.9690354367519948,0.0328767123287671,0.4417715378992071,0.2067715378992071,0.2067715378992071,0.8798788846774771,0.09896839998662471
SPY260116C00706000,2026-01-02 21:03:52+00:00,706.0,0.18,0.18,0.19,-0.07999998,-30.769226,325.0,2899,0.0976652734375,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.185,0.967662865311836,0.0328767123287671,0.3775023225102956,0.1925023225102956,0.1925023225102956,1.0405530946502464,0.09813673665529489
SPY260116C00707000,2026-01-02 21:14:07+00:00,707.0,0.15,0.14,0.16,-0.06999999,-31.818178,750.0,2874,0.0979094116210937,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.15,0.9662941766763172,0.0328767123287671,0.3214573470282147,0.1714573470282147,0.1714573470282147,1.143048980188098,0.0979856389311552
SPY260116C00708000,2026-01-02 20:47:29+00:00,708.0,0.11,0.12,0.13,-0.08,-42.105263,213.0,3660,0.0979094116210937,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.125,0.964929354392876,0.0328767123287671,0.2727734616571879,0.1477734616571879,0.1477734616571879,1.1821876932575035,0.09836937350630762
SPY260116C00709000,2026-01-02 19:25:12+00:00,709.0,0.11,0.1,0.11,-0.07000001,-38.888893,33.0,1361,0.0983976879882812,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.105,0.963568382101772,0.0328767123287671,0.2306479636914282,0.1256479636914282,0.1256479636914282,1.196647273251698,0.09891421938258409
SPY260116C00710000,2026-01-02 21:12:37+00:00,710.0,0.08,0.08,0.09,-0.049999997,-38.461536,3757.0,27470,0.0983976879882812,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.0849999999999999,0.9622112435354312,0.0328767123287671,0.1943390641622961,0.1093390641622962,0.1093390641622962,1.2863419313211344,0.0989333524671793
SPY260116C00711000,2026-01-02 20:12:56+00:00,711.0,0.07,0.07,0.08,-0.04,-36.363636,237.0,1906,0.09961837890625,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.075,0.9608579225178008,0.0328767123287671,0.163165474442902,0.088165474442902,0.088165474442902,1.1755396592386944,0.10024334291338921
SPY260116C00712000,2026-01-02 20:42:57+00:00,712.0,0.07,0.06,0.07,-0.04,-36.363636,385.0,1193,0.100594931640625,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.065,0.9595084029637024,0.0328767123287671,0.1365052262096036,0.0715052262096035,0.0715052262096035,1.1000804032246705,0.10127581422603132
