contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiry,dte,spot,mid,moneyness,T,bs_price,error,abs_error,rel_error,implied_vol,mc_price,mc_error
SPY260116C00625000,2026-01-02 20:46:22+00:00,625.0,58.69,59.21,59.84,-0.5400009,-0.91170174,36.0,3035,0.3444889770507812,True,REGULAR,USD,2026-01-16,12,683.1699829101562,59.525000000000006,1.09307197265625,0.0328767123287671,58.90928695181174,-0.6157130481882689,0.6157130481882689,-0.0103437723341162,0.2909531682785152,59.520451258328066,-0.004548741671939638
SPY260116C00626000,2025-12-29 17:19:56+00:00,626.0,62.62,58.21,58.85,0.0,0.0,17.0,105,0.3403386279296875,True,REGULAR,USD,2026-01-16,12,683.1699829101562,58.53,1.0913258512941792,0.0328767123287671,57.9104768305217,-0.619523169478299,0.619523169478299,-0.010584711591975,0.2870852453544139,58.52553210872302,-0.004467891276981106
SPY260116C00627000,2025-12-23 14:50:21+00:00,627.0,56.78,56.24,59.03,-4.7800026,-7.7647867,40.0,75,0.3884338500976562,True,REGULAR,USD,2026-01-16,12,683.1699829101562,57.635000000000005,1.0895852996972188,0.0328767123287671,56.91166966380865,-0.7233303361913528,0.7233303361913528,-0.0125501923517194,0.2917154518264532,57.629285639327215,-0.005714360672790519
SPY260116C00628000,2025-12-31 14:48:57+00:00,628.0,54.49,56.25,56.8,-4.779999,-8.064786,1.0,128,0.3283758569335937,True,REGULAR,USD,2026-01-16,12,683.1699829101562,56.525,1.0878502912582106,0.0328767123287671,55.91286660608159,-0.6121333939184055,0.6121333939184055,-0.0108294275792729,0.2779948844051958,56.52068862373704,-0.00431137626296163
SPY260116C00630000,2026-01-02 19:07:56+00:00,630.0,52.67,54.25,54.86,-2.210003,-4.0269732,85.0,3788,0.3219061950683593,True,REGULAR,USD,2026-01-16,12,683.1699829101562,54.555,1.0843967982700893,0.0328767123287671,53.915279637670665,-0.639720362329335,0.639720362329335,-0.0117261545656554,0.2719266567526459,54.550539254304404,-0.004460745695595847
SPY260116C00631000,2026-01-02 20:56:52+00:00,631.0,52.65,53.27,53.86,-9.919998,-15.854241,40.0,201,0.3171455004882812,True,REGULAR,USD,2026-01-16,12,683.1699829101562,53.565,1.0826782613473158,0.0328767123287671,52.91650067748185,-0.6484993225181483,0.6484993225181483,-0.0121067734998254,0.2684126064866186,53.56036580500233,-0.004634194997670704
SPY260116C00633000,2025-12-29 14:35:05+00:00,633.0,57.04,50.31,53.08,0.0,0.0,40.0,94,0.3591372680664062,True,REGULAR,USD,2026-01-16,12,683.1699829101562,51.695,1.0792574769512735,0.0328767123287671,50.9189909454368,-0.7760090545631968,0.7760090545631968,-0.0150112980861436,0.2697504024903476,51.687541899271615,-0.007458100728385375
SPY260116C00634000,2026-01-02 20:59:04+00:00,634.0,50.25,49.31,52.11,-7.279999,-12.654265,40.0,26,0.3550479534912109,True,REGULAR,USD,2026-01-16,12,683.1699829101562,50.71,1.0775551780917292,0.0328767123287671,49.9202717082693,-0.7897282917307038,0.7897282917307038,-0.0155734232248216,0.2663704626303614,50.7021363386086,-0.007863661391404264
SPY260116C00635000,2026-01-02 20:08:23+00:00,635.0,49.64,49.29,49.93,-0.13000107,-0.26120368,32.0,4420,0.3013985876464844,True,REGULAR,USD,2026-01-16,12,683.1699829101562,49.61,1.0758582408033956,0.0328767123287671,48.921586944799856,-0.6884130552001437,0.6884130552001437,-0.0138764977867394,0.2544838997151851,49.60412876342896,-0.005871236571039162
SPY260116C00636000,2025-12-26 14:53:41+00:00,636.0,57.26,48.34,48.87,0.0,0.0,40.0,765,0.293830303955078,True,REGULAR,USD,2026-01-16,12,683.1699829101562,48.605,1.0741666397958431,0.0328767123287671,47.92294771508955,-0.6820522849104478,0.6820522849104478,-0.0140325539535119,0.249696605254203,48.59912018066,-0.0058798193399951515
SPY260116C00638000,2025-12-24 16:32:22+00:00,638.0,54.53,45.36,48.16,0.0,0.0,40.0,47,0.3357610369873046,True,REGULAR,USD,2026-01-16,12,683.1699829101562,46.76,1.0707993462541634,0.0328767123287671,45.92586673256483,-0.8341332674351705,0.8341332674351705,-0.0178386070880062,0.2518151920419038,46.75111302963867,-0.008886970361331237
SPY260116C00639000,2026-01-02 20:57:15+00:00,639.0,44.73,44.38,47.15,-4.549999,-9.232953,32.0,9,0.3300848242187499,True,REGULAR,USD,2026-01-16,12,683.1699829101562,45.765,1.069123603928257,0.0328767123287671,44.92746625105167,-0.8375337489483314,0.8375337489483314,-0.0183007483655267,0.2476076121627688,45.756020871564644,-0.008979128435356643
SPY260116C00640000,2026-01-02 20:52:30+00:00,640.0,44.23,44.39,44.94,-0.61999893,-1.3823835,66.0,16668,0.2776561492919921,True,REGULAR,USD,2026-01-16,12,683.1699829101562,44.665,1.067453098297119,0.0328767123287671,43.92919591440989,-0.7358040855901109,0.7358040855901109,-0.0164738404923342,0.2363239202262163,44.657523989492304,-0.0074760105076947525
SPY260116C00641000,2026-01-02 20:49:16+00:00,641.0,42.65,43.41,43.98,-6.459999,-13.154141,2.0,168,0.2745433874511719,True,REGULAR,USD,2026-01-16,12,683.1699829101562,43.69499999999999,1.0657878048520375,0.0328767123287671,42.93109218376617,-0.7639078162338251,0.7639078162338251,-0.0174827283724413,0.2338945549242496,43.68699278071632,-0.008007219283676648
SPY260116C00642000,2025-12-30 15:40:46+00:00,642.0,46.75,42.42,43.0,0.0,0.0,2.0,172,0.2704540728759765,True,REGULAR,USD,2026-01-16,12,683.1699829101562,42.71,1.0641276992370037,0.0328767123287671,41.933200423419635,-0.7767995765803661,0.7767995765803661,-0.0181877681241012,0.2303856008536517,42.70176307711686,-0.008236922883142483
SPY260116C00644000,2026-01-02 20:59:49+00:00,644.0,40.5,40.45,41.04,-4.299999,-9.598212,82.0,1002,0.2622144091796875,True,REGULAR,USD,2026-01-16,12,683.1699829101562,40.745000000000005,1.0608229548294352,0.0328767123287671,39.93828983820424,-0.8067101617957633,0.8067101617957633,-0.0197989977124987,0.2235625998359025,40.736315867829674,-0.008684132170330372
SPY260116C00645000,2026-01-02 19:46:17+00:00,645.0,39.6,39.48,40.06,-1.4600029,-3.5557792,7.0,8151,0.2580640600585938,True,REGULAR,USD,2026-01-16,12,683.1699829101562,39.77,1.0591782680777615,0.0328767123287671,38.94142377705157,-0.8285762229484348,0.8285762229484348,-0.0208342022365711,0.2205401089114845,39.76096522036171,-0.009034779638291468
SPY260116C00647000,2026-01-02 20:54:44+00:00,647.0,37.19,37.5,38.11,-1.050003,-2.7458239,30.0,344,0.2500685345458984,True,REGULAR,USD,2026-01-16,12,683.1699829101562,37.805,1.0559041466926682,0.0328767123287671,36.94938141639216,-0.8556185836078427,0.8556185836078427,-0.0226324185585992,0.2134139289691448,37.795552548862744,-0.009447451137255314
SPY260116C00648000,2026-01-02 20:56:43+00:00,648.0,35.92,35.56,38.35,-4.710003,-11.592426,32.0,51,0.2881540911865233,True,REGULAR,USD,2026-01-16,12,683.1699829101562,36.955,1.054274664984809,0.0328767123287671,35.95447368383168,-1.0005263161683189,1.0005263161683189,-0.027074179844901,0.217084799003303,36.94449164807786,-0.010508351922140946
SPY260116C00649000,2025-12-26 19:45:25+00:00,649.0,43.61,34.59,37.37,0.0,0.0,42.0,51,0.2832102929687499,True,REGULAR,USD,2026-01-16,12,683.1699829101562,35.980000000000004,1.0526502047922284,0.0328767123287671,34.960530596363924,-1.01946940363608,1.01946940363608,-0.0283343358431372,0.2136347641044259,35.969570885722106,-0.010429114277897611
SPY260116C00650000,2026-01-02 20:28:53+00:00,650.0,35.01,34.79,35.16,-0.11000061,-0.3132136,126.0,29571,0.236763003540039,True,REGULAR,USD,2026-01-16,12,683.1699829101562,34.974999999999994,1.051030742938702,0.0328767123287671,33.96775688236744,-1.0072431176325551,1.0072431176325551,-0.0287989454648336,0.2085897094430326,34.96484044121699,-0.010159558783001899
SPY260116C00651000,2026-01-02 20:57:58+00:00,651.0,33.15,32.66,35.43,-9.199997,-21.723724,32.0,17,0.2739330419921875,True,REGULAR,USD,2026-01-16,12,683.1699829101562,34.045,1.049416256390409,0.0328767123287671,32.976392351482446,-1.0686076485175562,1.0686076485175562,-0.0313880936559716,0.2072909842709302,34.03496395540167,-0.010036044598329852
SPY260116C00654000,2026-01-02 17:17:48+00:00,654.0,30.1,29.78,32.56,-5.789999,-16.132624,14.0,37,0.2608716491699219,True,REGULAR,USD,2026-01-16,12,683.1699829101562,31.17,1.0446024203519209,0.0328767123287671,30.013765212713334,-1.1562347872866638,1.1562347872866638,-0.0370944750492994,0.1984201173529326,31.160460829669688,-0.009539170330313596
SPY260116C00655000,2026-01-02 20:27:53+00:00,655.0,30.07,29.94,30.39,-1.5300007,-4.8417745,26.0,7898,0.2188798815917968,True,REGULAR,USD,2026-01-16,12,683.1699829101562,30.165,1.043007607496422,0.0328767123287671,29.031282612991617,-1.1337173870083816,1.1337173870083816,-0.0375838682913436,0.193206172986865,30.15570449480137,-0.009295505198629428
SPY260116C00658000,2026-01-02 20:01:35+00:00,658.0,27.37,27.17,27.52,-4.8500004,-15.052763,11.0,21,0.2069781451416015,True,REGULAR,USD,2026-01-16,12,683.1699829101562,27.345,1.0382522536628511,0.0328767123287671,26.105724390387877,-1.2392756096121218,1.2392756096121218,-0.0453200076654643,0.1855282628340721,27.3363305586183,-0.008669441381698562
SPY260116C00659000,2025-12-26 17:16:18+00:00,659.0,33.47,26.17,26.59,0.0,0.0,46.0,13,0.2036822796630859,True,REGULAR,USD,2026-01-16,12,683.1699829101562,26.380000000000003,1.0366767570715574,0.0328767123287671,25.139834927462516,-1.2401650725374864,1.2401650725374864,-0.0470115645389494,0.1817101395740807,26.371663215413122,-0.008336784586880697
SPY260116C00660000,2026-01-02 20:36:39+00:00,660.0,25.37,25.27,25.71,0.41000175,1.6426352,456.0,11640,0.2017291741943359,True,REGULAR,USD,2026-01-16,12,683.1699829101562,25.49,1.035106034712358,0.0328767123287671,24.1797568142498,-1.310243185750199,1.310243185750199,-0.0514022434582267,0.180633411827445,25.48218811649414,-0.00781188350585893
SPY260116C00663000,2026-01-02 17:20:48+00:00,663.0,21.82,22.53,22.95,-5.710001,-20.741013,40.0,585,0.1915364050292969,True,REGULAR,USD,2026-01-16,12,683.1699829101562,22.74,1.0304222969987271,0.0328767123287671,21.342714082633503,-1.3972859173664922,1.3972859173664922,-0.0614461705086408,0.1731650715358257,22.732907241399204,-0.007092758600794724
SPY260116C00665000,2026-01-02 20:36:48+00:00,665.0,20.91,20.75,21.13,-0.07999992,-0.38113353,183.0,12460,0.1847005358886718,True,REGULAR,USD,2026-01-16,12,683.1699829101562,20.94,1.0273232825716636,0.0328767123287671,19.496818648680343,-1.4431813513196552,1.4431813513196552,-0.0689198353065737,0.168347512826547,20.933269152282367,-0.006730847717633992
SPY260116C00670000,2026-01-02 21:00:10+00:00,670.0,16.76,16.44,16.75,0.44000053,2.6960819,707.0,26333,0.1690146575927734,True,REGULAR,USD,2026-01-16,12,683.1699829101562,16.595,1.019656690910681,0.0328767123287671,15.105474121400334,-1.4895258785996646,1.4895258785996646,-0.0897575100090186,0.1569675296184569,16.591578528334566,-0.0034214716654332733
SPY260116C00671000,2026-01-02 19:13:13+00:00,671.0,14.99,15.56,15.93,-0.57000065,-3.663243,11.0,92,0.166573275756836,True,REGULAR,USD,2026-01-16,12,683.1699829101562,15.745,1.0181370833236307,0.0328767123287671,14.275177050495929,-1.4698229495040724,1.4698229495040724,-0.0933517275010525,0.1544581451075523,15.742712262206268,-0.0022877377937309262
SPY260116C00672000,2026-01-02 19:22:20+00:00,672.0,14.15,14.76,15.09,-1.4400005,-9.236693,24.0,162,0.163521548461914,True,REGULAR,USD,2026-01-16,12,683.1699829101562,14.925,1.0166219983782088,0.0328767123287671,13.463772916150106,-1.461227083849895,1.461227083849895,-0.0979046622344988,0.1524383529856353,14.923349635112256,-0.0016503648877446153
SPY260116C00673000,2026-01-02 20:45:08+00:00,673.0,13.5,13.94,14.26,-4.6499996,-25.619831,35.0,233,0.1604087866210937,True,REGULAR,USD,2026-01-16,12,683.1699829101562,14.1,1.0151114159140509,0.0328767123287671,12.672486271023558,-1.4275137289764412,1.4275137289764412,-0.1012421084380454,0.1499947719806283,14.098809485736668,-0.0011905142633317212
SPY260116C00674000,2026-01-02 20:42:29+00:00,674.0,12.9,13.15,13.46,-0.97000027,-6.9935126,40.0,509,0.1577232666015625,True,REGULAR,USD,2026-01-16,12,683.1699829101562,13.305,1.0136053158904397,0.0328767123287671,11.90250693346195,-1.4024930665380495,1.4024930665380495,-0.1054109783192821,0.1479707777326554,13.304236253472347,-0.0007637465276530975
SPY260116C00675000,2026-01-02 21:12:15+00:00,675.0,12.4,12.45,12.68,-0.20000076,-1.5873077,3079.0,18395,0.1551598156738281,True,REGULAR,USD,2026-01-16,12,683.1699829101562,12.565,1.0121036783854167,0.0328767123287671,11.154975412727822,-1.4100245872721775,1.4100245872721775,-0.112218431139847,0.146888551459372,12.564864037801094,-0.0001359621989056592
SPY260116C00676000,2026-01-02 20:50:00+00:00,676.0,11.0,11.6,11.91,-0.5,-4.347826,36.0,1076,0.1525353302001953,True,REGULAR,USD,2026-01-16,12,683.1699829101562,11.755,1.0106064835949058,0.0328767123287671,10.430968401551697,-1.3240315984483058,1.3240315984483058,-0.1126356102465594,0.1438460780844539,11.755311038914765,0.00031103891476469414
SPY260116C00677000,2026-01-02 21:12:04+00:00,677.0,10.94,10.86,11.17,0.0899992,0.8294857,211.0,1166,0.1502465347290039,True,REGULAR,USD,2026-01-16,12,683.1699829101562,11.015,1.0091137118318407,0.0328767123287671,9.73148464568368,-1.2835153543163216,1.2835153543163216,-0.1165243172325303,0.1420367498930841,11.014923380674372,-7.661932562896823e-05
SPY260116C00678000,2026-01-02 20:41:36+00:00,678.0,10.0,10.12,10.44,-0.5,-4.7619047,171.0,2531,0.1478356701660156,True,REGULAR,USD,2026-01-16,12,683.1699829101562,10.28,1.0076253435253042,0.0328767123287671,9.057431502316888,-1.2225684976831117,1.2225684976831117,-0.1189268966617812,0.1399574574543535,10.279876683580765,-0.00012331641923424286
SPY260116C00679000,2026-01-02 20:59:04+00:00,679.0,9.3,9.42,9.72,-0.34999943,-3.6269372,204.0,3467,0.1452722192382812,True,REGULAR,USD,2026-01-16,12,683.1699829101562,9.57,1.0061413592196704,0.0328767123287671,8.409612491705786,-1.160387508294214,1.160387508294214,-0.1212526131968875,0.138025150020644,9.569834055173684,-0.00016594482631582252
SPY260116C00680000,2026-01-02 21:01:04+00:00,680.0,8.93,8.73,8.93,-0.029999733,-0.33481845,3958.0,25340,0.1409692837524414,True,REGULAR,USD,2026-01-16,12,683.1699829101562,8.83,1.0046617395737591,0.0328767123287671,7.788716129009174,-1.041283870990826,1.041283870990826,-0.117925693203944,0.1350617123783529,8.82936374701625,-0.0006362529837495856
SPY260116C00681000,2026-01-02 21:02:53+00:00,681.0,8.3,8.06,8.3,0.14000034,1.7156905,1349.0,1635,0.1394739373779297,True,REGULAR,USD,2026-01-16,12,683.1699829101562,8.18,1.0031864653599945,0.0328767123287671,7.195306296763931,-0.9846937032360684,0.9846937032360684,-0.1203782033295927,0.1335571277329772,8.17871735770321,-0.00128264229678976
SPY260116C00682000,2026-01-02 21:14:01+00:00,682.0,7.52,7.49,7.57,-0.09000015,-1.1826564,3709.0,2571,0.1355982437133789,True,REGULAR,USD,2026-01-16,12,683.1699829101562,7.53,1.001715517463572,0.0328767123287671,6.629814383209066,-0.9001856167909343,0.9001856167909343,-0.1195465626548385,0.1316004122053682,7.528073530048147,-0.0019264699518535267
SPY260116C00683000,2026-01-02 21:14:56+00:00,683.0,6.9,6.9,6.93,-0.19999981,-2.8168988,4718.0,2797,0.1330653100585937,True,REGULAR,USD,2026-01-16,12,683.1699829101562,6.915,1.0002488768816344,0.0328767123287671,6.09253336910615,-0.8224666308938504,0.8224666308938504,-0.118939498321598,0.1298914433011859,6.912368225379166,-0.002631774620834193
SPY260116C00684000,2026-01-02 21:14:08+00:00,684.0,6.27,6.3,6.33,-0.23000002,-3.5384617,3940.0,2312,0.1308680664062499,False,REGULAR,USD,2026-01-16,12,683.1699829101562,6.3149999999999995,0.9987865247224508,0.0328767123287671,5.583613997192913,-0.7313860028070867,0.7313860028070867,-0.1158172609354056,0.1280007547968178,6.311865885292047,-0.003134114707952662
SPY260116C00685000,2026-01-02 21:14:24+00:00,685.0,5.7,5.72,5.75,-0.26000023,-4.36242,14678.0,22476,0.1286097882080077,False,REGULAR,USD,2026-01-16,12,683.1699829101562,5.734999999999999,0.9973284422046076,0.0328767123287671,5.103063105687625,-0.6319368943123749,0.6319368943123749,-0.1101895194964908,0.1260092152671068,5.7321122637907305,-0.002887736209268965
SPY260116C00686000,2026-01-02 21:06:35+00:00,686.0,5.14,5.17,5.2,-0.16000032,-3.018874,1879.0,3877,0.126412544555664,False,REGULAR,USD,2026-01-16,12,683.1699829101562,5.1850000000000005,0.9958746106562044,0.0328767123287671,4.650744152202378,-0.5342558477976223,0.5342558477976223,-0.1030387363158384,0.1240979184636771,5.182562051284977,-0.0024379487150234525
SPY260116C00687000,2026-01-02 21:03:04+00:00,687.0,4.7,4.65,4.68,-0.11000013,-2.286905,1208.0,4591,0.1243373699951172,False,REGULAR,USD,2026-01-16,12,683.1699829101562,4.665,0.9944250115140556,0.0328767123287671,4.226379898998914,-0.4386201010010859,0.4386201010010859,-0.0940236015007686,0.1222477983571365,4.663629749102809,-0.0013702508971906724
SPY260116C00688000,2026-01-02 21:12:29+00:00,688.0,4.11,4.16,4.19,-0.27999973,-6.378126,2307.0,5488,0.1222927127075195,False,REGULAR,USD,2026-01-16,12,683.1699829101562,4.175000000000001,0.9929796263229016,0.0328767123287671,3.8295571766721537,-0.345442823327847,0.345442823327847,-0.0827407960066699,0.1204425158296823,4.174913818076883,-8.618192311793393e-05
SPY260116C00689000,2026-01-02 21:14:56+00:00,689.0,3.72,3.71,3.74,-0.07999992,-2.105261,17326.0,3592,0.1204921936035156,False,REGULAR,USD,2026-01-16,12,683.1699829101562,3.725,0.9915384367346244,0.0328767123287671,3.459733592940381,-0.2652664070596189,0.2652664070596189,-0.0712124582710386,0.1188818283311128,3.725548398100814,0.0005483981008138628
SPY260116C00690000,2026-01-02 21:14:39+00:00,690.0,3.27,3.28,3.31,-0.24000001,-6.8376074,15601.0,29416,0.1185390881347656,False,REGULAR,USD,2026-01-16,12,683.1699829101562,3.295,0.9901014245074728,0.0328767123287671,3.116246007937576,-0.1787539920624237,0.1787539920624237,-0.054250073463558,0.1171332968571484,3.295623220110286,0.000623220110286038
SPY260116C00691000,2026-01-02 21:11:47+00:00,691.0,2.89,2.89,2.92,-0.19999981,-6.4724865,1770.0,2245,0.1168606381225585,False,REGULAR,USD,2026-01-16,12,683.1699829101562,2.905,0.9886685715052912,0.0328767123287671,2.798320558659185,-0.1066794413408147,0.1066794413408147,-0.0367226992567348,0.1156245547891855,2.9049802903053266,-1.970969467324224e-05
SPY260116C00692000,2026-01-02 21:09:57+00:00,692.0,2.54,2.53,2.55,-0.18000007,-6.6176496,1267.0,2485,0.114968567199707,False,REGULAR,USD,2026-01-16,12,683.1699829101562,2.54,0.9872398596967576,0.0328767123287671,2.505083984161587,-0.0349160158384131,0.0349160158384131,-0.0137464629285091,0.1140244835347086,2.5403239679028484,0.0003239679028483877
SPY260116C00693000,2026-01-02 21:12:15+00:00,693.0,2.15,2.2,2.22,-0.15999985,-6.9264,3216.0,4417,0.1133511517333984,False,REGULAR,USD,2026-01-16,12,683.1699829101562,2.21,0.9858152711546266,0.0328767123287671,2.2355759805129765,0.0255759805129764,0.0255759805129764,0.0115728418610753,0.1125688938910066,2.2100147881489525,1.4788148952504798e-05
SPY260116C00694000,2026-01-02 21:03:40+00:00,694.0,1.9,1.9,1.92,-0.16999996,-8.212559,2897.0,2931,0.111764253540039,False,REGULAR,USD,2026-01-16,12,683.1699829101562,1.91,0.9843947880549802,0.0328767123287671,1.988762300787016,0.0787623007870161,0.0787623007870161,0.0412368066947728,0.1111566666119247,1.9090221120912654,-0.0009778879087345427
SPY260116C00695000,2026-01-02 21:14:53+00:00,695.0,1.63,1.63,1.65,-0.19000006,-10.439564,13097.0,24801,0.1102994244384765,False,REGULAR,USD,2026-01-16,12,683.1699829101562,1.64,0.9829783926764838,0.0328767123287671,1.7635483106139134,0.1235483106139134,0.1235483106139134,0.0753343357401911,0.1098095275832414,1.637921384412961,-0.0020786155870389234
SPY260116C00696000,2026-01-02 21:02:15+00:00,696.0,1.41,1.39,1.41,-0.14999998,-9.615383,1138.0,2849,0.1088956298828125,False,REGULAR,USD,2026-01-16,12,683.1699829101562,1.4,0.9815660673996498,0.0328767123287671,1.5587927136874384,0.1587927136874385,0.1587927136874385,0.1134233669195989,0.1085622561035901,1.3972253085161603,-0.0027746914838395753
SPY260116C00697000,2026-01-02 21:09:00+00:00,697.0,1.16,1.17,1.19,-0.19000006,-14.074079,2138.0,3017,0.1073697662353515,False,REGULAR,USD,2026-01-16,12,683.1699829101562,1.18,0.9801577947061064,0.0328767123287671,1.373321173533526,0.193321173533526,0.193321173533526,0.1638315029945136,0.1071474360233247,1.176875269408096,-0.0031247305919039903
SPY260116C00698000,2026-01-02 21:11:17+00:00,698.0,0.98,0.98,1.0,-0.16999996,-14.782604,2029.0,3261,0.1060270062255859,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.99,0.9787535571778744,0.0328767123287671,1.205939576919704,0.2159395769197039,0.2159395769197039,0.2181207847673776,0.1059083899819105,0.9866057888779658,-0.0033942111220341964
SPY260116C00699000,2026-01-02 21:10:13+00:00,699.0,0.82,0.81,0.82,-0.13,-13.68421,658.0,2818,0.1042570043945312,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.815,0.977353337496647,0.0328767123287671,1.0554467094066808,0.2404467094066809,0.2404467094066809,0.2950266373088109,0.1043674167130291,0.8110198121670303,-0.003980187832969606
SPY260116C00700000,2026-01-02 21:14:56+00:00,700.0,0.68,0.67,0.68,-0.13999999,-17.07317,13878.0,48808,0.1030973480224609,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.675,0.9759571184430804,0.0328767123287671,0.9206461434691846,0.2456461434691845,0.2456461434691845,0.36392021254694,0.1033419191415011,0.6707538276307499,-0.0042461723692501785
SPY260116C00701000,2026-01-02 21:10:57+00:00,701.0,0.55,0.55,0.56,-0.13999999,-20.289854,15728.0,3637,0.1020597607421874,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.555,0.974564882896086,0.0328767123287671,0.8003571729954615,0.2453571729954614,0.2453571729954614,0.4420849963882188,0.1023731055682599,0.5508068078832675,-0.004193192116732525
SPY260116C00702000,2026-01-02 21:11:56+00:00,702.0,0.45,0.44,0.46,-0.17000002,-27.41936,1050.0,3224,0.1012052770996093,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.45,0.9731766138321314,0.0328767123287671,0.6934246634434373,0.2434246634434373,0.2434246634434373,0.5409436965409719,0.1012957519730627,0.4458946169921204,-0.004105383007879604
SPY260116C00703000,2026-01-02 21:13:29+00:00,703.0,0.36,0.35,0.37,-0.089999974,-19.999994,843.0,5188,0.0999845861816406,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.36,0.9717922943245466,0.0328767123287671,0.5987277231515762,0.2387277231515762,0.2387277231515762,0.663132564309934,0.1001600156477689,0.35539565849784044,-0.004604341502159548
SPY260116C00704000,2026-01-02 21:13:09+00:00,704.0,0.28,0.29,0.3,-0.109999985,-28.205126,523.0,4576,0.0992521716308593,False,REGULAR,USD,2026-01-16,12,683.1699829101562,0.295,0.9704119075428356,0.0328767123287671,0.515187137021698,0.220187137021698,0.220187137021698,0.746397074649824,0.0997723471673727,0.2903993877361428,-0.004600612263857162
